"Date";"Value"
"07/25/1983";1,2725
"07/26/1983";1,277
"07/27/1983";1,269
"07/28/1983";1,2675
"07/29/1983";1,2605
"08/01/1983";1,251
"08/02/1983";1,2535
"08/03/1983";1,258
"08/04/1983";1,259
"08/05/1983";1,263
"08/08/1983";1,2635
"08/09/1983";1,2615
"08/10/1983";1,28
"08/11/1983";1,2775
"08/12/1983";1,272
"08/15/1983";1,275
"08/16/1983";1,287
"08/17/1983";1,2945
"08/18/1983";1,288
"08/19/1983";1,309
"08/22/1983";1,3105
"08/23/1983";1,3225
"08/24/1983";1,336
"08/25/1983";1,3295
"08/26/1983";1,3189
"08/29/1983";1,3023
"08/30/1983";1,3043
"08/31/1983";1,3026
"09/01/1983";1,2985
"09/02/1983";1,3035
"09/06/1983";1,2995
"09/07/1983";1,291
"09/08/1983";1,2935
"09/09/1983";1,302
"09/12/1983";1,3065
"09/13/1983";1,315
"09/14/1983";1,301
"09/15/1983";1,316
"09/16/1983";1,319
"09/19/1983";1,3275
"09/20/1983";1,3325
"09/21/1983";1,329
"09/22/1983";1,3395
"09/23/1983";1,339
"09/26/1983";1,326
"09/27/1983";1,3355
"09/28/1983";1,357
"09/29/1983";1,3545
"09/30/1983";1,365
"10/03/1983";1,379
"10/04/1983";1,41
"10/05/1983";1,4125
"10/06/1983";1,439
"10/07/1983";1,411
"10/10/1983";1,439
"10/11/1983";1,4275
"10/12/1983";1,4375
"10/13/1983";1,4295
"10/14/1983";1,433
"10/17/1983";1,4385
"10/18/1983";1,425
"10/19/1983";1,42
"10/20/1983";1,4215
"10/21/1983";1,4275
"10/24/1983";1,4355
"10/25/1983";1,4325
"10/26/1983";1,4295
"10/27/1983";1,3955
"10/28/1983";1,391
"10/31/1983";1,4155
"11/01/1983";1,409
"11/02/1983";1,4335
"11/03/1983";1,44
"11/04/1983";1,4435
"11/07/1983";1,452
"11/08/1983";1,481
"11/09/1983";1,4715
"11/10/1983";1,4855
"11/11/1983";1,494
"11/14/1983";1,482
"11/15/1983";1,4835
"11/16/1983";1,4785
"11/17/1983";1,4665
"11/18/1983";1,491
"11/21/1983";1,4925
"11/22/1983";1,4885
"11/23/1983";1,496
"11/25/1983";1,4878
"11/28/1983";1,4737
"11/29/1983";1,4683
"11/30/1983";1,4536
"12/01/1983";1,465
"12/02/1983";1,469
"12/05/1983";1,463
"12/06/1983";1,469
"12/07/1983";1,475
"12/08/1983";1,463
"12/09/1983";1,4855
"12/12/1983";1,489
"12/13/1983";1,496
"12/14/1983";1,49
"12/15/1983";1,477
"12/16/1983";1,4865
"12/19/1983";1,472
"12/20/1983";1,442
"12/21/1983";1,421
"12/22/1983";1,419
"12/23/1983";1,4215
"12/27/1983";1,423
"12/28/1983";1,401
"12/29/1983";1,387
"12/30/1983";1,388
"01/03/1984";1,378
"01/04/1984";1,3935
"01/05/1984";1,412
"01/06/1984";1,4065
"01/09/1984";1,401
"01/10/1984";1,4105
"01/11/1984";1,3975
"01/12/1984";1,4115
"01/13/1984";1,4235
"01/16/1984";1,4165
"01/17/1984";1,415
"01/18/1984";1,42
"01/19/1984";1,4275
"01/20/1984";1,4475
"01/23/1984";1,4585
"01/24/1984";1,4395
"01/25/1984";1,443
"01/26/1984";1,4325
"01/27/1984";1,4355
"01/30/1984";1,426
"01/31/1984";1,4245
"02/01/1984";1,4345
"02/02/1984";1,4375
"02/03/1984";1,434
"02/06/1984";1,4275
"02/07/1984";1,399
"02/08/1984";1,3965
"02/09/1984";1,4095
"02/10/1984";1,428
"02/13/1984";1,435
"02/14/1984";1,45
"02/15/1984";1,455
"02/16/1984";1,472
"02/17/1984";1,4685
"02/21/1984";1,4575
"02/22/1984";1,465
"02/23/1984";1,477
"02/24/1984";1,4699
"02/27/1984";1,4618
"02/28/1984";1,4442
"02/29/1984";1,4557
"03/01/1984";1,4555
"03/02/1984";1,459
"03/05/1984";1,468
"03/06/1984";1,472
"03/07/1984";1,442
"03/08/1984";1,4505
"03/09/1984";1,437
"03/12/1984";1,433
"03/13/1984";1,444
"03/14/1984";1,426
"03/15/1984";1,451
"03/16/1984";1,447
"03/19/1984";1,442
"03/20/1984";1,449
"03/21/1984";1,469
"03/22/1984";1,468
"03/23/1984";1,4785
"03/26/1984";1,493
"03/27/1984";1,4825
"03/28/1984";1,4885
"03/29/1984";1,511
"03/30/1984";1,5135
"04/02/1984";1,4935
"04/03/1984";1,5115
"04/04/1984";1,506
"04/05/1984";1,507
"04/06/1984";1,509
"04/09/1984";1,5065
"04/10/1984";1,5005
"04/11/1984";1,4995
"04/12/1984";1,485
"04/13/1984";1,4715
"04/16/1984";1,4945
"04/17/1984";1,512
"04/18/1984";1,532
"04/19/1984";1,539
"04/23/1984";1,533
"04/24/1984";1,515
"04/25/1984";1,4901
"04/26/1984";1,4938
"04/27/1984";1,4977
"04/30/1984";1,4816
"05/01/1984";1,4695
"05/02/1984";1,4635
"05/03/1984";1,4765
"05/04/1984";1,4855
"05/07/1984";1,4865
"05/08/1984";1,492
"05/09/1984";1,4815
"05/10/1984";1,5045
"05/11/1984";1,5175
"05/14/1984";1,5135
"05/15/1984";1,5095
"05/16/1984";1,5015
"05/17/1984";1,5085
"05/18/1984";1,544
"05/21/1984";1,5645
"05/22/1984";1,546
"05/23/1984";1,5225
"05/24/1984";1,508
"05/25/1984";1,4505
"05/29/1984";1,419
"05/30/1984";1,4425
"05/31/1984";1,4435
"06/01/1984";1,4595
"06/04/1984";1,429
"06/05/1984";1,4415
"06/06/1984";1,4475
"06/07/1984";1,488
"06/08/1984";1,4625
"06/11/1984";1,4675
"06/12/1984";1,4665
"06/13/1984";1,4625
"06/14/1984";1,465
"06/15/1984";1,474
"06/18/1984";1,463
"06/19/1984";1,4455
"06/20/1984";1,461
"06/21/1984";1,469
"06/22/1984";1,4715
"06/25/1984";1,462
"06/26/1984";1,476
"06/27/1984";1,5061
"06/28/1984";1,4777
"06/29/1984";1,4402
"07/02/1984";1,449
"07/03/1984";1,4385
"07/05/1984";1,448
"07/06/1984";1,44
"07/09/1984";1,425
"07/10/1984";1,423
"07/11/1984";1,3955
"07/12/1984";1,3995
"07/13/1984";1,3985
"07/16/1984";1,4085
"07/17/1984";1,4175
"07/18/1984";1,4115
"07/19/1984";1,409
"07/20/1984";1,4205
"07/23/1984";1,437
"07/24/1984";1,405
"07/25/1984";1,4125
"07/26/1984";1,3845
"07/27/1984";1,394
"07/30/1984";1,3895
"07/31/1984";1,39
"08/01/1984";1,403
"08/02/1984";1,401
"08/03/1984";1,4075
"08/06/1984";1,398
"08/07/1984";1,405
"08/08/1984";1,417
"08/09/1984";1,4435
"08/10/1984";1,452
"08/13/1984";1,453
"08/14/1984";1,47
"08/15/1984";1,453
"08/16/1984";1,4485
"08/17/1984";1,465
"08/20/1984";1,456
"08/21/1984";1,4695
"08/22/1984";1,4775
"08/23/1984";1,488
"08/24/1984";1,4765
"08/27/1984";1,5745
"08/28/1984";1,5139
"08/29/1984";1,4944
"08/30/1984";1,5012
"08/31/1984";1,474
"09/04/1984";1,4525
"09/05/1984";1,448
"09/06/1984";1,4465
"09/07/1984";1,4385
"09/10/1984";1,4235
"09/11/1984";1,406
"09/12/1984";1,396
"09/13/1984";1,411
"09/14/1984";1,39
"09/17/1984";1,376
"09/18/1984";1,3795
"09/19/1984";1,3875
"09/20/1984";1,3875
"09/21/1984";1,3955
"09/24/1984";1,3745
"09/25/1984";1,371
"09/26/1984";1,3505
"09/27/1984";1,362
"09/28/1984";1,3595
"10/01/1984";1,3355
"10/02/1984";1,3435
"10/03/1984";1,341
"10/04/1984";1,349
"10/05/1984";1,3435
"10/08/1984";1,344
"10/09/1984";1,3485
"10/10/1984";1,3645
"10/11/1984";1,3435
"10/12/1984";1,355
"10/15/1984";1,3635
"10/16/1984";1,3655
"10/17/1984";1,37
"10/18/1984";1,3535
"10/19/1984";1,3565
"10/22/1984";1,355
"10/23/1984";1,3525
"10/24/1984";1,3655
"10/25/1984";1,3615
"10/26/1984";1,364
"10/29/1984";1,361
"10/30/1984";1,3645
"10/31/1984";1,3865
"11/01/1984";1,387
"11/02/1984";1,3865
"11/05/1984";1,3875
"11/06/1984";1,3975
"11/07/1984";1,408
"11/08/1984";1,411
"11/09/1984";1,407
"11/12/1984";1,4355
"11/13/1984";1,437
"11/14/1984";1,4405
"11/15/1984";1,439
"11/16/1984";1,4255
"11/19/1984";1,4135
"11/20/1984";1,4125
"11/21/1984";1,3985
"11/23/1984";1,3895
"11/26/1984";1,4045
"11/27/1984";1,3867
"11/28/1984";1,3869
"11/29/1984";1,3778
"11/30/1984";1,3717
"12/03/1984";1,3675
"12/04/1984";1,3905
"12/05/1984";1,382
"12/06/1984";1,388
"12/07/1984";1,3855
"12/10/1984";1,3795
"12/11/1984";1,3945
"12/12/1984";1,4035
"12/13/1984";1,393
"12/14/1984";1,3905
"12/17/1984";1,4145
"12/18/1984";1,3865
"12/19/1984";1,401
"12/20/1984";1,4055
"12/21/1984";1,412
"12/26/1984";1,406
"12/27/1984";1,4205
"12/28/1984";1,425
"12/31/1984";1,4225
"01/02/1985";1,416
"01/03/1985";1,427
"01/04/1985";1,4305
"01/07/1985";1,422
"01/08/1985";1,424
"01/09/1985";1,4345
"01/10/1985";1,4285
"01/11/1985";1,4265
"01/14/1985";1,43
"01/15/1985";1,45
"01/16/1985";1,4485
"01/17/1985";1,4625
"01/18/1985";1,4825
"01/21/1985";1,4835
"01/22/1985";1,497
"01/23/1985";1,5025
"01/24/1985";1,5095
"01/25/1985";1,511
"01/28/1985";1,497
"01/29/1985";1,485
"01/30/1985";1,4765
"01/31/1985";1,5005
"02/01/1985";1,5085
"02/04/1985";1,5305
"02/05/1985";1,5205
"02/06/1985";1,4995
"02/07/1985";1,484
"02/08/1985";1,459
"02/11/1985";1,458
"02/12/1985";1,446
"02/13/1985";1,4335
"02/14/1985";1,442
"02/15/1985";1,4425
"02/19/1985";1,423
"02/20/1985";1,418
"02/21/1985";1,43
"02/22/1985";1,438
"02/25/1985";1,4238
"02/26/1985";1,4246
"02/27/1985";1,4139
"02/28/1985";1,3988
"03/01/1985";1,4055
"03/04/1985";1,416
"03/05/1985";1,4165
"03/06/1985";1,4235
"03/07/1985";1,4395
"03/08/1985";1,45
"03/11/1985";1,4485
"03/12/1985";1,4435
"03/13/1985";1,4275
"03/14/1985";1,421
"03/15/1985";1,4275
"03/18/1985";1,4445
"03/19/1985";1,437
"03/20/1985";1,439
"03/21/1985";1,4545
"03/22/1985";1,453
"03/25/1985";1,46
"03/26/1985";1,4455
"03/27/1985";1,4305
"03/28/1985";1,4255
"03/29/1985";1,4445
"04/01/1985";1,439
"04/02/1985";1,449
"04/03/1985";1,442
"04/04/1985";1,4335
"04/08/1985";1,431
"04/09/1985";1,433
"04/10/1985";1,4355
"04/11/1985";1,412
"04/12/1985";1,4
"04/15/1985";1,393
"04/16/1985";1,4005
"04/17/1985";1,395
"04/18/1985";1,406
"04/19/1985";1,421
"04/22/1985";1,4515
"04/23/1985";1,44
"04/24/1985";1,46
"04/25/1985";1,4598
"04/26/1985";1,4614
"04/29/1985";1,4736
"04/30/1985";1,4568
"05/01/1985";1,4685
"05/02/1985";1,4615
"05/03/1985";1,466
"05/06/1985";1,4625
"05/07/1985";1,442
"05/08/1985";1,43
"05/09/1985";1,434
"05/10/1985";1,4485
"05/13/1985";1,444
"05/14/1985";1,4385
"05/15/1985";1,434
"05/16/1985";1,433
"05/17/1985";1,4415
"05/20/1985";1,461
"05/21/1985";1,456
"05/22/1985";1,464
"05/23/1985";1,466
"05/24/1985";1,4615
"05/28/1985";1,4465
"05/29/1985";1,4425
"05/30/1985";1,446
"05/31/1985";1,441
"06/03/1985";1,448
"06/04/1985";1,4295
"06/05/1985";1,4515
"06/06/1985";1,4415
"06/07/1985";1,49
"06/10/1985";1,4705
"06/11/1985";1,453
"06/12/1985";1,467
"06/13/1985";1,479
"06/14/1985";1,4685
"06/17/1985";1,452
"06/18/1985";1,4535
"06/19/1985";1,443
"06/20/1985";1,4155
"06/21/1985";1,411
"06/24/1985";1,399
"06/25/1985";1,4093
"06/26/1985";1,419
"06/27/1985";1,4327
"06/28/1985";1,431
"07/01/1985";1,4215
"07/02/1985";1,417
"07/03/1985";1,3975
"07/08/1985";1,4105
"07/09/1985";1,391
"07/10/1985";1,431
"07/11/1985";1,4105
"07/12/1985";1,3705
"07/15/1985";1,355
"07/16/1985";1,3665
"07/17/1985";1,363
"07/18/1985";1,3565
"07/19/1985";1,364
"07/22/1985";1,355
"07/23/1985";1,313
"07/24/1985";1,3315
"07/25/1985";1,3325
"07/26/1985";1,3415
"07/29/1985";1,336
"07/30/1985";1,328
"07/31/1985";1,335
"08/01/1985";1,3415
"08/02/1985";1,342
"08/05/1985";1,3245
"08/06/1985";1,329
"08/07/1985";1,3335
"08/08/1985";1,3465
"08/09/1985";1,347
"08/12/1985";1,334
"08/13/1985";1,3425
"08/14/1985";1,356
"08/15/1985";1,3505
"08/16/1985";1,3585
"08/19/1985";1,3605
"08/20/1985";1,363
"08/21/1985";1,34
"08/22/1985";1,3495
"08/23/1985";1,351
"08/26/1985";1,3585
"08/27/1985";1,3804
"08/28/1985";1,3847
"08/29/1985";1,3687
"08/30/1985";1,3809
"09/03/1985";1,383
"09/04/1985";1,366
"09/05/1985";1,3675
"09/06/1985";1,3695
"09/09/1985";1,354
"09/10/1985";1,3545
"09/11/1985";1,356
"09/12/1985";1,3575
"09/13/1985";1,356
"09/16/1985";1,3685
"09/17/1985";1,3895
"09/18/1985";1,382
"09/19/1985";1,3785
"09/20/1985";1,3835
"09/23/1985";1,3705
"09/24/1985";1,3715
"09/25/1985";1,3845
"09/26/1985";1,382
"09/30/1985";1,38
"10/01/1985";1,3505
"10/02/1985";1,3745
"10/03/1985";1,376
"10/04/1985";1,3725
"10/07/1985";1,387
"10/08/1985";1,393
"10/09/1985";1,3935
"10/10/1985";1,4165
"10/11/1985";1,415
"10/15/1985";1,4205
"10/16/1985";1,432
"10/17/1985";1,4395
"10/18/1985";1,44
"10/21/1985";1,4365
"10/22/1985";1,441
"10/23/1985";1,471
"10/24/1985";1,536
"10/25/1985";1,5275
"10/28/1985";1,5895
"10/29/1985";1,5255
"10/30/1985";1,577
"10/31/1985";1,6155
"11/01/1985";1,676
"11/04/1985";1,6145
"11/05/1985";1,585
"11/06/1985";1,5635
"11/07/1985";1,5875
"11/08/1985";1,54
"11/11/1985";1,58
"11/12/1985";1,58
"11/13/1985";1,5395
"11/14/1985";1,5735
"11/15/1985";1,5695
"11/18/1985";1,5565
"11/19/1985";1,5695
"11/20/1985";1,595
"11/21/1985";1,5985
"11/22/1985";1,595
"11/25/1985";1,5959
"11/26/1985";1,6044
"11/27/1985";1,6257
"11/29/1985";1,6789
"12/02/1985";1,7255
"12/03/1985";1,7515
"12/04/1985";1,7425
"12/05/1985";1,7825
"12/06/1985";1,8225
"12/09/1985";1,8295
"12/10/1985";1,8895
"12/11/1985";1,8395
"12/12/1985";1,8995
"12/13/1985";1,9595
"12/16/1985";2,0195
"12/17/1985";2,0795
"12/18/1985";2,1205
"12/19/1985";2,257
"12/20/1985";2,408
"12/23/1985";2,4665
"12/26/1985";2,396
"12/27/1985";2,221
"12/30/1985";2,318
"12/31/1985";2,413
"01/02/1986";2,5855
"01/03/1986";2,559
"01/06/1986";2,6165
"01/07/1986";2,7345
"01/08/1986";2,64
"01/09/1986";2,6035
"01/10/1986";2,675
"01/13/1986";2,442
"01/14/1986";2,574
"01/15/1986";2,3805
"01/16/1986";2,342
"01/17/1986";2,342
"01/20/1986";2,3815
"01/21/1986";2,3115
"01/22/1986";2,323
"01/23/1986";2,3235
"01/24/1986";2,3045
"01/27/1986";2,3725
"01/28/1986";2,2205
"01/29/1986";2,0865
"01/30/1986";2,076
"01/31/1986";2,1445
"02/03/1986";2,099
"02/04/1986";2,0565
"02/05/1986";2,261
"02/06/1986";2,1925
"02/07/1986";2,3025
"02/10/1986";2,3345
"02/11/1986";2,357
"02/12/1986";2,328
"02/13/1986";2,1795
"02/14/1986";2,1235
"02/18/1986";2,345
"02/19/1986";2,3585
"02/20/1986";2,382
"02/21/1986";2,3995
"02/24/1986";2,5415
"02/25/1986";2,5028
"02/26/1986";2,4773
"02/27/1986";2,5124
"02/28/1986";2,4629
"03/03/1986";2,368
"03/04/1986";2,539
"03/05/1986";2,4875
"03/06/1986";2,544
"03/07/1986";2,504
"03/10/1986";2,5135
"03/11/1986";2,5635
"03/12/1986";2,529
"03/13/1986";2,5165
"03/14/1986";2,4875
"03/17/1986";2,3895
"03/18/1986";2,4275
"03/19/1986";2,446
"03/20/1986";2,4585
"03/21/1986";2,4125
"03/24/1986";2,326
"03/25/1986";2,3405
"03/26/1986";2,3765
"03/27/1986";2,45
"03/31/1986";2,464
"04/01/1986";2,37
"04/02/1986";2,3225
"04/03/1986";2,2595
"04/04/1986";2,2325
"04/07/1986";2,286
"04/08/1986";2,269
"04/09/1986";2,242
"04/10/1986";2,2795
"04/11/1986";2,3225
"04/14/1986";2,275
"04/15/1986";2,261
"04/16/1986";2,2525
"04/17/1986";2,2765
"04/18/1986";2,3
"04/21/1986";2,29
"04/22/1986";2,314
"04/23/1986";2,36
"04/24/1986";2,39
"04/25/1986";2,3536
"04/28/1986";2,3684
"04/29/1986";2,3702
"04/30/1986";2,3241
"05/01/1986";2,346
"05/02/1986";2,356
"05/05/1986";2,3485
"05/06/1986";2,2795
"05/07/1986";2,254
"05/08/1986";2,243
"05/09/1986";2,246
"05/12/1986";2,1485
"05/13/1986";2,1615
"05/14/1986";2,2005
"05/15/1986";2,2085
"05/16/1986";2,2025
"05/19/1986";2,0995
"05/20/1986";2,0515
"05/21/1986";2,1455
"05/22/1986";2,1075
"05/23/1986";2,0805
"05/27/1986";2,039
"05/28/1986";2,0425
"05/29/1986";1,925
"05/30/1986";1,88
"06/02/1986";1,8445
"06/03/1986";1,8885
"06/04/1986";1,907
"06/05/1986";1,9455
"06/06/1986";1,9355
"06/09/1986";1,8345
"06/10/1986";1,831
"06/11/1986";1,7805
"06/12/1986";1,8185
"06/13/1986";1,833
"06/16/1986";1,7735
"06/17/1986";1,8005
"06/18/1986";1,8755
"06/19/1986";1,875
"06/20/1986";1,837
"06/23/1986";1,758
"06/24/1986";1,684
"06/25/1986";1,637
"06/26/1986";1,6853
"06/27/1986";1,6598
"06/30/1986";1,6874
"07/01/1986";1,7175
"07/02/1986";1,6375
"07/07/1986";1,643
"07/08/1986";1,638
"07/09/1986";1,6455
"07/10/1986";1,668
"07/11/1986";1,726
"07/14/1986";1,819
"07/15/1986";1,8275
"07/16/1986";1,854
"07/17/1986";1,8495
"07/18/1986";1,8445
"07/21/1986";1,848
"07/22/1986";1,8735
"07/23/1986";1,858
"07/24/1986";1,861
"07/25/1986";1,882
"07/28/1986";1,871
"07/29/1986";1,856
"07/30/1986";1,8035
"07/31/1986";1,6945
"08/01/1986";1,6495
"08/04/1986";1,623
"08/05/1986";1,5635
"08/06/1986";1,6175
"08/07/1986";1,631
"08/08/1986";1,694
"08/11/1986";1,709
"08/12/1986";1,5995
"08/13/1986";1,664
"08/14/1986";1,6345
"08/15/1986";1,6945
"08/18/1986";1,785
"08/19/1986";1,82
"08/20/1986";1,8275
"08/21/1986";1,8535
"08/22/1986";1,9605
"08/25/1986";2,0275
"08/26/1986";1,9648
"08/27/1986";2,0288
"08/28/1986";2,006
"08/29/1986";2,0383
"09/02/1986";2,021
"09/03/1986";2,0075
"09/04/1986";2,033
"09/05/1986";2,033
"09/08/1986";2,008
"09/09/1986";1,972
"09/10/1986";2,012
"09/11/1986";2,023
"09/12/1986";2,001
"09/15/1986";2
"09/16/1986";2,0985
"09/17/1986";2,098
"09/18/1986";2,099
"09/19/1986";2,1295
"09/22/1986";2,14
"09/23/1986";2,1665
"09/24/1986";2,1215
"09/25/1986";2,121
"09/26/1986";2,062
"09/29/1986";2,055
"09/30/1986";2,0135
"10/01/1986";1,9195
"10/02/1986";1,952
"10/03/1986";1,934
"10/06/1986";1,979
"10/07/1986";2,0535
"10/08/1986";2,0135
"10/09/1986";1,9375
"10/10/1986";1,8035
"10/13/1986";1,864
"10/14/1986";1,798
"10/15/1986";1,852
"10/16/1986";1,811
"10/17/1986";1,764
"10/20/1986";1,6805
"10/21/1986";1,7285
"10/22/1986";1,726
"10/23/1986";1,7615
"10/24/1986";1,8065
"10/27/1986";1,802
"10/28/1986";1,77
"10/29/1986";1,7
"10/30/1986";1,7205
"10/31/1986";1,737
"11/03/1986";1,7995
"11/04/1986";1,737
"11/05/1986";1,719
"11/06/1986";1,736
"11/07/1986";1,759
"11/10/1986";1,721
"11/11/1986";1,6525
"11/12/1986";1,671
"11/13/1986";1,634
"11/14/1986";1,5805
"11/17/1986";1,4795
"11/18/1986";1,477
"11/19/1986";1,485
"11/20/1986";1,466
"11/21/1986";1,4978
"11/24/1986";1,537
"11/25/1986";1,5056
"11/26/1986";1,5029
"12/01/1986";1,456
"12/02/1986";1,4825
"12/03/1986";1,472
"12/04/1986";1,492
"12/05/1986";1,4325
"12/08/1986";1,405
"12/09/1986";1,3795
"12/10/1986";1,406
"12/11/1986";1,413
"12/12/1986";1,4
"12/15/1986";1,4105
"12/16/1986";1,406
"12/17/1986";1,385
"12/18/1986";1,372
"12/19/1986";1,398
"12/22/1986";1,3875
"12/23/1986";1,372
"12/24/1986";1,371
"12/29/1986";1,3375
"12/30/1986";1,326
"12/31/1986";1,3685
"01/05/1987";1,325
"01/06/1987";1,337
"01/07/1987";1,329
"01/08/1987";1,34
"01/09/1987";1,3295
"01/12/1987";1,274
"01/13/1987";1,271
"01/14/1987";1,256
"01/15/1987";1,2325
"01/16/1987";1,222
"01/19/1987";1,2325
"01/20/1987";1,242
"01/21/1987";1,244
"01/22/1987";1,264
"01/23/1987";1,2695
"01/26/1987";1,2445
"01/27/1987";1,2475
"01/28/1987";1,279
"01/29/1987";1,241
"01/30/1987";1,24
"02/02/1987";1,252
"02/03/1987";1,2405
"02/04/1987";1,252
"02/05/1987";1,259
"02/06/1987";1,2655
"02/09/1987";1,229
"02/10/1987";1,228
"02/11/1987";1,234
"02/12/1987";1,2375
"02/13/1987";1,23
"02/17/1987";1,1505
"02/18/1987";1,1325
"02/19/1987";1,1745
"02/20/1987";1,203
"02/23/1987";1,2565
"02/24/1987";1,2567
"02/25/1987";1,262
"02/26/1987";1,2918
"02/27/1987";1,2884
"03/02/1987";1,236
"03/03/1987";1,0805
"03/04/1987";1,0695
"03/05/1987";1,047
"03/06/1987";1,066
"03/09/1987";1,069
"03/10/1987";1,0845
"03/11/1987";1,074
"03/12/1987";1,0695
"03/13/1987";1,042
"03/16/1987";1,0405
"03/17/1987";1,0335
"03/18/1987";1,0305
"03/19/1987";1,047
"03/20/1987";1,0485
"03/23/1987";1,0625
"03/24/1987";1,0595
"03/25/1987";1,051
"03/26/1987";1,0395
"03/27/1987";1,048
"03/30/1987";1,043
"03/31/1987";1,0005
"04/01/1987";0,993
"04/02/1987";1,01
"04/03/1987";1,0095
"04/06/1987";1,0205
"04/07/1987";1,0425
"04/08/1987";1,0765
"04/09/1987";1,061
"04/10/1987";1,0625
"04/13/1987";1,0995
"04/14/1987";1,135
"04/15/1987";1,1175
"04/16/1987";1,1105
"04/20/1987";1,1415
"04/21/1987";1,1425
"04/22/1987";1,139
"04/23/1987";1,164
"04/24/1987";1,1825
"04/27/1987";1,1596
"04/28/1987";1,1775
"04/29/1987";1,2172
"04/30/1987";1,203
"05/01/1987";1,202
"05/04/1987";1,217
"05/05/1987";1,206
"05/06/1987";1,1585
"05/07/1987";1,165
"05/08/1987";1,164
"05/11/1987";1,2275
"05/12/1987";1,2375
"05/13/1987";1,2375
"05/14/1987";1,2345
"05/15/1987";1,25
"05/18/1987";1,2355
"05/19/1987";1,246
"05/20/1987";1,2415
"05/21/1987";1,234
"05/22/1987";1,2295
"05/26/1987";1,188
"05/27/1987";1,2075
"05/28/1987";1,215
"05/29/1987";1,1945
"06/01/1987";1,1445
"06/02/1987";1,1425
"06/03/1987";1,1375
"06/04/1987";1,1095
"06/05/1987";1,101
"06/08/1987";1,119
"06/09/1987";1,1225
"06/10/1987";1,122
"06/11/1987";1,13
"06/12/1987";1,1205
"06/15/1987";1,0825
"06/16/1987";1,068
"06/17/1987";1,051
"06/18/1987";1,0405
"06/19/1987";1,0375
"06/22/1987";1,0225
"06/23/1987";1,0615
"06/24/1987";1,0425
"06/25/1987";1,0347
"06/26/1987";1,0403
"06/29/1987";1,0543
"06/30/1987";1,055
"07/01/1987";1,0565
"07/02/1987";1,0465
"07/06/1987";0,999
"07/07/1987";1,0055
"07/08/1987";1,0155
"07/09/1987";1,0275
"07/10/1987";1,0255
"07/13/1987";1,0505
"07/14/1987";1,048
"07/15/1987";1,03
"07/16/1987";1,037
"07/17/1987";1,0615
"07/20/1987";1,051
"07/21/1987";1,041
"07/22/1987";1,0465
"07/23/1987";1,0695
"07/24/1987";1,0655
"07/27/1987";1,039
"07/28/1987";1,0255
"07/29/1987";1,016
"07/30/1987";1,0295
"07/31/1987";1,0155
"08/03/1987";1,0335
"08/04/1987";1,0455
"08/05/1987";1,037
"08/06/1987";1,0485
"08/07/1987";1,06
"08/10/1987";1,038
"08/11/1987";1,033
"08/12/1987";1,048
"08/13/1987";1,0345
"08/14/1987";1,034
"08/17/1987";1,0335
"08/18/1987";1,021
"08/19/1987";1,0195
"08/20/1987";1,04
"08/21/1987";1,0485
"08/24/1987";1,045
"08/25/1987";1,114
"08/26/1987";1,1174
"08/27/1987";1,1328
"08/28/1987";1,1487
"08/31/1987";1,1797
"09/01/1987";1,1775
"09/02/1987";1,184
"09/03/1987";1,1615
"09/04/1987";1,168
"09/08/1987";1,1555
"09/09/1987";1,1865
"09/10/1987";1,177
"09/11/1987";1,1735
"09/14/1987";1,156
"09/15/1987";1,142
"09/16/1987";1,1435
"09/17/1987";1,157
"09/18/1987";1,1635
"09/21/1987";1,155
"09/22/1987";1,118
"09/23/1987";1,1225
"09/24/1987";1,128
"09/25/1987";1,148
"09/28/1987";1,1495
"09/29/1987";1,158
"09/30/1987";1,1275
"10/01/1987";1,1705
"10/02/1987";1,1905
"10/05/1987";1,247
"10/06/1987";1,2385
"10/07/1987";1,239
"10/08/1987";1,2485
"10/09/1987";1,252
"10/12/1987";1,2425
"10/13/1987";1,247
"10/14/1987";1,2435
"10/15/1987";1,2475
"10/16/1987";1,246
"10/19/1987";1,2275
"10/20/1987";1,2
"10/21/1987";1,213
"10/22/1987";1,2175
"10/23/1987";1,229
"10/26/1987";1,223
"10/27/1987";1,222
"10/28/1987";1,2255
"10/29/1987";1,227
"10/30/1987";1,225
"11/02/1987";1,246
"11/03/1987";1,238
"11/04/1987";1,2365
"11/05/1987";1,259
"11/06/1987";1,265
"11/09/1987";1,271
"11/10/1987";1,2675
"11/11/1987";1,2645
"11/12/1987";1,257
"11/13/1987";1,2555
"11/16/1987";1,2695
"11/17/1987";1,269
"11/18/1987";1,2765
"11/19/1987";1,2925
"11/20/1987";1,278
"11/23/1987";1,2808
"11/24/1987";1,2848
"11/25/1987";1,2946
"11/30/1987";1,2898
"12/01/1987";1,2855
"12/02/1987";1,279
"12/03/1987";1,273
"12/04/1987";1,28
"12/07/1987";1,2725
"12/08/1987";1,2835
"12/09/1987";1,2775
"12/10/1987";1,276
"12/11/1987";1,276
"12/14/1987";1,2745
"12/15/1987";1,276
"12/16/1987";1,284
"12/17/1987";1,295
"12/18/1987";1,295
"12/21/1987";1,29
"12/22/1987";1,289
"12/23/1987";1,2995
"12/24/1987";1,2975
"12/28/1987";1,309
"12/29/1987";1,302
"12/30/1987";1,27
"12/31/1987";1,2595
"01/04/1988";1,263
"01/05/1988";1,2795
