"Date";"Value"
"12/02/1998";1,103
"12/03/1998";1,125
"12/04/1998";1,109
"12/07/1998";1,12
"12/08/1998";1,1185
"12/09/1998";1,1205
"12/10/1998";1,16
"12/11/1998";1,1515
"12/14/1998";1,1785
"12/15/1998";1,212
"12/16/1998";1,2015
"12/17/1998";1,1865
"12/18/1998";1,183
"12/21/1998";1,1545
"12/22/1998";1,1605
"12/23/1998";1,1775
"12/24/1998";1,141
"12/28/1998";1,151
"12/29/1998";1,168
"12/30/1998";1,1715
"12/31/1998";1,1775
"01/04/1999";1,226
"01/05/1999";1,19
"01/06/1999";1,175
"01/07/1999";1,1865
"01/08/1999";1,1965
"01/11/1999";1,1995
"01/12/1999";1,1715
"01/13/1999";1,203
"01/14/1999";1,183
"01/15/1999";1,1555
"01/19/1999";1,0655
"01/20/1999";1,0655
"01/21/1999";1,06
"01/22/1999";1,055
"01/25/1999";1,058
"01/26/1999";1,0685
"01/27/1999";1,038
"01/28/1999";1,034
"01/29/1999";1,039
"02/01/1999";1,0555
"02/02/1999";1,0645
"02/03/1999";1,055
"02/04/1999";1,039
"02/05/1999";1,044
"02/08/1999";1,04
"02/09/1999";1,03
"02/10/1999";1,035
"02/11/1999";1,0675
"02/12/1999";1,059
"02/16/1999";1,0095
"02/17/1999";1,0255
"02/18/1999";1,0335
"02/19/1999";1,0325
"02/22/1999";1,028
"02/23/1999";1,061
"02/24/1999";1,0624
"02/25/1999";1,0359
"02/26/1999";1,0286
"03/01/1999";1,0315
"03/02/1999";1,038
"03/03/1999";1,0065
"03/04/1999";1,034
"03/05/1999";1,07
"03/08/1999";1,041
"03/09/1999";1,0615
"03/10/1999";1,0615
"03/11/1999";1,0635
"03/12/1999";1,0495
"03/15/1999";1,033
"03/16/1999";1,052
"03/17/1999";1,072
"03/18/1999";1,0265
"03/19/1999";1,021
"03/22/1999";1,007
"03/23/1999";1,0095
"03/24/1999";1,019
"03/25/1999";1,042
"03/26/1999";1,092
"03/29/1999";1,128
"03/30/1999";1,121
"03/31/1999";1,097
"04/01/1999";1,1005
"04/05/1999";1,073
"04/06/1999";1,064
"04/07/1999";1,026
"04/08/1999";0,977
"04/09/1999";0,9895
"04/12/1999";0,975
"04/13/1999";0,9755
"04/14/1999";0,989
"04/15/1999";0,9845
"04/16/1999";0,995
"04/19/1999";1,021
"04/20/1999";1
"04/21/1999";0,994
"04/22/1999";0,9695
"04/23/1999";0,975
"04/26/1999";0,9925
"04/27/1999";1,0031
"04/28/1999";1,0052
"04/29/1999";1,0412
"04/30/1999";1,0396
"05/03/1999";1,027
"05/04/1999";1,018
"05/05/1999";1,036
"05/06/1999";1,0315
"05/07/1999";1,0285
"05/10/1999";1,0535
"05/11/1999";1,074
"05/12/1999";1,061
"05/13/1999";1,0365
"05/14/1999";1,074
"05/17/1999";1,094
"05/18/1999";1,169
"05/19/1999";1,23
"05/20/1999";1,2
"05/21/1999";1,191
"05/24/1999";1,194
"05/25/1999";1,1935
"05/26/1999";1,249
"05/27/1999";1,2305
"05/28/1999";1,216
"06/01/1999";1,2085
"06/02/1999";1,215
"06/03/1999";1,2305
"06/04/1999";1,2
"06/07/1999";1,12
"06/08/1999";1,057
"06/09/1999";1,064
"06/10/1999";1,0555
"06/11/1999";1,058
"06/14/1999";1,043
"06/15/1999";1,0395
"06/16/1999";1,053
"06/17/1999";1,0535
"06/18/1999";1,059
"06/21/1999";1,035
"06/22/1999";1,0555
"06/23/1999";1,053
"06/24/1999";1,0325
"06/25/1999";1,0118
"06/28/1999";1,0039
"06/29/1999";1,0157
"06/30/1999";1,014
"07/01/1999";1,0045
"07/02/1999";0,98
"07/06/1999";0,92
"07/07/1999";0,941
"07/08/1999";0,9645
"07/09/1999";0,973
"07/12/1999";0,927
"07/13/1999";0,937
"07/14/1999";0,959
"07/15/1999";0,9415
"07/16/1999";0,9295
"07/19/1999";0,949
"07/20/1999";0,9525
"07/21/1999";0,951
"07/22/1999";0,981
"07/23/1999";0,948
"07/26/1999";0,9605
"07/27/1999";0,976
"07/28/1999";0,961
"07/29/1999";0,951
"07/30/1999";0,911
"08/02/1999";0,9375
"08/03/1999";0,935
"08/04/1999";0,9375
"08/05/1999";0,9415
"08/06/1999";0,929
"08/09/1999";0,9425
"08/10/1999";0,9375
"08/11/1999";0,967
"08/12/1999";0,9375
"08/13/1999";0,986
"08/16/1999";0,8975
"08/17/1999";0,9035
"08/18/1999";0,9
"08/19/1999";0,888
"08/20/1999";0,8835
"08/23/1999";0,8965
"08/24/1999";0,888
"08/25/1999";0,8935
"08/26/1999";0,8875
"08/27/1999";0,8942
"08/30/1999";0,8711
"08/31/1999";0,8913
"09/01/1999";0,9425
"09/02/1999";0,941
"09/03/1999";0,923
"09/07/1999";0,9045
"09/08/1999";0,908
"09/09/1999";0,872
"09/10/1999";0,8535
"09/13/1999";0,858
"09/14/1999";0,863
"09/15/1999";0,845
"09/16/1999";0,843
"09/17/1999";0,8405
"09/20/1999";0,8335
"09/21/1999";0,8265
"09/22/1999";0,818
"09/23/1999";0,832
"09/24/1999";0,8405
"09/27/1999";0,844
"09/28/1999";0,8495
"09/29/1999";0,867
"09/30/1999";0,8245
"10/01/1999";0,8135
"10/04/1999";0,8285
"10/05/1999";0,8505
"10/06/1999";0,855
"10/07/1999";0,853
"10/08/1999";0,851
"10/11/1999";0,9095
"10/12/1999";0,9655
"10/13/1999";1,1935
"10/14/1999";1,071
"10/15/1999";1,084
"10/18/1999";0,956
"10/19/1999";0,9765
"10/20/1999";0,954
"10/21/1999";0,906
"10/22/1999";0,929
"10/25/1999";0,9975
"10/26/1999";0,953
"10/27/1999";0,9565
"10/28/1999";0,967
"10/29/1999";1,002
"11/01/1999";1,1035
"11/02/1999";1,0385
"11/03/1999";1,0515
"11/04/1999";1,0595
"11/05/1999";1,0495
"11/08/1999";1,109
"11/09/1999";1,134
"11/10/1999";1,12
"11/11/1999";1,1655
"11/12/1999";1,225
"11/15/1999";1,288
"11/16/1999";1,255
"11/17/1999";1,2505
"11/18/1999";1,1195
"11/19/1999";1,1
"11/22/1999";1,103
"11/23/1999";1,0809
"11/24/1999";1,0839
"11/29/1999";1,168
"11/30/1999";1,3375
"12/01/1999";1,3085
"12/02/1999";1,3595
"12/03/1999";1,4405
"12/06/1999";1,3455
"12/07/1999";1,336
"12/08/1999";1,291
"12/09/1999";1,2225
"12/10/1999";1,27
"12/13/1999";1,2435
"12/14/1999";1,225
"12/15/1999";1,2835
"12/16/1999";1,3085
"12/17/1999";1,324
"12/20/1999";1,353
"12/21/1999";1,207
"12/22/1999";1,1765
"12/23/1999";1,2125
"12/27/1999";1,2215
"12/28/1999";1,19
"12/29/1999";1,2
"12/30/1999";1,259
"01/03/2000";1,165
"01/04/2000";1,1625
"01/05/2000";1,186
"01/06/2000";1,1685
"01/07/2000";1,1415
"01/10/2000";1,1755
"01/11/2000";1,178
"01/12/2000";1,1895
"01/13/2000";1,1855
"01/14/2000";1,1255
"01/18/2000";1,1575
"01/19/2000";1,167
"01/20/2000";1,12
"01/21/2000";1,112
"01/24/2000";1,119
"01/25/2000";1,1285
"01/26/2000";1,1515
"01/27/2000";1,146
"01/28/2000";1,147
"01/31/2000";1,111
"02/01/2000";1,1165
"02/02/2000";1,1225
"02/03/2000";1,1295
"02/04/2000";1,129
"02/07/2000";1,117
"02/08/2000";1,0855
"02/09/2000";1,077
"02/10/2000";1,0875
"02/11/2000";1,088
"02/14/2000";1,05
"02/15/2000";1,058
"02/16/2000";1,0495
"02/17/2000";1,0535
"02/18/2000";1,043
"02/22/2000";1,032
"02/23/2000";1,036
"02/24/2000";1,0203
"02/25/2000";0,9902
"02/28/2000";1,0192
"02/29/2000";1,003
"03/01/2000";1,019
"03/02/2000";1,0585
"03/03/2000";1,054
"03/06/2000";1,068
"03/07/2000";1,0875
"03/08/2000";1,08
"03/09/2000";1,077
"03/10/2000";1,0645
"03/13/2000";1,064
"03/14/2000";1,0275
"03/15/2000";1,0315
"03/16/2000";1,0665
"03/17/2000";1,0635
"03/20/2000";1,0325
"03/21/2000";1,042
"03/22/2000";1,058
"03/23/2000";1,021
"03/24/2000";1,0315
"03/27/2000";1,0315
"03/28/2000";1,045
"03/29/2000";1,039
"03/30/2000";1,035
"03/31/2000";1,037
"04/03/2000";1,021
"04/04/2000";1,001
"04/05/2000";1,018
"04/06/2000";1,0085
"04/07/2000";0,996
"04/10/2000";0,9665
"04/11/2000";0,9655
"04/12/2000";0,942
"04/13/2000";0,947
"04/14/2000";0,9265
"04/17/2000";0,928
"04/18/2000";0,9405
"04/19/2000";0,957
"04/20/2000";0,9775
"04/24/2000";0,9425
"04/25/2000";0,9618
"04/26/2000";0,9585
"04/27/2000";0,9641
"04/28/2000";0,9746
"05/01/2000";1,0355
"05/02/2000";1,025
"05/03/2000";0,972
"05/04/2000";0,9995
"05/05/2000";0,997
"05/08/2000";1,0015
"05/09/2000";1,0045
"05/10/2000";1,001
"05/11/2000";0,987
"05/12/2000";0,945
"05/15/2000";0,9375
"05/16/2000";0,9465
"05/17/2000";0,937
"05/18/2000";0,941
"05/19/2000";0,9795
"05/22/2000";1,033
"05/23/2000";1,037
"05/24/2000";1,0185
"05/25/2000";0,9925
"05/26/2000";0,992
"05/30/2000";1,004
"05/31/2000";0,93
"06/01/2000";0,9445
"06/02/2000";0,9555
"06/05/2000";0,9335
"06/06/2000";0,8915
"06/07/2000";0,9205
"06/08/2000";0,9255
"06/09/2000";0,9185
"06/12/2000";0,9115
"06/13/2000";0,908
"06/14/2000";0,8985
"06/15/2000";0,8815
"06/16/2000";0,8725
"06/19/2000";0,872
"06/20/2000";0,8725
"06/21/2000";0,8445
"06/22/2000";0,8615
"06/23/2000";0,8705
"06/26/2000";0,8715
"06/27/2000";0,8896
"06/28/2000";0,8863
"06/29/2000";0,8793
"06/30/2000";0,8693
"07/05/2000";0,881
"07/06/2000";0,854
"07/07/2000";0,834
"07/10/2000";0,8635
"07/11/2000";0,929
"07/12/2000";0,925
"07/13/2000";1,022
"07/14/2000";0,9135
"07/17/2000";1,0105
"07/18/2000";1,1905
"07/19/2000";1,1175
"07/20/2000";0,9775
"07/21/2000";0,9665
"07/24/2000";0,863
"07/25/2000";0,852
"07/26/2000";0,8695
"07/27/2000";0,861
"07/28/2000";0,874
"07/31/2000";0,8645
"08/01/2000";0,863
"08/02/2000";0,8645
"08/03/2000";0,8585
"08/04/2000";0,856
"08/07/2000";0,854
"08/08/2000";0,837
"08/09/2000";0,795
"08/10/2000";0,796
"08/11/2000";0,8065
"08/14/2000";0,788
"08/15/2000";0,786
"08/16/2000";0,783
"08/17/2000";0,7855
"08/18/2000";0,784
"08/21/2000";0,775
"08/22/2000";0,771
"08/23/2000";0,746
"08/24/2000";0,778
"08/25/2000";0,7775
"08/28/2000";0,7619
"08/29/2000";0,7674
"08/30/2000";0,7729
"08/31/2000";0,7866
"09/01/2000";0,8035
"09/05/2000";0,785
"09/06/2000";0,803
"09/07/2000";0,827
"09/08/2000";0,823
"09/11/2000";0,8305
"09/12/2000";0,839
"09/13/2000";0,8475
"09/14/2000";0,821
"09/15/2000";0,8125
"09/18/2000";0,824
"09/19/2000";0,8215
"09/20/2000";0,7915
"09/21/2000";0,778
"09/22/2000";0,78
"09/25/2000";0,7905
"09/26/2000";0,8175
"09/27/2000";0,7895
"09/28/2000";0,7985
"09/29/2000";0,83
"10/02/2000";0,7935
"10/03/2000";0,794
"10/04/2000";0,7935
"10/05/2000";0,787
"10/06/2000";0,7945
"10/09/2000";0,7995
"10/10/2000";0,8075
"10/11/2000";0,8315
"10/12/2000";0,813
"10/13/2000";0,8105
"10/16/2000";0,8565
"10/17/2000";0,887
"10/18/2000";0,8825
"10/19/2000";0,867
"10/20/2000";0,8415
"10/23/2000";0,7845
"10/24/2000";0,7925
"10/25/2000";0,7805
"10/26/2000";0,754
"10/27/2000";0,756
"10/30/2000";0,735
"10/31/2000";0,744
"11/01/2000";0,739
"11/02/2000";0,7425
"11/03/2000";0,736
"11/06/2000";0,747
"11/07/2000";0,746
"11/08/2000";0,753
"11/09/2000";0,74
"11/10/2000";0,7415
"11/13/2000";0,7145
"11/14/2000";0,714
"11/15/2000";0,703
"11/16/2000";0,6885
"11/17/2000";0,6855
"11/20/2000";0,7035
"11/21/2000";0,6855
"11/22/2000";0,683
"11/27/2000";0,6895
"11/28/2000";0,7136
"11/29/2000";0,7277
"11/30/2000";0,708
"12/01/2000";0,7165
"12/04/2000";0,718
"12/05/2000";0,709
"12/06/2000";0,7065
"12/07/2000";0,7075
"12/08/2000";0,68
"12/11/2000";0,6835
"12/12/2000";0,6825
"12/13/2000";0,68
"12/14/2000";0,6555
"12/15/2000";0,667
"12/18/2000";0,659
"12/19/2000";0,6505
"12/20/2000";0,6545
"12/21/2000";0,6655
"12/22/2000";0,654
"12/26/2000";0,673
"12/27/2000";0,664
"12/28/2000";0,6735
"12/29/2000";0,6555
"01/02/2001";0,634
"01/03/2001";0,6345
"01/04/2001";0,6335
"01/05/2001";0,6435
"01/08/2001";0,6385
"01/09/2001";0,638
"01/10/2001";0,6335
"01/11/2001";0,636
"01/12/2001";0,65
"01/16/2001";0,674
"01/17/2001";0,702
"01/18/2001";0,6675
"01/19/2001";0,683
"01/22/2001";0,7125
"01/23/2001";0,6985
"01/24/2001";0,7005
"01/25/2001";0,6785
"01/26/2001";0,671
"01/29/2001";0,654
"01/30/2001";0,642
"01/31/2001";0,6375
"02/01/2001";0,647
"02/02/2001";0,632
"02/05/2001";0,627
"02/06/2001";0,622
"02/07/2001";0,6175
"02/08/2001";0,62
"02/09/2001";0,6265
"02/12/2001";0,623
"02/13/2001";0,628
"02/14/2001";0,628
"02/15/2001";0,615
"02/16/2001";0,598
"02/20/2001";0,6275
"02/21/2001";0,6315
"02/22/2001";0,6285
"02/23/2001";0,6534
"02/26/2001";0,6456
"02/27/2001";0,6554
"02/28/2001";0,655
"03/01/2001";0,648
"03/02/2001";0,6585
"03/05/2001";0,659
"03/06/2001";0,6725
"03/07/2001";0,679
"03/08/2001";0,6665
"03/09/2001";0,6395
"03/12/2001";0,643
"03/13/2001";0,632
"03/14/2001";0,63
"03/15/2001";0,61
"03/16/2001";0,61
"03/19/2001";0,6155
"03/20/2001";0,617
"03/21/2001";0,6115
"03/22/2001";0,602
"03/23/2001";0,601
"03/26/2001";0,6185
"03/27/2001";0,6105
"03/28/2001";0,6115
"03/29/2001";0,6175
"03/30/2001";0,603
"04/02/2001";0,595
"04/03/2001";0,587
"04/04/2001";0,5925
"04/05/2001";0,591
"04/06/2001";0,581
"04/09/2001";0,576
"04/10/2001";0,5735
"04/11/2001";0,5735
"04/12/2001";0,576
"04/16/2001";0,5665
"04/17/2001";0,562
"04/18/2001";0,5865
"04/19/2001";0,5755
"04/20/2001";0,5715
"04/23/2001";0,6175
"04/24/2001";0,586
"04/25/2001";0,5839
"04/26/2001";0,596
"04/27/2001";0,6281
"04/30/2001";0,6393
"05/01/2001";0,6715
"05/02/2001";0,657
"05/03/2001";0,674
"05/04/2001";0,6625
"05/07/2001";0,6875
"05/08/2001";0,689
"05/09/2001";0,679
"05/10/2001";0,6855
"05/11/2001";0,6765
"05/14/2001";0,6425
"05/15/2001";0,646
"05/16/2001";0,651
"05/17/2001";0,6505
"05/18/2001";0,664
"05/21/2001";0,649
"05/22/2001";0,6505
"05/23/2001";0,6355
"05/24/2001";0,628
"05/25/2001";0,599
"05/29/2001";0,598
"05/30/2001";0,5915
"05/31/2001";0,5715
"06/01/2001";0,579
"06/04/2001";0,5945
"06/05/2001";0,597
"06/06/2001";0,584
"06/07/2001";0,577
"06/08/2001";0,5815
"06/11/2001";0,57
"06/12/2001";0,5765
"06/13/2001";0,5775
"06/14/2001";0,5885
"06/15/2001";0,594
"06/18/2001";0,6095
"06/19/2001";0,5755
"06/20/2001";0,552
"06/21/2001";0,575
"06/22/2001";0,559
"06/25/2001";0,553
"06/26/2001";0,5611
"06/27/2001";0,5633
"06/28/2001";0,5712
"06/29/2001";0,5802
"07/02/2001";0,569
"07/03/2001";0,5725
"07/05/2001";0,56
"07/06/2001";0,558
"07/09/2001";0,5495
"07/10/2001";0,546
"07/11/2001";0,5475
"07/12/2001";0,541
"07/13/2001";0,5405
"07/16/2001";0,544
"07/17/2001";0,5415
"07/18/2001";0,5485
"07/19/2001";0,5405
"07/20/2001";0,5375
"07/23/2001";0,5395
"07/24/2001";0,552
"07/25/2001";0,5265
"07/26/2001";0,514
"07/27/2001";0,513
"07/30/2001";0,5185
"07/31/2001";0,5195
"08/01/2001";0,5125
"08/02/2001";0,5045
"08/03/2001";0,504
"08/06/2001";0,4985
"08/07/2001";0,497
"08/08/2001";0,4965
"08/09/2001";0,501
"08/10/2001";0,484
"08/13/2001";0,4935
"08/14/2001";0,4945
"08/15/2001";0,492
"08/16/2001";0,4915
"08/17/2001";0,5435
"08/20/2001";0,5
"08/21/2001";0,5035
"08/22/2001";0,508
"08/23/2001";0,523
"08/24/2001";0,5095
"08/27/2001";0,51
"08/28/2001";0,5184
"08/29/2001";0,5314
"08/30/2001";0,5269
"08/31/2001";0,5358
"09/04/2001";0,5105
"09/05/2001";0,521
"09/06/2001";0,5215
"09/07/2001";0,518
"09/10/2001";0,513
"09/17/2001";0,5085
"09/18/2001";0,5075
"09/19/2001";0,503
"09/20/2001";0,4875
"09/21/2001";0,4905
"09/24/2001";0,491
"09/25/2001";0,489
"09/26/2001";0,4915
"09/27/2001";0,4915
"09/28/2001";0,483
"10/01/2001";0,474
"10/02/2001";0,4675
"10/03/2001";0,46
"10/04/2001";0,465
"10/05/2001";0,4665
"10/08/2001";0,459
"10/09/2001";0,4535
"10/10/2001";0,4535
"10/11/2001";0,4465
"10/12/2001";0,447
"10/15/2001";0,4385
"10/16/2001";0,439
"10/17/2001";0,4475
"10/18/2001";0,456
"10/19/2001";0,4385
"10/22/2001";0,425
"10/23/2001";0,4355
"10/24/2001";0,433
"10/25/2001";0,443
"10/26/2001";0,434
"10/29/2001";0,4365
"10/30/2001";0,4335
"10/31/2001";0,439
"11/01/2001";0,452
"11/02/2001";0,454
"11/05/2001";0,4685
"11/06/2001";0,48
"11/07/2001";0,473
"11/08/2001";0,4575
"11/09/2001";0,447
"11/12/2001";0,447
"11/13/2001";0,4485
"11/14/2001";0,497
"11/15/2001";0,484
"11/16/2001";0,4865
"11/19/2001";0,4595
"11/20/2001";0,4615
"11/21/2001";0,464
"11/26/2001";0,4575
"11/27/2001";0,4322
"11/28/2001";0,4394
"11/29/2001";0,4416
"11/30/2001";0,4548
"12/03/2001";0,461
"12/04/2001";0,454
"12/05/2001";0,46
"12/06/2001";0,458
"12/07/2001";0,4675
"12/10/2001";0,4685
"12/11/2001";0,478
"12/12/2001";0,4785
"12/13/2001";0,479
"12/14/2001";0,4755
"12/17/2001";0,4635
"12/18/2001";0,461
"12/19/2001";0,469
"12/20/2001";0,496
"12/21/2001";0,4665
"12/27/2001";0,465
"12/28/2001";0,462
"01/02/2002";0,4735
"01/03/2002";0,475
"01/04/2002";0,4855
"01/07/2002";0,4825
"01/08/2002";0,4855
"01/09/2002";0,5085
"01/10/2002";0,513
"01/11/2002";0,4955
"01/14/2002";0,504
"01/15/2002";0,5025
"01/16/2002";0,4925
"01/17/2002";0,4885
"01/18/2002";0,474
"01/22/2002";0,468
"01/23/2002";0,4675
"01/24/2002";0,4645
"01/25/2002";0,459
"01/28/2002";0,4505
"01/29/2002";0,447
"01/30/2002";0,4515
"01/31/2002";0,451
"02/01/2002";0,4545
"02/04/2002";0,455
"02/05/2002";0,4485
"02/06/2002";0,451
"02/07/2002";0,448
"02/08/2002";0,4455
"02/11/2002";0,431
"02/12/2002";0,43
"02/13/2002";0,434
"02/14/2002";0,4375
"02/15/2002";0,441
"02/19/2002";0,438
"02/20/2002";0,4705
"02/21/2002";0,49
"02/22/2002";0,48
"02/25/2002";0,473
"02/26/2002";0,4637
"02/27/2002";0,4567
"02/28/2002";0,4599
"03/01/2002";0,4735
"03/04/2002";0,473
"03/05/2002";0,484
"03/06/2002";0,4955
"03/07/2002";0,486
"03/08/2002";0,4985
"03/11/2002";0,5415
"03/12/2002";0,5675
"03/13/2002";0,5575
"03/14/2002";0,5565
"03/15/2002";0,556
"03/18/2002";0,5155
"03/19/2002";0,5335
"03/20/2002";0,56
"03/21/2002";0,5395
"03/22/2002";0,543
"03/25/2002";0,5445
"03/26/2002";0,5505
"03/27/2002";0,5595
"03/28/2002";0,572
"04/01/2002";0,585
"04/02/2002";0,5935
"04/03/2002";0,5945
"04/04/2002";0,568
"04/05/2002";0,55
"04/08/2002";0,5405
"04/09/2002";0,561
"04/10/2002";0,5605
"04/11/2002";0,5495
"04/12/2002";0,532
"04/15/2002";0,5315
"04/16/2002";0,53
"04/17/2002";0,535
"04/18/2002";0,5575
"04/19/2002";0,5305
"04/22/2002";0,5385
"04/23/2002";0,544
"04/24/2002";0,5285
"04/25/2002";0,5092
"04/26/2002";0,5068
"04/29/2002";0,5072
"04/30/2002";0,5242
"05/01/2002";0,509
"05/02/2002";0,5095
"05/03/2002";0,5105
"05/06/2002";0,509
"05/07/2002";0,511
"05/08/2002";0,504
"05/09/2002";0,495
"05/10/2002";0,4975
"05/13/2002";0,4915
"05/14/2002";0,4945
"05/15/2002";0,494
"05/16/2002";0,5075
"05/17/2002";0,507
"05/20/2002";0,514
"05/21/2002";0,527
"05/22/2002";0,507
"05/23/2002";0,507
"05/24/2002";0,514
"05/28/2002";0,506
"05/29/2002";0,5165
"05/30/2002";0,516
"05/31/2002";0,519
"06/03/2002";0,512
"06/04/2002";0,5085
"06/05/2002";0,5015
"06/06/2002";0,5025
"06/07/2002";0,4915
"06/10/2002";0,495
"06/11/2002";0,4935
"06/12/2002";0,489
"06/13/2002";0,472
"06/14/2002";0,4645
"06/17/2002";0,471
"06/18/2002";0,465
"06/19/2002";0,4645
"06/20/2002";0,478
"06/21/2002";0,471
"06/24/2002";0,479
"06/25/2002";0,4773
"06/26/2002";0,4722
"06/27/2002";0,4808
"06/28/2002";0,4838
"07/01/2002";0,5005
"07/02/2002";0,52
"07/03/2002";0,5025
"07/08/2002";0,504
"07/09/2002";0,511
"07/10/2002";0,518
"07/11/2002";0,537
"07/12/2002";0,5165
"07/15/2002";0,5075
"07/16/2002";0,5065
"07/17/2002";0,5075
"07/18/2002";0,488
"07/19/2002";0,4855
"07/22/2002";0,4845
"07/23/2002";0,488
"07/24/2002";0,478
"07/25/2002";0,4835
"07/26/2002";0,484
"07/29/2002";0,4725
"07/30/2002";0,4705
"07/31/2002";0,468
"08/01/2002";0,475
"08/02/2002";0,481
"08/05/2002";0,4715
"08/06/2002";0,4735
"08/07/2002";0,4735
"08/08/2002";0,479
"08/09/2002";0,4755
"08/12/2002";0,4845
"08/13/2002";0,479
"08/14/2002";0,482
"08/15/2002";0,465
"08/16/2002";0,469
"08/19/2002";0,4645
"08/20/2002";0,47
"08/21/2002";0,467
"08/22/2002";0,4825
"08/23/2002";0,492
"08/26/2002";0,4835
"08/27/2002";0,4904
"08/28/2002";0,5154
"08/29/2002";0,5192
"08/30/2002";0,5286
"09/03/2002";0,5585
"09/04/2002";0,578
"09/05/2002";0,567
"09/06/2002";0,5755
"09/09/2002";0,613
"09/10/2002";0,5995
"09/11/2002";0,5935
"09/12/2002";0,611
"09/13/2002";0,616
"09/16/2002";0,63
"09/17/2002";0,617
"09/18/2002";0,6025
"09/19/2002";0,5845
"09/20/2002";0,5605
"09/23/2002";0,5465
"09/24/2002";0,5485
"09/25/2002";0,5615
"09/26/2002";0,552
"09/27/2002";0,5565
"09/30/2002";0,545
"10/01/2002";0,5655
"10/02/2002";0,5695
"10/03/2002";0,5645
"10/04/2002";0,56
"10/07/2002";0,5775
"10/08/2002";0,5825
"10/09/2002";0,588
"10/10/2002";0,574
"10/11/2002";0,5735
"10/14/2002";0,628
"10/15/2002";0,697
"10/16/2002";0,671
"10/17/2002";0,663
"10/18/2002";0,626
"10/21/2002";0,653
"10/22/2002";0,641
"10/23/2002";0,643
"10/24/2002";0,675
"10/25/2002";0,6855
"10/28/2002";0,647
"10/29/2002";0,629
"10/30/2002";0,63
"10/31/2002";0,6595
"11/01/2002";0,64
"11/04/2002";0,6525
"11/05/2002";0,659
"11/06/2002";0,6615
"11/07/2002";0,6655
"11/08/2002";0,6785
"11/11/2002";0,661
"11/12/2002";0,6375
"11/13/2002";0,64
"11/14/2002";0,6425
"11/15/2002";0,664
"11/18/2002";0,6475
"11/19/2002";0,6675
"11/20/2002";0,681
"11/21/2002";0,673
"11/22/2002";0,677
"11/25/2002";0,6709
"11/26/2002";0,687
"11/27/2002";0,698
"12/02/2002";0,7285
"12/03/2002";0,7095
"12/04/2002";0,701
"12/05/2002";0,711
"12/06/2002";0,673
"12/09/2002";0,663
"12/10/2002";0,6565
"12/11/2002";0,6175
"12/12/2002";0,6055
"12/13/2002";0,601
"12/16/2002";0,6125
"12/17/2002";0,6215
"12/18/2002";0,626
"12/19/2002";0,6155
"12/20/2002";0,622
"12/23/2002";0,6145
"12/24/2002";0,611
"12/27/2002";0,6135
"12/30/2002";0,6135
"12/31/2002";0,602
"01/02/2003";0,6165
"01/03/2003";0,6125
"01/06/2003";0,6325
"01/07/2003";0,635
"01/08/2003";0,6285
"01/09/2003";0,627
"01/10/2003";0,6505
"01/13/2003";0,649
"01/14/2003";0,649
"01/15/2003";0,6595
"01/16/2003";0,6585
"01/17/2003";0,6625
"01/21/2003";0,664
"01/22/2003";0,6815
"01/23/2003";0,682
"01/24/2003";0,6765
"01/27/2003";0,6565
"01/28/2003";0,6515
"01/29/2003";0,6375
"01/30/2003";0,6395
"01/31/2003";0,653
"02/03/2003";0,6615
"02/04/2003";0,6505
"02/05/2003";0,6425
"02/06/2003";0,6565
"02/07/2003";0,658
"02/10/2003";0,668
"02/11/2003";0,661
"02/12/2003";0,648
"02/13/2003";0,617
"02/14/2003";0,6265
"02/19/2003";0,6115
"02/20/2003";0,6225
"02/21/2003";0,616
"02/24/2003";0,6
"02/25/2003";0,592
"02/26/2003";0,5895
"02/27/2003";0,5985
"02/28/2003";0,5869
"03/03/2003";0,5995
"03/04/2003";0,593
"03/05/2003";0,606
"03/06/2003";0,6075
"03/07/2003";0,61
"03/10/2003";0,6145
"03/11/2003";0,596
"03/12/2003";0,5915
"03/13/2003";0,594
"03/14/2003";0,597
"03/17/2003";0,5755
"03/18/2003";0,586
"03/19/2003";0,5915
"03/20/2003";0,607
"03/21/2003";0,613
"03/24/2003";0,5985
"03/25/2003";0,5805
"03/26/2003";0,5795
"03/27/2003";0,5715
"03/28/2003";0,5825
"03/31/2003";0,5865
"04/01/2003";0,583
"04/02/2003";0,6015
"04/03/2003";0,614
"04/04/2003";0,608
"04/07/2003";0,6225
"04/08/2003";0,612
"04/09/2003";0,608
"04/10/2003";0,6045
"04/11/2003";0,6045
"04/14/2003";0,579
"04/15/2003";0,592
"04/16/2003";0,597
"04/17/2003";0,6245
"04/21/2003";0,6335
"04/22/2003";0,648
"04/23/2003";0,6435
"04/24/2003";0,6405
"04/25/2003";0,6397
"04/28/2003";0,6347
"04/29/2003";0,6588
"04/30/2003";0,6905
"05/01/2003";0,6915
"05/02/2003";0,6785
"05/05/2003";0,682
"05/06/2003";0,695
"05/07/2003";0,6855
"05/08/2003";0,6875
"05/09/2003";0,684
"05/12/2003";0,6845
"05/13/2003";0,6735
"05/14/2003";0,6545
"05/15/2003";0,648
"05/16/2003";0,6545
"05/19/2003";0,648
"05/20/2003";0,6715
"05/21/2003";0,6605
"05/22/2003";0,6635
"05/23/2003";0,6565
"05/27/2003";0,6115
"05/28/2003";0,6055
"05/29/2003";0,593
"05/30/2003";0,5835
"06/02/2003";0,6
"06/03/2003";0,596
