semSeca,s0s4,s1s4,s2s4,s3s4,s4,mes,ano,uf
0,100,"46,06",0,0,0,1,2021,PB
"17,34","82,66","36,61",0,0,0,12,2020,PB
"18,33","81,67","30,38",0,0,0,11,2020,PB
"1,03","98,97","30,26",0,0,0,10,2020,PB
"38,93","61,07","16,43",0,0,0,9,2020,PB
"53,97","46,03","7,67",0,0,0,8,2020,PB
"74,18","25,82",0,0,0,0,7,2020,PB
"60,37","39,63",0,0,0,0,6,2020,PB
"45,29","54,71","15,64",0,0,0,5,2020,PB
"24,78","75,22","23,71",0,0,0,4,2020,PB
"0,13","99,87","65,64",0,0,0,3,2020,PB
"0,12","99,88","98,93","46,21",0,0,2,2020,PB
0,100,"95,05","64,93",0,0,1,2020,PB
"0,01","99,99","83,54","63,33",0,0,12,2019,PB
"8,29","91,71","83,54","51,32",0,0,11,2019,PB
"12,54","87,46","75,8","9,01",0,0,10,2019,PB
"17,7","82,3","63,03","8,91",0,0,9,2019,PB
"17,65","82,35","63,11","8,91",0,0,8,2019,PB
"9,29","90,71","69,48","10,98",0,0,7,2019,PB
"9,29","90,71","75,08","29,97",0,0,6,2019,PB
"8,81","91,19","70,07","29,56",0,0,5,2019,PB
"8,81","91,19","70,06","23,45",0,0,4,2019,PB
"0,15","99,85","92,93","47,08",0,0,3,2019,PB
0,100,"92,92","89,16","26,54",0,2,2019,PB
0,100,"92,92","90,01","27,52",0,1,2019,PB
0,100,"94,71","90,84","27,52",0,12,2018,PB
0,100,"94,75","90,84","42,65",0,11,2018,PB
0,100,"94,75","90,84","44,2",0,10,2018,PB
0,100,"93,09","86,75","10,95",0,9,,PB
0,100,"88,62","67,23",0,0,8,2018,PB
0,100,"87,2","58,31",0,0,7,2018,PB
"6,57","93,43","68,62","9,59",0,0,6,2018,PB
"7,02","92,98","52,15","6,62",0,0,5,2018,PB
"7,02","92,98","86,55","38,01",0,0,4,2018,PB
"7,02","92,98","86,72","81,78","31,61",0,3,2018,PB
"6,14","93,86","89,9","83,45","40,64","28,49",2,2018,PB
0,100,100,"89,61","78,16","67,46",1,2018,PB
0,100,100,"89,03","78,16","67,77",12,2017,PB
0,100,"93,13","83,66","78,16","53,6",11,2017,PB
"1,66","98,34","90,84","83,01","75,71","38,73",10,2017,PB
"1,73","98,27","89,97","81,93","71,05","0,35",9,2017,PB
"1,71","98,29","85,31","81,37","71,03",0,8,2017,PB
0,100,"86,24","82,97","47,22","26,41",7,2017,PB
0,100,"86,24","82,97","47,22","26,41",6,2017,PB
0,100,100,100,"43,93","28,99",5,2017,PB
0,100,100,100,"56,62","31,79",4,2017,PB
0,100,100,100,"91,03","72,36",3,2017,PB
0,100,100,100,100,"83,14",2,2017,PB
0,100,100,100,100,"89,59",1,2017,PB
0,100,100,100,100,"89,59",12,2016,PB
0,100,100,100,100,"89,59",11,2016,PB
0,100,100,100,"94,36","81,34",10,2016,PB
0,100,100,"98,67","89,45","67,38",9,2016,PB
0,100,"98,83","89,29","86,12","35,12",8,2016,PB
0,100,"96,22","87,8","82,34","29,28",7,2016,PB
"6,51","93,49","87,64","79,29","35,84",0,6,2016,PB
"9,74","90,26","80,58","74,34","21,55",0,5,2016,PB
"12,29","87,71","80,38","46,32","8,41",0,4,2016,PB
"16,98","83,02","80,23","44,41","8,41",0,3,2016,PB
"11,84","88,16","82,45","80,02","74,07",0,2,2016,PB
"11,84","88,16","82,45","80,02","73,81",0,1,2016,PB
0,100,"91,46","86,3","82,35","67,37",12,2015,PB
0,100,100,"87,77","82,73","66,34",11,2015,PB
0,100,"94,05","85,71","81,62","54,63",10,2015,PB
0,100,"90,71","83,78","71,76","14,33",9,2015,PB
0,100,"90,71","83,78","71,76","14,23",8,2015,PB
"1,73","98,27","93,64","84,03","71,76","12,03",7,2015,PB
0,100,"97,78","95,24","85,15","10,5",6,2015,PB
0,100,"96,19","91,01","45,92","8,71",5,2015,PB
"0,13","99,87","96,27","90,83","46,17","10,01",4,2015,PB
"0,96","99,04","86,06","77,72","45,42","7,21",3,2015,PB
0,100,"86,31",78,"50,78","4,63",2,2015,PB
"0,79","99,21","86,26","78,23","46,31","0,09",1,2015,PB
"14,89","85,11","81,81","64,05","12,84","0,23",12,2014,PB
"15,18","84,82","81,21","58,76","3,87","0,16",11,2014,PB
0,100,"78,1","12,65","2,77","0,13",10,2014,PB
0,100,"47,5","8,06",0,0,9,2014,PB
0,100,"67,95","32,02","15,59",0,8,2014,PB
0,100,"53,67","7,77","1,17",0,7,2014,PB
"47,61","52,39","18,76",0,0,0,6,2025,PR
"25,43","74,57","39,62",0,0,0,5,2025,PR
"26,37","73,63","26,62",0,0,0,4,2025,PR
"26,37","73,63","24,29",0,0,0,3,2025,PR
"48,5","51,5","18,18","0,56",0,0,2,2025,PR
"58,46","41,54","18,18","0,55",0,0,1,2025,PR
"56,64","43,36","19,9","0,82",0,0,12,2024,PR
"27,53","72,47","51,41","20,6",0,0,11,2024,PR
"27,53","72,47","50,6","23,56",0,0,10,2024,PR
"27,53","72,47","49,68",0,0,0,9,2024,PR
"27,82","72,18","49,68",0,0,0,8,2024,PR
"38,71","61,29","32,51",0,0,0,7,2024,PR
"39,71","60,29","26,32",0,0,0,6,2024,PR
"39,7","60,3","10,44",0,0,0,5,2024,PR
"47,15","52,85","10,44",0,0,0,4,2024,PR
"50,1","49,9","10,43",0,0,0,3,2024,PR
"69,85","30,15",0,0,0,0,2,2024,PR
100,0,0,0,0,0,1,2024,PR
100,0,0,0,0,0,12,2023,PR
100,0,0,0,0,0,11,2023,PR
100,0,0,0,0,0,10,2023,PR
"86,62","13,38",0,0,0,0,9,2023,PR
100,0,0,0,0,0,8,2023,PR
100,0,0,0,0,0,7,2023,PR
"95,25","4,75",0,0,0,0,6,2023,PR
100,0,0,0,0,0,5,2023,PR
100,0,0,0,0,0,4,2023,PR
100,0,0,0,0,0,3,2023,PR
"96,1","3,9",0,0,0,0,2,2023,PR
"77,64","22,36","3,93",0,0,0,1,2023,PR
"68,96","31,04","18,04",0,0,0,12,2022,PR
"62,55","37,45","26,1",0,0,0,11,2022,PR
"62,55","37,45","26,1",0,0,0,10,2022,PR
"52,36","47,64","34,59","18,05",0,0,9,2022,PR
"43,53","56,47","46,88","23,56",0,0,8,2022,PR
"32,23","67,77","46,92","23,56",0,0,7,2022,PR
"31,27","68,73","46,93","23,56",0,0,6,2022,PR
"2,21","97,79","57,92","23,56",0,0,5,2022,PR
"2,21","97,79","96,28","25,65",0,0,4,2022,PR
"2,1","97,9","96,28","89,06","3,91",0,3,2022,PR
"2,1","97,9","96,27","90,9","3,91",0,2,2022,PR
"2,1","97,9","96,27","90,9",0,0,1,2022,PR
"2,1","97,9","96,81","73,68",0,0,12,2021,PR
"2,1","97,9","96,81","47,04",0,0,11,2021,PR
"2,11","97,89","96,81","34,72",0,0,10,2021,PR
"2,1","97,9","96,79","65,75",0,0,9,2021,PR
"2,05","97,95","96,8","64,12",0,0,8,2021,PR
0,100,"97,92","55,96",0,0,7,2021,PR
"2,08","97,92","96,65","49,24",0,0,6,2021,PR
"2,09","97,91","96,65","46,39",0,0,5,2021,PR
"2,09","97,91","86,95","40,92",0,0,4,2021,PR
"2,09","97,91","72,43","18,56",0,0,3,2021,PR
0,100,"99,92","36,28",0,0,2,2021,PR
0,100,100,"39,78",0,0,1,2021,PR
0,100,100,"97,72","4,79",0,12,2020,PR
0,100,100,"99,98","14,06",0,11,2020,PR
0,100,100,"82,22","8,6",0,10,2020,PR
0,100,100,"69,77","8,6",0,9,2020,PR
0,100,100,"69,75","8,61",0,8,2020,PR
"6,74","93,26","73,45","39,82",0,0,6,2025,PE
"6,75","93,25","88,82","60,55",0,0,5,2025,PE
0,100,"88,82","32,86",0,0,4,2025,PE
0,100,"75,37","6,06",0,0,3,2025,PE
0,100,"26,33",0,0,0,2,2025,PE
0,100,"32,81",0,0,0,1,2025,PE
0,100,100,"12,8",0,0,12,2024,PE
0,100,"95,42","0,03",0,0,11,2024,PE
0,100,"64,35","7,08",0,0,10,2024,PE
0,100,"25,83",0,0,0,9,2024,PE
"40,02","59,98","20,99",0,0,0,8,2024,PE
"55,01","44,99",0,0,0,0,7,2024,PE
"82,65","17,35",0,0,0,0,6,2024,PE
"86,07","13,93",0,0,0,0,5,2024,PE
"88,06","11,94",0,0,0,0,4,2024,PE
"25,62","74,38","11,69",0,0,0,3,2024,PE
"18,5","81,5","43,09",0,0,0,2,2024,PE
"15,67","84,33","65,36","10,75",0,0,1,2024,PE
"15,67","84,33","61,27","2,61",0,0,12,2023,PE
"15,68","84,32","53,49","2,6",0,0,11,2023,PE
"15,68","84,32","40,99",0,0,0,10,2023,PE
"18,89","81,11",0,0,0,0,9,2023,PE
"33,47","66,53",0,0,0,0,8,2023,PE
"62,17","37,83",0,0,0,0,7,2023,PE
88,12,0,0,0,0,6,2023,PE
"75,4","24,6",0,0,0,0,5,2023,PE
"74,42","25,58",0,0,0,0,4,2023,PE
"74,72","25,28",0,0,0,0,3,2023,PE
"74,16","25,84",0,0,0,0,2,2023,PE
100,0,0,0,0,0,1,2023,PE
100,0,0,0,0,0,12,2022,PE
100,0,0,0,0,0,11,2022,PE
"54,98","45,02",0,0,0,0,10,2022,PE
"39,47","60,53",0,0,0,0,9,2022,PE
"39,94","60,06",0,0,0,0,8,2022,PE
"46,62","53,38","1,57",0,0,0,7,2022,PE
"36,59","63,41","15,53",0,0,0,6,2022,PE
"29,05","70,95","16,74",0,0,0,5,2022,PE
"15,32","84,68","37,91",0,0,0,4,2022,PE
"8,34","91,66","37,91",0,0,0,3,2022,PE
"7,06","92,94","42,26",0,0,0,2,2022,PE
"11,31","88,69","42,26",0,0,0,1,2022,PE
"6,47","93,53","62,04",0,0,0,12,2021,PE
"6,47","93,53","75,59","6,85",0,0,11,2021,PE
0,100,"66,38","27,2",0,0,10,2021,PE
"6,82","93,18","66,05","6,87",0,0,9,2021,PE
"12,49","87,51","66,05","1,35",0,0,8,2021,PE
"7,24","92,76","66,12",0,0,0,7,2021,PE
"7,75","92,25","64,77",0,0,0,6,2021,PE
"21,42","78,58","62,22",0,0,0,5,2021,PE
"14,98","85,02","62,22","3,77",0,0,4,2021,PE
0,100,"71,43","3,77",0,0,3,2021,PE
0,100,"54,23",0,0,0,2,2021,PE
0,100,"36,67",0,0,0,1,2021,PE
"23,74","76,26","9,13",0,0,0,12,2020,PE
"23,7","76,3","2,28",0,0,0,11,2020,PE
"19,96","80,04","5,06",0,0,0,10,2020,PE
"29,28","70,72","2,27",0,0,0,9,2020,PE
"45,71","54,29",0,0,0,0,8,2020,PE
"62,32","37,68",0,0,0,0,7,2020,PE
"56,62","43,38",0,0,0,0,6,2020,PE
"41,28","58,72","4,35",0,0,0,5,2020,PE
"21,42","78,58","10,71",0,0,0,4,2020,PE
0,100,"65,21",0,0,0,3,2020,PE
0,100,100,"36,16",0,0,2,2020,PE
0,100,100,"66,59","1,55",0,1,2020,PE
0,100,"84,49","65,77","5,61",0,12,2019,PE
"3,02","96,98","84,49","66,95","5,61",0,11,2019,PE
"12,57","87,43","81,8","51,2","5,65",0,10,2019,PE
"14,3","85,7","79,89","51,16","5,64",0,9,2019,PE
"14,27","85,73","79,94","47,99","5,65",0,8,2019,PE
"10,4","89,6","84,44","45,03","0,79",0,7,2019,PE
"10,4","89,6","87,46","52,88","4,33",0,6,2019,PE
"7,86","92,14","88,22","50,99",0,0,5,2019,PE
"7,86","92,14","88,21","50,99",0,0,4,2019,PE
"2,88","97,12","92,07","80,51","7,05","1,47",3,2019,PE
"2,81","97,19","92,31","88,67","56,61","4,19",2,2019,PE
"2,81","97,19","92,31","90,03","66,12","8,52",1,2019,PE
0,100,"96,09","91,42","66,13","8,52",12,2018,PE
0,100,"96,09","91,43","77,48","11,32",11,2018,PE
0,100,"96,09","91,43","81,65","11,32",10,2018,PE
0,100,"92,94","89,55","72,95","11,32",9,,PE
"0,01","99,99","91,68","82,16","46,19","11,26",8,2018,PE
"0,01","99,99","92,2","82,16","34,57","2,63",7,2018,PE
"5,46","94,54","86,56","71,86","12,64","1,08",6,2018,PE
"7,74","92,26","84,67","59,63","5,47",0,5,2018,PE
"7,73","92,27","85,07","60,64","1,62",0,4,2018,PE
"7,69","92,31","87,88","80,59","30,03","3,21",3,2018,PE
"9,1","90,9","83,09","74,55","30,87","21,99",2,2018,PE
"7,14","92,86","86,49","79,96","65,34","54,59",1,2018,PE
"4,06","95,94","88,72","77,21","65,34","54,23",12,2017,PE
"3,14","96,86","88,53","75,18","65,18","51,01",11,2017,PE
"6,33","93,67","83,09","73,72","61,23","37,35",10,2017,PE
"7,46","92,54","79,85","69,19","50,99","30,42",9,2017,PE
"7,64","92,36","75,52","68,52","50,9","29,1",8,2017,PE
"6,27","93,73","78,38","70,82","42,82","30,59",7,2017,PE
"6,27","93,73","78,38","70,82","42,82","30,59",6,2017,PE
0,100,"91,66","79,3","46,41","34,02",5,2017,PE
0,100,100,100,"85,36","68,55",4,2017,PE
0,100,100,100,"99,87","91,2",3,2017,PE
0,100,100,100,100,"93,55",2,2017,PE
0,100,100,100,100,"93,6",1,2017,PE
0,100,100,100,100,"92,78",12,2016,PE
0,100,100,100,100,"92,78",11,2016,PE
0,100,100,100,"95,45","89,94",10,2016,PE
0,100,100,"98,67","89,45","67,38",9,2016,PE
0,100,"98,83","89,29","86,12","35,12",8,2016,PE
0,100,"96,22","87,8","82,34","29,28",7,2016,PE
"4,31","95,69","89,88","86,98","83,53",0,6,2016,PE
"7,78","92,22","86,61","84,68","75,15",0,5,2016,PE
"8,95","91,05","86,07","83,68","71,93",0,4,2016,PE
"12,38","87,62","86,07","83,26","69,82",0,3,2016,PE
"9,54","90,46","86,97","84,04","78,08",0,2,2016,PE
"9,54","90,46","86,97","84,04","78,63",0,1,2016,PE
0,100,"95,58","90,98","88,22","82,44",12,2015,PE
0,100,100,"95,4","90,6","78,19",11,2015,PE
"0,02","99,98","97,87","90,08","82,95","77,75",10,2015,PE
"0,02","99,98","91,55","85,35","80,53","55,7",9,2015,PE
"0,02","99,98","91,55","84,76","79,41","55,5",8,2015,PE
"0,02","99,98","87,27","83,48","76,39","50,67",7,2015,PE
"0,02","99,98","98,16","92,91","83,37","40,69",6,2015,PE
"0,02","99,98","99,98","91,4","83,35","32,1",5,2015,PE
"0,02","99,98","99,98","97,53","82,38","34,58",4,2015,PE
"0,02","99,98","91,84","82,88","77,85","35,09",3,2015,PE
"0,02","99,98","97,5","83,87","69,29","29,55",2,2015,PE
"0,18","99,82","97,3","84,6","44,29",0,1,2015,PE
"8,62","91,38","60,25","42,2","19,33","5,83",12,2014,PE
"8,62","91,38","87,8","78,97","58,06","25,17",11,2014,PE
"3,65","96,35","93,33","78,27","59,05","24,84",10,2014,PE
"0,02","99,98","98,78","83,18","61,68","21,95",9,2014,PE
"0,02","99,98","97,07","91,67","79,27","25,53",8,2014,PE
"0,02","99,98","96,41","69,48","56,22","31,53",7,2014,PE
0,100,"98,36","44,73",0,0,6,2025,PI
0,100,"72,38","44,73",0,0,5,2025,PI
0,100,"77,85","17,65",0,0,4,2025,PI
"1,1","98,9","37,67",11,0,0,3,2025,PI
0,100,"48,16",0,0,0,2,2025,PI
0,100,"0,44",0,0,0,1,2025,PI
0,100,"33,63",0,0,0,12,2024,PI
0,100,"43,25",0,0,0,11,2024,PI
0,100,"57,9","14,34",0,0,10,2024,PI
0,100,"55,32","7,38",0,0,9,2024,PI
"18,73","81,27","24,29",0,0,0,8,2024,PI
"33,6","66,4","16,34",0,0,0,7,2024,PI
"48,97","51,03","14,28",0,0,0,6,2024,PI
"46,48","53,52","14,28",0,0,0,5,2024,PI
"77,02","22,98","14,28",0,0,0,4,2024,PI
"43,52","56,48","18,7",0,0,0,3,2024,PI
"38,36","61,64","35,11","1,64",0,0,2,2024,PI
"26,88","73,12","39,13","2,53",0,0,1,2024,PI
0,100,"52,34","13,55",0,0,12,2023,PI
0,100,"66,79",0,0,0,11,2023,PI
0,100,"79,4",0,0,0,10,2023,PI
"0,95","99,05","30,6",0,0,0,9,2023,PI
"4,59","95,41","8,79",0,0,0,8,2023,PI
"10,4","89,6","8,79",0,0,0,7,2023,PI
"20,79","79,21","8,79",0,0,0,6,2023,PI
"71,07","28,93","8,79",0,0,0,5,2023,PI
"71,07","28,93","8,78",0,0,0,4,2023,PI
"71,07","28,93",0,0,0,0,3,2023,PI
"80,69","19,31",0,0,0,0,2,2023,PI
100,0,0,0,0,0,1,2023,PI
100,0,0,0,0,0,12,2022,PI
"89,23","10,77",0,0,0,0,11,2022,PI
"49,24","50,76","4,11",0,0,0,10,2022,PI
"45,32","54,68","4,07",0,0,0,9,2022,PI
"48,45","51,55","4,07",0,0,0,8,2022,PI
"53,84","46,16",0,0,0,0,7,2022,PI
"53,84","46,16",0,0,0,0,6,2022,PI
"56,66","43,34",0,0,0,0,5,2022,PI
"67,91","32,09",0,0,0,0,4,2022,PI
"72,67","27,33",0,0,0,0,3,2022,PI
"68,46","31,54",0,0,0,0,2,2022,PI
"68,48","31,52",0,0,0,0,1,2022,PI
"55,63","44,37","26,48",0,0,0,12,2021,PI
"21,17","78,83","71,06","13,48",0,0,11,2021,PI
"18,31","81,69","71,47","20,82",0,0,10,2021,PI
"14,89","85,11","71,47","20,81",0,0,9,2021,PI
"14,89","85,11","71,47","8,87",0,0,8,2021,PI
"13,68","86,32","66,23","8,87",0,0,7,2021,PI
"13,68","86,32","48,05","8,87",0,0,6,2021,PI
"12,29","87,71","45,95",0,0,0,5,2021,PI
"16,91","83,09","44,41",0,0,0,4,2021,PI
"17,32","82,68","53,17",0,0,0,3,2021,PI
"8,7","91,3","22,49",0,0,0,2,2021,PI
"8,4","91,6","22,7","7,22",0,0,1,2021,PI
"7,72","92,28","17,86","7,22",0,0,12,2020,PI
"7,74","92,26","17,7","7,19",0,0,11,2020,PI
"7,74","92,26","33,09","7,19",0,0,10,2020,PI
"7,89","92,11","29,69","7,19",0,0,9,2020,PI
"20,71","79,29","26,35","7,19",0,0,8,2020,PI
"52,24","47,76","24,01","7,19",0,0,7,2020,PI
"56,32","43,68","21,67","7,19",0,0,6,2020,PI
"50,06","49,94","21,65","7,19",0,0,5,2020,PI
"43,65","56,35","30,42","7,19",0,0,4,2020,PI
"21,18","78,82","39,45","19,96",0,0,3,2020,PI
"16,72","83,28","77,06","29,23",0,0,2,2020,PI
"11,28","88,72","80,14","39,12",0,0,1,2020,PI
"9,82","90,18","80,14","42,94","0,05",0,12,2019,PI
"10,26","89,74","80,15","43,08","0,05",0,11,2019,PI
"11,48","88,52","74,65","24,8","0,05",0,10,2019,PI
"11,75","88,25","51,63","23,82","0,05",0,9,2019,PI
"11,7","88,3","49,24","12,77","0,05",0,8,2019,PI
"29,12","70,88","41,47","7,57",0,0,7,2019,PI
"29,12","70,88","40,18","3,39",0,0,6,2019,PI
"29,14","70,86","40,11","3,45",0,0,5,2019,PI
"28,7","71,3","46,61","3,44",0,0,4,2019,PI
"20,02","79,98","65,77","22,95","5,99",0,3,2019,PI
"16,13","83,87","78,44","37,32","12,43","0,6",2,2019,PI
"16,11","83,89","78,61","68,42","12,83","0,44",1,2019,PI
"8,37","91,63","81,77","72,89","12,83","0,44",12,2018,PI
"0,06","99,94","88,63","75,35","31,98","1,07",11,2018,PI
"0,08","99,92","88,63","75,35","31,98","1,07",10,2018,PI
"0,08","99,92","88,37","79,65","31,98","1,07",9,,PI
"5,92","94,08","87,5","78,58","31,95","1,01",8,2018,PI
"5,92","94,08","87,5","78,58","11,4",0,7,2018,PI
"11,34","88,66","84,87","49,05","2,38",0,6,2018,PI
"12,88","87,12","78,53","40,11",0,0,5,2018,PI
"12,88","87,12","78,53","40,11",0,0,4,2018,PI
"4,85","95,15","82,81","48,2","10,66",0,3,2018,PI
"4,45","95,55","80,5","74,3","63,02","52,2",2,2018,PI
0,100,"99,44","93,24","62,66","13,22",1,2018,PI
0,100,100,"99,29","91,84","44,9",12,2017,PI
0,100,100,"97,74","90,35","50,6",11,2017,PI
0,100,100,"86,9","80,34","54,02",10,2017,PI
"0,01","99,99","98,45","85,99","65,31","38,42",9,2017,PI
"0,5","99,5","86,49","67,36","41,36","27,98",8,2017,PI
"14,27","85,73","81,39","57,53","36,12","24,8",7,2017,PI
"14,27","85,73","81,39","57,53","36,31","24,8",6,2017,PI
"16,02","83,98","80,89","55,74","34,34","17,45",5,2017,PI
"8,25","91,75","77,15","54,97","34,18","18,49",4,2017,PI
0,100,"84,66","63,39","41,25","24,79",3,2017,PI
0,100,100,"72,54","45,13","25,13",2,2017,PI
0,100,100,100,"98,58","84,83",1,2017,PI
0,100,100,100,100,"96,13",12,2016,PI
0,100,100,100,100,"83,13",11,2016,PI
0,100,100,100,"97,79","60,52",10,2016,PI
0,100,100,"98,43","93,9","28,53",9,2016,PI
0,100,100,"94,49","89,14","3,39",8,2016,PI
0,100,100,"94,4","87,36","1,85",7,2016,PI
0,100,100,"94,4","67,21",0,6,2016,PI
0,100,100,"93,85","36,44",0,5,2016,PI
0,100,"95,22","86,86","13,74",0,4,2016,PI
0,100,"96,2","40,84","7,56",0,3,2016,PI
0,100,100,"48,98","20,65",0,2,2016,PI
0,100,100,"50,06","4,67",0,1,2016,PI
0,100,100,100,100,"72,3",12,2015,PI
0,100,100,100,"98,43","48,58",11,2015,PI
0,100,100,100,"98,37","36,53",10,2015,PI
0,100,100,"99,97","84,62","24,66",9,2015,PI
0,100,100,"99,97","69,18","10,24",8,2015,PI
0,100,100,"97,17","45,32","6,25",7,2015,PI
0,100,100,"81,72","31,27","0,02",6,2015,PI
0,100,99,"91,15","25,58",0,5,2015,PI
0,100,100,"83,12","30,69",0,4,2015,PI
0,100,"99,74","75,7","46,65",0,3,2015,PI
0,100,"99,66","70,94","37,13","2,18",2,2015,PI
0,100,"97,61","86,75","40,84","2,21",1,2015,PI
0,100,"95,13","77,91","34,28","7,55",12,2014,PI
0,100,"94,9","77,82","34,28","7,55",11,2014,PI
0,100,"93,6","84,34","42,74","4,7",10,2014,PI
"1,71","98,29","90,82","57,64","36,71","4,53",9,2014,PI
"13,27","86,73","70,38","23,85","17,09","4,97",8,2014,PI
"13,27","86,73","48,74","13,69","5,42","2,89",7,2014,PI
"72,61","27,39",0,0,0,0,6,2025,RJ
"72,61","27,39","11,02",0,0,0,5,2025,RJ
"72,62","27,38","11,08",0,0,0,4,2025,RJ
0,100,"83,68",0,0,0,3,2025,RJ
0,100,"64,89",0,0,0,2,2025,RJ
100,0,0,0,0,0,1,2025,RJ
"40,97","59,03",0,0,0,0,12,2024,RJ
"26,79","73,21","40,06",0,0,0,11,2024,RJ
0,100,"66,55",0,0,0,10,2024,RJ
0,100,"66,57",0,0,0,9,2024,RJ
"13,16","86,84","38,66",0,0,0,8,2024,RJ
"16,42","83,58","24,05",0,0,0,7,2024,RJ
"16,42","83,58",0,0,0,0,6,2024,RJ
"57,6","42,4",0,0,0,0,5,2024,RJ
"96,28","3,72",0,0,0,0,4,2024,RJ
100,0,0,0,0,0,3,2024,RJ
"58,38","41,62",0,0,0,0,2,2024,RJ
"58,44","41,56",0,0,0,0,1,2024,RJ
"58,44","41,56",0,0,0,0,12,2023,RJ
"75,79","24,21",0,0,0,0,11,2023,RJ
100,0,0,0,0,0,10,2023,RJ
100,0,0,0,0,0,9,2023,RJ
100,0,0,0,0,0,8,2023,RJ
"29,71","70,29",0,0,0,0,7,2023,RJ
"40,82","59,18",0,0,0,0,6,2023,RJ
"40,82","59,18",0,0,0,0,5,2023,RJ
"76,16","23,84",0,0,0,0,4,2023,RJ
"76,16","23,84",0,0,0,0,3,2023,RJ
100,0,0,0,0,0,2,2023,RJ
"93,13","6,87",0,0,0,0,1,2023,RJ
"80,16","19,84",0,0,0,0,12,2022,RJ
"80,18","19,82","0,06",0,0,0,11,2022,RJ
"58,64","41,36","0,06",0,0,0,10,2022,RJ
"58,39","41,61","0,06",0,0,0,9,2022,RJ
"28,29","71,71","3,28","0,04",0,0,8,2022,RJ
"49,38","50,62","3,28","0,04",0,0,7,2022,RJ
"81,24","18,76","3,27","0,04",0,0,6,2022,RJ
"91,04","8,96","3,27","0,04",0,0,5,2022,RJ
"91,08","8,92","3,27","0,04",0,0,4,2022,RJ
"79,28","20,72","3,27","0,04",0,0,3,2022,RJ
"79,28","20,72","3,31","0,04",0,0,2,2022,RJ
"76,8","23,2","3,31","0,34",0,0,1,2022,RJ
"50,81","49,19","3,3","0,34",0,0,12,2021,RJ
"50,8","49,2","3,3","0,34",0,0,11,2021,RJ
"46,07","53,93","3,3","0,32",0,0,10,2021,RJ
"16,86","83,14","53,91","0,3",0,0,9,2021,RJ
"16,86","83,14","41,33",0,0,0,8,2021,RJ
"16,86","83,14","41,33",0,0,0,7,2021,RJ
"36,36","63,64","32,14",0,0,0,6,2021,RJ
"39,82","60,18","18,77",0,0,0,5,2021,RJ
"44,27","55,73",0,0,0,0,4,2021,RJ
"44,27","55,73",0,0,0,0,3,2021,RJ
"74,86","25,14",0,0,0,0,2,2021,RJ
35,65,"6,56",0,0,0,1,2021,RJ
"78,12","21,88","6,56",0,0,0,12,2020,RJ
"58,02","41,98","18,71",0,0,0,11,2020,RJ
"37,77","62,23","20,13",0,0,0,10,2020,RJ
0,100,"28,74",0,0,0,9,2020,RJ
"0,65","99,35","28,6",0,0,0,8,2020,RJ
"6,21","93,79",0,0,0,0,7,2020,RJ
"49,89","50,11",0,0,0,0,6,2020,RJ
100,0,0,0,0,0,5,2020,RJ
"12,8","87,2","74,7","25,02",0,0,6,2025,RN
"7,38","92,62","53,09","20,58",0,0,5,2025,RN
0,100,"35,96",0,0,0,4,2025,RN
"65,9","34,1",0,0,0,0,3,2025,RN
"65,9","34,1",0,0,0,0,2,2025,RN
"45,12","54,88",0,0,0,0,1,2025,RN
0,100,"26,23",0,0,0,12,2024,RN
0,100,"20,35",0,0,0,11,2024,RN
"5,17","94,83","11,88",0,0,0,10,2024,RN
"5,1","94,9",0,0,0,0,9,2024,RN
"67,97","32,03",0,0,0,0,8,2024,RN
"84,85","15,15",0,0,0,0,7,2024,RN
100,0,0,0,0,0,6,2024,RN
100,0,0,0,0,0,5,2024,RN
100,0,0,0,0,0,4,2024,RN
"98,8","1,2",0,0,0,0,3,2024,RN
"36,76","63,24","0,22",0,0,0,2,2024,RN
"7,25","92,75","43,86",0,0,0,1,2024,RN
"7,25","92,75","43,77",0,0,0,12,2023,RN
0,100,"43,91",0,0,0,11,2023,RN
0,100,"39,56",0,0,0,10,2023,RN
"6,35","93,65","29,39",0,0,0,9,2023,RN
"38,25","61,75","15,49",0,0,0,8,2023,RN
"48,01","51,99","15,49",0,0,0,7,2023,RN
"56,44","43,56",0,0,0,0,6,2023,RN
"58,93","41,07",0,0,0,0,5,2023,RN
"82,49","17,51",0,0,0,0,4,2023,RN
"89,59","10,41",0,0,0,0,3,2023,RN
"67,8","32,2","4,13",0,0,0,2,2023,RN
"77,73","22,27","4,13",0,0,0,1,2023,RN
"86,16","13,84","4,22",0,0,0,12,2022,RN
"80,8","19,2","7,2",0,0,0,11,2022,RN
"80,76","19,24","7,19",0,0,0,10,2022,RN
"85,61","14,39","2,43",0,0,0,9,2022,RN
"88,48","11,52","2,43",0,0,0,8,2022,RN
"88,49","11,51","2,43",0,0,0,7,2022,RN
"86,96","13,04","6,38",0,0,0,6,2022,RN
"57,75","42,25","6,41",0,0,0,5,2022,RN
"50,24","49,76","18,8","5,67",0,0,4,2022,RN
"10,03","89,97","20,89","6,81",0,0,3,2022,RN
0,100,"87,03","16,43",0,0,2,2022,RN
0,100,"87,03","62,38",0,0,1,2022,RN
0,100,"87,28","64,32",0,0,12,2021,RN
0,100,"87,81","77,94",0,0,11,2021,RN
0,100,"87,95","74,63",0,0,10,2021,RN
