semSeca,s0s4,s1s4,s2s4,s3s4,s4,mes,ano,uf
100,0,0,0,0,0,2,2023,ES
100,0,0,0,0,0,1,2023,ES
"45,3","54,7",0,0,0,0,12,2022,ES
0,100,"50,19",0,0,0,11,2022,ES
0,100,"81,16",0,0,0,10,2022,ES
0,100,"81,17",0,0,0,9,2022,ES
0,100,"64,43",0,0,0,8,2022,ES
0,100,"38,79",0,0,0,7,2022,ES
0,100,0,0,0,0,6,2022,ES
"59,36","40,64",0,0,0,0,5,2022,ES
"72,52","27,48",0,0,0,0,4,2022,ES
100,0,0,0,0,0,3,2022,ES
100,0,0,0,0,0,2,2022,ES
100,0,0,0,0,0,1,2022,ES
"74,15","25,85",0,0,0,0,12,2021,ES
"39,55","60,45","44,39",0,0,0,11,2021,ES
"12,35","87,65","51,28",0,0,0,10,2021,ES
"2,24","97,76","87,68",0,0,0,9,2021,ES
"1,93","98,07","48,95",0,0,0,8,2021,ES
"1,93","98,07","46,21",0,0,0,7,2021,ES
"14,81","85,19",0,0,0,0,6,2021,ES
"66,07","33,93",0,0,0,0,5,2021,ES
100,0,0,0,0,0,4,2021,ES
"98,01","1,99",0,0,0,0,3,2021,ES
"79,85","20,15",0,0,0,0,2,2021,ES
0,100,"20,07",0,0,0,1,2021,ES
"2,66","97,34",0,0,0,0,12,2020,ES
"36,06","63,94",0,0,0,0,11,2020,ES
"75,53","24,47",0,0,0,0,10,2020,ES
"47,71","52,29",0,0,0,0,9,2020,ES
"53,14","46,86",0,0,0,0,8,2020,ES
"41,06","58,94",0,0,0,0,7,2020,ES
"74,36","25,64",0,0,0,0,6,2020,ES
"79,17","20,83",0,0,0,0,5,2020,ES
100,0,0,0,0,0,4,2020,ES
100,0,0,0,0,0,3,2020,ES
"91,72","8,28",0,0,0,0,2,2020,ES
"75,88","24,12",0,0,0,0,1,2020,ES
"24,87","75,13","52,64","9,52",0,0,12,2019,ES
"17,64","82,36","43,43","12,91",0,0,11,2019,ES
"10,12","89,88","43,05","13,64",0,0,10,2019,ES
"16,41","83,59","24,73",0,0,0,9,2019,ES
"23,01","76,99","19,3",0,0,0,8,2019,ES
"35,94","64,06","13,08",0,0,0,7,2019,ES
"35,94","64,06",0,0,0,0,6,2019,ES
"44,93","55,07",0,0,0,0,5,2019,ES
0,100,0,0,0,0,4,2019,ES
"24,22","75,78","42,98",0,0,0,6,2025,GO
"3,58","96,42","61,22",0,0,0,5,2025,GO
"3,58","96,42","69,38",0,0,0,4,2025,GO
"3,58","96,42","74,98",0,0,0,3,2025,GO
0,100,"31,99",0,0,0,2,2025,GO
0,100,"28,43",0,0,0,1,2025,GO
0,100,"75,41","1,45",0,0,12,2024,GO
0,100,"96,08","27,41",0,0,11,2024,GO
0,100,100,"46,59",0,0,10,2024,GO
0,100,100,100,"48,77",0,9,2024,GO
0,100,"88,81","58,08",0,0,8,2024,GO
0,100,"88,68","19,08",0,0,7,2024,GO
"5,4","94,6","77,21","0,28",0,0,6,2024,GO
"5,4","94,6","68,45","0,28",0,0,5,2024,GO
"12,53","87,47","68,45","0,28",0,0,4,2024,GO
"11,02","88,98","69,75","0,28",0,0,3,2024,GO
"11,02","88,98","78,11","7,05",0,0,2,2024,GO
"0,13","99,87","78,19","8,87",0,0,1,2024,GO
"0,13","99,87","79,19","1,76",0,0,12,2023,GO
"2,38","97,62","15,7",0,0,0,11,2023,GO
"37,04","62,96","16,1",0,0,0,10,2023,GO
"20,86","79,14","34,03","3,94",0,0,9,2023,GO
"20,57","79,43","47,69","3,94",0,0,8,2023,GO
"8,36","91,64","47,77","20,26",0,0,7,2023,GO
"12,7","87,3","45,76","23,49",0,0,6,2023,GO
"13,19","86,81","46,21","23,49",0,0,5,2023,GO
"13,19","86,81","46,2","23,48",0,0,4,2023,GO
"24,21","75,79","40,66","23,47",0,0,3,2023,GO
"33,41","66,59","40,65","26,61",0,0,2,2023,GO
"39,56","60,44","40,77","29,96",0,0,1,2023,GO
"28,39","71,61","58,64","32,63","2,23",0,12,2022,GO
"11,55","88,45","71,51","32,84","2,74",0,11,2022,GO
0,100,"79,5","32,86","2,74",0,10,2022,GO
0,100,"79,5","36,22","3,24","0,2",9,2022,GO
0,100,86,"36,39","12,99","0,2",8,2022,GO
0,100,"68,35","36,39","13,01","0,21",7,2022,GO
"0,11","99,89","68,36","36,38","13,01","0,21",6,2022,GO
"4,08","95,92","60,49","36,38","13,01","0,21",5,2022,GO
"11,35","88,65","52,79","36,38","13,01","0,21",4,2022,GO
"33,62","66,38","52,79","36,38","13,01","0,21",3,2022,GO
"36,49","63,51","52,79","36,38","13,01","0,2",2,2022,GO
"28,32","71,68","62,15","49,28","14,18","0,27",1,2022,GO
"19,44","80,56","66,32","49,69","14,31","0,27",12,2021,GO
0,100,"69,77","61,05","24,86","0,27",11,2021,GO
0,100,"78,08","61,06","24,86","0,27",10,2021,GO
0,100,"83,92","62,01","29,2","0,27",9,2021,GO
"1,82","98,18","83,34","62,01","18,74",0,8,2021,GO
"1,82","98,18","80,75","62,01","9,78",0,7,2021,GO
"1,82","98,18","76,12","40,54","9,74",0,6,2021,GO
"1,8","98,2","75,77","40,55","7,74",0,5,2021,GO
"2,89","97,11","73,53","37,69","7,73",0,4,2021,GO
"3,36","96,64","73,52","33,91","7,74",0,3,2021,GO
"3,36","96,64","77,38","34,07","6,41",0,2,2021,GO
0,100,"96,62","61,5","6,41",0,1,2021,GO
"2,28","97,72","89,19","53,79","6,51",0,12,2020,GO
"2,94","97,06","76,93","53,11","6,43",0,11,2020,GO
"5,64","94,36","76,93","49,41","0,07",0,10,2020,GO
0,100,"78,45","49,41","0,04",0,9,2020,GO
"2,29","97,71","72,84","40,43","0,04",0,8,2020,GO
"6,64","93,36","70,27","25,03","0,05",0,7,2020,GO
"6,64","93,36","76,93","22,82",0,0,6,2020,GO
"15,06","84,94","69,46","27,59",0,0,6,2025,MA
"24,01","75,99","57,15","27,59",0,0,5,2025,MA
"24,22","75,78","57,16","20,12",0,0,4,2025,MA
"24,27","75,73","47,81","4,45",0,0,3,2025,MA
"10,18","89,82","67,64","6,46",0,0,2,2025,MA
0,100,"75,35","12,28",0,0,1,2025,MA
0,100,"98,05","29,13",0,0,12,2024,MA
0,100,"98,07","14,84",0,0,11,2024,MA
0,100,"90,84","3,3",0,0,10,2024,MA
0,100,"61,44","3,3",0,0,9,2024,MA
"1,66","98,34","12,42",0,0,0,8,2024,MA
"26,74","73,26","5,77",0,0,0,7,2024,MA
"68,88","31,12","5,71",0,0,0,6,2024,MA
"82,13","17,87","5,71",0,0,0,5,2024,MA
"82,28","17,72","5,71",0,0,0,4,2024,MA
"52,19","47,81","5,71",0,0,0,3,2024,MA
"8,26","91,74","34,08","13,1",0,0,2,2024,MA
"2,46","97,54","61,38","13,1",0,0,1,2024,MA
"2,54","97,46","67,2","1,02",0,0,12,2023,MA
"2,54","97,46","71,65",0,0,0,11,2023,MA
"4,22","95,78",54,0,0,0,10,2023,MA
"6,43","93,57","4,52",0,0,0,9,2023,MA
"46,49","53,51","1,51",0,0,0,8,2023,MA
"60,04","39,96","1,51",0,0,0,7,2023,MA
60,40,"1,51",0,0,0,6,2023,MA
"83,76","16,24","1,51",0,0,0,5,2023,MA
"83,77","16,23","1,51",0,0,0,4,2023,MA
"86,29","13,71",0,0,0,0,3,2023,MA
"90,34","9,66",0,0,0,0,2,2023,MA
100,0,0,0,0,0,1,2023,MA
100,0,0,0,0,0,12,2022,MA
"87,79","12,21",0,0,0,0,11,2022,MA
"65,56","34,44","0,01",0,0,0,10,2022,MA
"58,45","41,55","0,01",0,0,0,9,2022,MA
"75,47","24,53","0,01",0,0,0,8,2022,MA
"89,19","10,81",0,0,0,0,7,2022,MA
"94,01","5,99",0,0,0,0,6,2022,MA
"93,47","6,53",0,0,0,0,5,2022,MA
"93,47","6,53",0,0,0,0,4,2022,MA
"95,38","4,62",0,0,0,0,3,2022,MA
"89,42","10,58",0,0,0,0,2,2022,MA
100,0,0,0,0,0,1,2022,MA
"89,35","10,65",0,0,0,0,12,2021,MA
"44,57","55,43","13,76",0,0,0,11,2021,MA
"33,79","66,21","36,37",0,0,0,10,2021,MA
"33,79","66,21","36,37",0,0,0,9,2021,MA
"30,17","69,83","41,22",0,0,0,8,2021,MA
"29,41","70,59","37,3",0,0,0,7,2021,MA
"28,06","71,94","29,43",0,0,0,6,2021,MA
"27,69","72,31","17,86",0,0,0,5,2021,MA
"36,21","63,79","17,85",0,0,0,4,2021,MA
"41,79","58,21","16,21",0,0,0,3,2021,MA
"38,05","61,95","18,2",0,0,0,2,2021,MA
"25,91","74,09","18,24",0,0,0,1,2021,MA
"22,21","77,79","27,62",0,0,0,12,2020,MA
"16,88","83,12","28,62","4,17",0,0,11,2020,MA
"3,7","96,3","34,6","4,17",0,0,10,2020,MA
"4,82","95,18","23,77",0,0,0,9,2020,MA
"12,32","87,68","0,11",0,0,0,8,2020,MA
"46,35","53,65",0,0,0,0,7,2020,MA
"70,8","29,2",0,0,0,0,6,2020,MA
"79,63","20,37",0,0,0,0,5,2020,MA
"76,91","23,09","4,74",0,0,0,4,2020,MA
"65,06","34,94","0,44",0,0,0,3,2020,MA
"52,73","47,27","22,42",0,0,0,2,2020,MA
"41,39","58,61","26,72","0,05",0,0,1,2020,MA
"26,52","73,48","26,72","2,7",0,0,12,2019,MA
"23,58","76,42","26,72","2,69",0,0,11,2019,MA
"30,48","69,52","10,34",0,0,0,10,2019,MA
"50,84","49,16",0,0,0,0,9,2019,MA
"65,35","34,65",0,0,0,0,8,2019,MA
"91,64","8,36",0,0,0,0,7,2019,MA
"91,64","8,36",0,0,0,0,6,2019,MA
"96,66","3,34",0,0,0,0,5,2019,MA
"92,35","7,65",0,0,0,0,4,2019,MA
"67,48","32,52","18,29",0,0,0,3,2019,MA
"49,66","50,34","22,65",0,0,0,2,2019,MA
"51,81","48,19","22,65","4,47",0,0,1,2019,MA
"40,86","59,14",32,"8,52",0,0,12,2018,MA
"16,07","83,93","38,55","8,52",0,0,11,2018,MA
"14,36","85,64","38,55","8,52",0,0,10,2018,MA
"14,36","85,64","49,94","22,34",0,0,9,,MA
"39,73","60,27","43,29","4,17",0,0,8,2018,MA
"39,73","60,27","33,76","4,17",0,0,7,2018,MA
"52,42","47,58","16,66",0,0,0,6,2018,MA
"81,35","18,65","6,35",0,0,0,5,2018,MA
"81,36","18,64","6,35",0,0,0,4,2018,MA
"46,74","53,26","16,65","0,72",0,0,3,2018,MA
"20,81","79,19","46,89","15,45",0,0,2,2018,MA
0,100,"81,45","55,13","10,52",0,1,2018,MA
0,100,100,"81,92","37,41",0,12,2017,MA
0,100,100,"72,39","8,76",0,11,2017,MA
0,100,"96,72","34,81","13,68",0,10,2017,MA
"0,04","99,96","88,59","16,62","1,84",0,9,2017,MA
"9,24","90,76","17,65","1,87",0,0,8,2017,MA
"56,19","43,81","2,93",0,0,0,7,2017,MA
"56,19","43,81","2,93",0,0,0,6,2017,MA
"91,5","8,5","2,13",0,0,0,5,2017,MA
"77,63","22,37","0,78",0,0,0,4,2017,MA
"26,15","73,85","13,1","5,05","0,21",0,3,2017,MA
0,100,"69,42","8,42","0,21",0,2,2017,MA
0,100,100,"78,61","39,28","1,99",1,2017,MA
0,100,100,100,"81,4","38,63",12,2016,MA
0,100,100,100,"90,03","27,86",11,2016,MA
0,100,100,100,"80,98","12,09",10,2016,MA
0,100,100,"99,28","60,89",0,9,2016,MA
0,100,100,"87,42","56,82",0,8,2016,MA
0,100,100,"79,96","23,33",0,7,2016,MA
0,100,"90,54","75,46","14,85",0,6,2016,MA
"0,05","99,95","89,04","73,83",0,0,5,2016,MA
"0,06","99,94","76,39","52,59",0,0,4,2016,MA
"0,06","99,94","85,63","39,26",0,0,3,2016,MA
0,100,100,"79,08","38,97",0,2,2016,MA
0,100,100,"71,52","19,51",0,1,2016,MA
0,100,100,100,"49,74","2,52",12,2015,MA
0,100,100,"76,54","29,6",0,11,2015,MA
"0,05","99,95","97,53","63,06","19,44",0,10,2015,MA
"0,05","99,95","95,47","49,7","0,17",0,9,2015,MA
"0,05","99,95","99,45","29,64",0,0,8,2015,MA
"0,05","99,95","90,48","12,5",0,0,7,2015,MA
"0,05","99,95","87,56","10,4",0,0,6,2015,MA
"0,05","99,95","95,47","1,12",0,0,5,2015,MA
0,100,"82,4","53,06",0,0,4,2015,MA
"0,02","99,98","92,64","28,37","0,03",0,3,2015,MA
"0,26","99,74","87,35","27,18","17,41",0,2,2015,MA
"0,03","99,97","87,19","39,51","18,77",0,1,2015,MA
"0,02","99,98","48,91","10,03",0,0,12,2014,MA
"33,33","66,67","48,91","21,9",0,"0,13",11,2014,MA
"35,93","64,07","37,33","14,37",0,0,10,2014,MA
"43,69","56,31","30,49",0,0,0,9,2014,MA
"56,9","43,1","17,72",0,0,0,8,2014,MA
"56,9","43,1","17,6",0,0,0,7,2014,MA
100,0,0,0,0,0,6,2025,MT
"79,61","20,39",0,0,0,0,5,2025,MT
"71,08","28,92","14,56",0,0,0,4,2025,MT
"26,11","73,89","24,86",0,0,0,3,2025,MT
"17,63","82,37","16,89",0,0,0,2,2025,MT
0,100,"72,91","6,6",0,0,1,2025,MT
0,100,"83,17","37,96",0,0,12,2024,MT
0,100,"88,2","58,41",0,0,11,2024,MT
0,100,100,"59,66",0,0,10,2024,MT
0,100,100,"67,9","4,16",0,9,2024,MT
0,100,99,"60,55",0,0,8,2024,MT
0,100,"73,07","32,78",0,0,7,2024,MT
"16,09","83,91","69,19","29,68",0,0,6,2024,MT
"16,09","83,91","69,08","26,99","3,34",0,5,2024,MT
"16,09","83,91","70,97","29,07","3,34",0,4,2024,MT
"0,84","99,16","83,17","36,03","6,55",0,3,2024,MT
"0,84","99,16","82,4","29,77","5,49",0,2,2024,MT
"0,84","99,16","87,55","27,79","6,11","1,86",1,2024,MT
"0,84","99,16","94,76","27,79","6,11","1,86",12,2023,MT
"0,84","99,16","53,42","13,79","2,84",0,11,2023,MT
"11,1","88,9","51,91","13,79","2,84",0,10,2023,MT
"16,17","83,83","39,28","16,71","1,71",0,9,2023,MT
"14,26","85,74","41,86","18,03","1,71",0,8,2023,MT
"14,15","85,85","41,09",18,"1,71",0,7,2023,MT
"32,34","67,66","40,86","14,27",0,0,6,2023,MT
"30,07","69,93","40,86","14,27",0,0,5,2023,MT
"33,66","66,34","43,15","14,7",0,0,4,2023,MT
"33,36","66,64","41,09","12,54",0,0,3,2023,MT
"29,32","70,68","42,84","11,76",0,0,2,2023,MT
"29,4","70,6","43,26","11,93",0,0,1,2023,MT
"20,14","79,86","46,1","4,09","0,64",0,12,2022,MT
"7,56","92,44","48,41","4,09","0,64",0,11,2022,MT
"2,55","97,45","40,35","4,09","0,64",0,10,2022,MT
"2,41","97,59","34,38","6,06","0,7",0,9,2022,MT
"1,94","98,06","32,18","7,64","1,64",0,8,2022,MT
"4,06","95,94","29,94","10,01","2,61",0,7,2022,MT
"10,46","89,54","26,66","10,01","2,61",0,6,2022,MT
"21,21","78,79","23,28","10,01","2,61",0,5,2022,MT
"32,17","67,83","23,28","8,08","2,61",0,4,2022,MT
"44,67","55,33","23,28","8,08","2,61",0,3,2022,MT
"64,29","35,71","25,34","11,88","2,61",0,2,2022,MT
"59,59","40,41","26,67","14,68","5,4",0,1,2022,MT
"48,73","51,27","29,2","15,12","5,4",0,12,2021,MT
"25,09","74,91","34,72","15,11","6,25",0,11,2021,MT
"17,02","82,98","43,2","15,11","6,25",0,10,2021,MT
"17,02","82,98","39,76","15,1","6,25",0,9,2021,MT
0,100,"41,18","14,8","4,06",0,8,2021,MT
0,100,"27,48","14,8","4,06",0,7,2021,MT
"11,95","88,05","24,54","13,42","4,06",0,6,2021,MT
"50,12","49,88",0,0,0,0,6,2025,MS
"27,58","72,42","9,16",0,0,0,5,2025,MS
0,100,"40,36",0,0,0,4,2025,MS
0,100,100,"26,29",0,0,3,2025,MS
0,100,100,"28,61",0,0,2,2025,MS
0,100,100,"21,69",0,0,1,2025,MS
0,100,100,"41,73",0,0,12,2024,MS
0,100,100,"66,85",0,0,11,2024,MS
0,100,100,"55,99",0,0,10,2024,MS
0,100,"94,92","52,65","0,59",0,9,2024,MS
0,100,"94,92","48,6",0,0,8,2024,MS
0,100,"63,81","33,5",0,0,7,2024,MS
"15,3","84,7","53,28","11,45",0,0,6,2024,MS
"15,3","84,7","31,68","0,16",0,0,5,2024,MS
"21,18","78,82","31,68","0,16",0,0,4,2024,MS
"17,86","82,14","27,69","0,16",0,0,3,2024,MS
"32,16","67,84","19,91","0,16",0,0,2,2024,MS
"25,09","74,91","17,6","0,16",0,0,1,2024,MS
"25,09","74,91","9,34","0,17",0,0,12,2023,MS
"46,29","53,71","9,34","0,19",0,0,11,2023,MS
"58,13","41,87","1,71","0,19",0,0,10,2023,MS
"83,41","16,59","1,71","0,19",0,0,9,2023,MS
"86,23","13,77","2,74","0,19",0,0,8,2023,MS
"88,34","11,66","2,74","0,18",0,0,7,2023,MS
"84,53","15,47","2,74",0,0,0,6,2023,MS
"68,65","31,35","5,8",0,0,0,5,2023,MS
"60,35","39,65","20,53","1,21",0,0,4,2023,MS
"49,77","50,23","32,51","9,07",0,0,3,2023,MS
"38,33","61,67","39,62","21,28",0,0,2,2023,MS
"33,21","66,79","54,18","26,32","1,19",0,1,2023,MS
"33,02","66,98","54,35",30,"6,83",0,12,2022,MS
"27,46","72,54","58,62","30,62","7,9",0,11,2022,MS
"27,46","72,54","58,62","30,62","7,9",0,10,2022,MS
"13,53","86,47","59,42","34,93","8,75","0,51",9,2022,MS
"12,35","87,65","70,3","40,54","19,73","0,51",8,2022,MS
0,100,"87,17","50,36","25,53","0,51",7,2022,MS
0,100,"93,56","50,34","25,53","0,51",6,2022,MS
0,100,"99,79","53,48","25,53","0,51",5,2022,MS
0,100,100,"67,41","29,14","0,51",4,2022,MS
0,100,100,"80,83","29,61","0,51",3,2022,MS
0,100,100,"84,19","26,11","1,79",2,2022,MS
0,100,100,"77,26","22,45","3,64",1,2022,MS
0,100,100,"76,54","19,3","3,64",12,2021,MS
0,100,100,"78,41","27,91","3,64",11,2021,MS
0,100,100,"81,48","27,93","3,64",10,2021,MS
0,100,100,"80,53","27,93","3,64",9,2021,MS
0,100,100,"69,78","9,47",0,8,2021,MS
0,100,100,"66,06","9,41",0,7,2021,MS
0,100,"87,26","39,69","7,86",0,6,2021,MS
0,100,100,"33,29","4,87",0,5,2021,MS
0,100,"77,01","19,57","4,87",0,4,2021,MS
0,100,"76,48","18,89","4,87",0,3,2021,MS
0,100,"86,49","17,35","0,65",0,2,2021,MS
0,100,"92,88","42,71","5,37",0,1,2021,MS
0,100,100,"77,03","12,12",0,12,2020,MS
0,100,100,"66,93","11,19",0,11,2020,MS
0,100,100,"47,67","12,3",0,10,2020,MS
0,100,100,"60,04","24,08",0,9,2020,MS
0,100,100,"54,43","1,28",0,8,2020,MS
0,100,100,"48,72","1,28",0,7,2020,MS
"16,88","83,12","34,34","1,58",0,0,6,2025,MG
"16,93","83,07","37,43","1,57",0,0,5,2025,MG
"26,25","73,75","38,62","1,74",0,0,4,2025,MG
0,100,"43,67",0,0,0,3,2025,MG
0,100,"16,05",0,0,0,2,2025,MG
"61,66","38,34","9,55",0,0,0,1,2025,MG
"7,13","92,87","17,92",0,0,0,12,2024,MG
0,100,"47,94","3,87",0,0,11,2024,MG
0,100,"73,61","24,29",0,0,10,2024,MG
0,100,"90,63","38,65","4,05",0,9,2024,MG
0,100,"81,98","15,54",0,0,8,2024,MG
0,100,"33,32","5,13",0,0,7,2024,MG
"22,42","77,58","20,75",0,0,0,6,2024,MG
"42,98","57,02","17,1",0,0,0,5,2024,MG
"44,34","55,66","15,85",0,0,0,4,2024,MG
"42,5","57,5","15,36",0,0,0,3,2024,MG
"33,78","66,22","16,93",0,0,0,2,2024,MG
"11,33","88,67","20,73","0,15",0,0,1,2024,MG
"17,53","82,47","36,26","0,57",0,0,12,2023,MG
"46,92","53,08","12,42","0,41",0,0,11,2023,MG
"64,29","35,71","2,11",0,0,0,10,2023,MG
"26,62","73,38","7,66",0,0,0,9,2023,MG
"25,77","74,23","7,65",0,0,0,8,2023,MG
"17,96","82,04","12,47",0,0,0,7,2023,MG
"21,03","78,97","11,76",0,0,0,6,2023,MG
"21,09","78,91","12,13",0,0,0,5,2023,MG
"48,89","51,11","7,59",0,0,0,4,2023,MG
"45,29","54,71","11,24",0,0,0,3,2023,MG
"70,49","29,51","11,24","2,11",0,0,2,2023,MG
"68,04","31,96","13,1","7,52",0,0,1,2023,MG
"33,39","66,61","15,94","11,72","6,16",0,12,2022,MG
"5,1","94,9","35,7","11,84","7,14",0,11,2022,MG
"4,67","95,33","49,02","11,84","7,14","2,17",10,2022,MG
"1,74","98,26","50,44","17,39","7,8","2,87",9,2022,MG
0,100,"45,32","17,86","7,81","2,87",8,2022,MG
"11,56","88,44","37,08","17,86","7,81","2,87",7,2022,MG
"25,1","74,9","28,06","17,86","7,81","2,87",6,2022,MG
"50,72","49,28","27,51","17,86","7,81","2,87",5,2022,MG
"60,99","39,01","27,51","17,86","7,81","2,87",4,2022,MG
"67,23","32,77","27,51","17,86","7,81","2,87",3,2022,MG
"67,23","32,77","27,51","17,87","7,81","2,95",2,2022,MG
"59,7","40,3","30,4","23,32","10,51","2,94",1,2022,MG
"46,75","53,25","33,03",27,"13,8","3,09",12,2021,MG
"9,06","90,94","48,45","27,58","15,6","3,09",11,2021,MG
"1,26","98,74","67,54","31,08","17,77","3,09",10,2021,MG
0,100,"78,49","33,18","17,77","3,09",9,2021,MG
"0,02","99,98","67,3","31,17","14,93","2,74",8,2021,MG
"0,02","99,98","56,84","21,15","3,61","0,15",7,2021,MG
"16,25","83,75","41,13","15,71","3,47","0,15",6,2021,MG
"23,12","76,88","35,65","13,02","3,35","0,15",5,2021,MG
"39,25","60,75","29,8","13,02","3,35","0,09",4,2021,MG
"39,4","60,6","29,79","12,13","3,29","0,09",3,2021,MG
"44,9","55,1","28,24","12,13","2,95",0,2,2021,MG
"4,96","95,04","34,6","16,21","2,93",0,1,2021,MG
"29,31","70,69","27,04","11,21","2,98",0,12,2020,MG
"35,23","64,77","30,73","18,09","2,96",0,11,2020,MG
"34,27","65,73","30,27","16,93","2,96",0,10,2020,MG
"18,32","81,68","33,15","15,12","2,92",0,9,2020,MG
"31,98","68,02","24,74","8,01","2,92",0,8,2020,MG
"46,08","53,92","16,19","7,91","2,92",0,7,2020,MG
"48,47","51,53","17,84","4,44","2,67",0,6,2020,MG
"61,49","38,51","13,85","4,49","2,49",0,5,2020,MG
"60,2","39,8","26,34","3,45",0,0,4,2020,MG
"58,51","41,49","28,1","3,96",0,0,3,2020,MG
"49,32","50,68","32,79","14,63",0,0,2,2020,MG
"25,62","74,38","43,35","14,37",0,0,1,2020,MG
"3,28","96,72","78,59","40,04",0,0,12,2019,MG
"1,92","98,08","82,97","40,84",0,0,11,2019,MG
"0,37","99,63","71,89","29,11",0,0,10,2019,MG
"0,37","99,63","64,26","16,26",0,0,9,2019,MG
"0,38","99,62","34,85","14,16",0,0,8,2019,MG
"21,62","78,38","32,12",0,0,0,7,2019,MG
"44,63","55,37","19,15",0,0,0,6,2019,MG
"56,29","43,71","12,89",0,0,0,5,2019,MG
"56,29","43,71",0,0,0,0,4,2019,MG
"49,1","50,9","12,46",0,0,0,3,2019,MG
"4,43","95,57","71,39","48,23","21,5","2,14",2,2019,MG
"41,44","58,56","19,17",0,0,0,1,2019,MG
"53,15","46,85","11,13",0,0,0,12,2018,MG
"73,2","26,8","19,9",0,0,0,11,2018,MG
"96,88","3,12",0,0,0,0,6,2025,PA
100,0,0,0,0,0,5,2025,PA
100,0,0,0,0,0,4,2025,PA
100,0,0,0,0,0,3,2025,PA
"92,51","7,49",0,0,0,0,2,2025,PA
0,100,"25,19",0,0,0,1,2025,PA
0,100,"58,05","15,31",0,0,12,2024,PA
0,100,"78,29","20,74",0,0,11,2024,PA
0,100,"88,29","16,9",0,0,10,2024,PA
0,100,"90,9","2,77",0,0,9,2024,PA
0,100,"40,59","2,17",0,0,8,2024,PA
"16,3","83,7","24,42","0,9",0,0,7,2024,PA
"33,92","66,08","16,18","0,9",0,0,6,2024,PA
"32,53","67,47","31,12","0,9",0,0,5,2024,PA
"26,29","73,71","37,05","0,9",0,0,4,2024,PA
"20,01","79,99","35,55","0,96",0,0,3,2024,PA
"19,22","80,78","40,43","3,22",0,0,2,2024,PA
"15,6","84,4","44,22","7,57",0,0,1,2024,PA
"2,48","97,52","47,92","0,83",0,0,12,2023,PA
0,100,"49,92","0,25",0,0,11,2023,PA
"3,68","96,32","40,96","5,89",0,0,10,2023,PA
"27,8","72,2","21,95","0,22",0,0,9,2023,PA
"41,14","58,86","11,91","0,22",0,0,8,2023,PA
"52,13","47,87","9,68","0,22",0,0,7,2023,PA
"60,67","39,33","9,51","0,22",0,0,6,2023,PA
"72,07","27,93","7,01","0,22",0,0,5,2023,PA
"69,19","30,81","4,01","0,22",0,0,4,2023,PA
"12,68","87,32","77,52","51,91",0,0,6,2025,PB
"12,67","87,33","67,58","52,86",0,0,5,2025,PB
"0,03","99,97","62,87",0,0,0,4,2025,PB
"8,48","91,52","25,08",0,0,0,3,2025,PB
"8,48","91,52",0,0,0,0,2,2025,PB
0,100,0,0,0,0,1,2025,PB
0,100,"99,99",0,0,0,12,2024,PB
0,100,"91,62",0,0,0,11,2024,PB
0,100,"8,33",0,0,0,10,2024,PB
0,100,0,0,0,0,9,2024,PB
"54,85","45,15",0,0,0,0,8,2024,PB
"74,43","25,57",0,0,0,0,7,2024,PB
100,0,0,0,0,0,6,2024,PB
100,0,0,0,0,0,5,2024,PB
100,0,0,0,0,0,4,2024,PB
"74,8","25,2",0,0,0,0,3,2024,PB
"20,82","79,18","20,02",0,0,0,2,2024,PB
"16,82","83,18","61,73","0,94",0,0,1,2024,PB
"16,82","83,18","49,73",0,0,0,12,2023,PB
"15,52","84,48","41,3",0,0,0,11,2023,PB
"15,52","84,48","34,49",0,0,0,10,2023,PB
"19,64","80,36","14,75",0,0,0,9,2023,PB
"66,68","33,32","4,17",0,0,0,8,2023,PB
"75,42","24,58","4,17",0,0,0,7,2023,PB
"85,63","14,37",0,0,0,0,6,2023,PB
"65,76","34,24",0,0,0,0,5,2023,PB
"67,35","32,65",0,0,0,0,4,2023,PB
"74,8","25,2",0,0,0,0,3,2023,PB
"64,4","35,6","2,07",0,0,0,2,2023,PB
"92,59","7,41","2,07",0,0,0,1,2023,PB
"92,31","7,69","2,36",0,0,0,12,2022,PB
"76,46","23,54","7,7",0,0,0,11,2022,PB
"53,59","46,41","7,77",0,0,0,10,2022,PB
"56,39","43,61","7,34",0,0,0,9,2022,PB
"63,91","36,09","7,34",0,0,0,8,2022,PB
"64,93","35,07","13,02",0,0,0,7,2022,PB
"57,53","42,47","28,98",0,0,0,6,2022,PB
"50,42","49,58","30,34",0,0,0,5,2022,PB
"37,93","62,07","57,43","24,28",0,0,4,2022,PB
"34,16","65,84","57,43","22,27",0,0,3,2022,PB
"14,39","85,61","64,13","32,52",0,0,2,2022,PB
"14,69","85,31","64,13","33,06",0,0,1,2022,PB
0,100,"65,85","33,37",0,0,12,2021,PB
0,100,"66,55","40,22",0,0,11,2021,PB
0,100,"66,38","27,2",0,0,10,2021,PB
0,100,"61,64","26,91",0,0,9,2021,PB
0,100,"61,64","26,91",0,0,8,2021,PB
0,100,"60,47","25,68",0,0,7,2021,PB
0,100,"57,26","21,07",0,0,6,2021,PB
"13,24","86,76","56,77","5,38",0,0,5,2021,PB
"12,69","87,31","55,02","5,38",0,0,4,2021,PB
0,100,"62,62","0,34",0,0,3,2021,PB
0,100,"58,27",0,0,0,2,2021,PB
