mapas,semSeca,s0s4,s1s4,s2s4,s3s4,s4,estado
Julho de 2015,"24,69","75,31","71,88","68,05","62,04","8,8",Rio Grande do Norte
Junho de 2015,"7,97","92,03","77,68","70,03","57,72","11,24",Rio Grande do Norte
Maio de 2015,0,100,"72,91","59,33","51,07","3,42",Rio Grande do Norte
Abril de 2015,"7,97","92,03","77,68","70,03","57,72","11,24",Rio Grande do Norte
Março de 2015,"7,68","92,32","77,46","67,81","46,48","12,33",Rio Grande do Norte
Fevereiro de 2015,0,100,"87,74","76,78","60,6","12,33",Rio Grande do Norte
Janeiro de 2015,"7,6","92,4","87,79","76,84","62,26","17,14",Rio Grande do Norte
Dezembro de 2014,"9,95","90,05","84,55","75,89","56,11","24,8",Rio Grande do Norte
Novembro de 2014,"21,63","78,37","72,44","45,44","5,04",0,Rio Grande do Norte
Outubro de 2014,"12,79","87,21","62,98","15,19","3,9",0,Rio Grande do Norte
Setembro de 2014,"10,74","89,26","69,7","21,72","8,08",0,Rio Grande do Norte
Agosto de 2014,"12,07","87,93","53,35","31,25",0,0,Rio Grande do Norte
Julho de 2014,"27,27","72,73","30,55","1,9",0,0,Rio Grande do Norte
Junho de 2025,93,7,"3,02",0,0,0,Rio Grande do Sul
Maio de 2025,"0,01","99,99","88,62","3,02",0,0,Rio Grande do Sul
Abril de 2025,"0,01","99,99","88,62","51,05",0,0,Rio Grande do Sul
Março de 2025,"0,01","99,99","88,63","40,62",0,0,Rio Grande do Sul
Fevereiro de 2025,"0,01","99,99","60,26","31,8",0,0,Rio Grande do Sul
Janeiro de 2025,"22,99","77,01","42,17","31,8",0,0,Rio Grande do Sul
Dezembro de 2024,"71,17","28,83",0,0,0,0,Rio Grande do Sul
Novembro de 2024,"95,62","4,38",0,0,0,0,Rio Grande do Sul
Outubro de 2024,100,0,0,0,0,0,Rio Grande do Sul
Setembro de 2024,100,0,0,0,0,0,Rio Grande do Sul
Agosto de 2024,100,0,0,0,0,0,Rio Grande do Sul
Julho de 2024,100,0,0,0,0,0,Rio Grande do Sul
Junho de 2024,100,0,0,0,0,0,Rio Grande do Sul
Maio de 2024,100,0,0,0,0,0,Rio Grande do Sul
Abril de 2024,100,0,0,0,0,0,Rio Grande do Sul
Março de 2024,100,0,0,0,0,0,Rio Grande do Sul
Fevereiro de 2024,100,0,0,0,0,0,Rio Grande do Sul
Janeiro de 2024,100,0,0,0,0,0,Rio Grande do Sul
Dezembro de 2023,100,0,0,0,0,0,Rio Grande do Sul
Novembro de 2023,100,0,0,0,0,0,Rio Grande do Sul
Outubro de 2023,100,0,0,0,0,0,Rio Grande do Sul
Setembro de 2023,"77,14","22,86",0,0,0,0,Rio Grande do Sul
Agosto de 2023,"44,98","55,02","37,25","22,81",0,0,Rio Grande do Sul
Julho de 2023,"32,15","67,85","42,66","22,81",0,0,Rio Grande do Sul
Junho de 2023,0,100,"88,88","40,1","21,43",0,Rio Grande do Sul
Maio de 2023,0,100,"96,11","40,1","21,43",0,Rio Grande do Sul
Abril de 2023,0,100,"96,11","55,26","21,43",0,Rio Grande do Sul
Março de 2023,0,100,"96,11","55,26","21,43",0,Rio Grande do Sul
Fevereiro de 2023,0,100,"93,73","55,26","21,43",0,Rio Grande do Sul
Janeiro de 2023,0,100,"90,09","41,91","21,43",0,Rio Grande do Sul
Dezembro de 2022,0,100,"49,65","29,91",0,0,Rio Grande do Sul
Novembro de 2022,"6,05","93,95","29,32",0,0,0,Rio Grande do Sul
Outubro de 2022,"34,91","65,09","29,33",0,0,0,Rio Grande do Sul
Setembro de 2022,"50,28","49,72","29,29",0,0,0,Rio Grande do Sul
Agosto de 2022,"50,28","49,72","29,29",0,0,0,Rio Grande do Sul
Julho de 2022,"50,28","49,72","34,45",0,0,0,Rio Grande do Sul
Junho de 2022,"35,12","64,88","39,99","5,18",0,0,Rio Grande do Sul
Maio de 2022,"12,77","87,23","60,9","23,2",0,0,Rio Grande do Sul
Abril de 2022,"12,01","87,99","70,72","44,68",0,0,Rio Grande do Sul
Março de 2022,0,100,"87,47","68,04","27,95",0,Rio Grande do Sul
Fevereiro de 2022,0,100,"87,45","68,04","27,94",0,Rio Grande do Sul
Janeiro de 2022,0,100,"84,02","67,35","9,91",0,Rio Grande do Sul
Dezembro de 2021,0,100,"83,44","29,08","0,89",0,Rio Grande do Sul
Novembro de 2021,0,100,"51,16","8,07","0,62",0,Rio Grande do Sul
Outubro de 2021,0,100,"45,74","8,06","0,62",0,Rio Grande do Sul
Setembro de 2021,0,100,"45,75","8,55","2,04",0,Rio Grande do Sul
Agosto de 2021,0,100,"69,63","4,78","2,04",0,Rio Grande do Sul
Julho de 2021,0,100,"65,06","4,78","0,15",0,Rio Grande do Sul
Junho de 2021,0,100,"37,71","3,7",0,0,Rio Grande do Sul
Maio de 2021,0,100,100,20,"0,42",0,Rio Grande do Sul
Abril de 2021,0,100,100,"75,11",0,0,Rio Grande do Sul
Março de 2021,0,100,"85,15","30,15",0,0,Rio Grande do Sul
Fevereiro de 2021,0,100,"96,29","57,6",0,0,Rio Grande do Sul
Janeiro de 2021,0,100,100,"71,67","1,97",0,Rio Grande do Sul
Dezembro de 2020,0,100,100,"86,58","7,71",0,Rio Grande do Sul
Novembro de 2020,0,100,"97,89","60,76","0,51",0,Rio Grande do Sul
Outubro de 2020,0,100,"65,97","1,95",0,0,Rio Grande do Sul
Setembro de 2020,"13,32","86,68","20,49",0,0,0,Rio Grande do Sul
Agosto de 2020,"10,44","89,56","27,47",0,0,0,Rio Grande do Sul
Junho de 2025,"60,68","39,32",0,0,0,0,Rondônia
Maio de 2025,"55,89","44,11",0,0,0,0,Rondônia
Abril de 2025,100,0,0,0,0,0,Rondônia
Março de 2025,"57,45","42,55","7,89",0,0,0,Rondônia
Fevereiro de 2025,0,100,"51,07","7,89",0,0,Rondônia
Janeiro de 2025,0,100,100,"10,48",0,0,Rondônia
Dezembro de 2024,0,100,100,"66,03","9,94",0,Rondônia
Novembro de 2024,0,100,100,"84,33","11,06",0,Rondônia
Outubro de 2024,0,100,100,"84,33","12,31",0,Rondônia
Setembro de 2024,0,100,100,"76,64","12,31",0,Rondônia
Agosto de 2024,0,100,100,"67,38","12,32",0,Rondônia
Julho de 2024,0,100,"67,49","24,7","0,18",0,Rondônia
Junho de 2024,"32,46","67,54","49,99","18,6",0,0,Rondônia
Maio de 2024,"32,46","67,54","49,98","18,4",0,0,Rondônia
Abril de 2024,"33,07","66,93","50,08","18,4",0,0,Rondônia
Março de 2024,0,100,"57,87","24,97",0,0,Rondônia
Fevereiro de 2024,0,100,"64,07","24,97","4,89",0,Rondônia
Janeiro de 2024,0,100,"69,77","25,42","4,89","1,57",Rondônia
Dezembro de 2023,0,100,"69,77","25,42","4,89","1,57",Rondônia
Novembro de 2023,0,100,"52,04","20,83","3,09",0,Rondônia
Outubro de 2023,0,100,"40,57","20,78","3,09",0,Rondônia
Setembro de 2023,"38,92","61,08","22,14","7,39",0,0,Rondônia
Agosto de 2023,"46,38","53,62","21,82","7,4",0,0,Rondônia
Julho de 2023,"51,3","48,7","18,19","3,31",0,0,Rondônia
Junho de 2023,"58,21","41,79","19,99","9,98",0,0,Rondônia
Maio de 2023,"47,09","52,91","19,99","9,98",0,0,Rondônia
Abril de 2023,"28,91","71,09","31,9","9,98",0,0,Rondônia
Março de 2023,"27,89","72,11","31,9","9,98",0,0,Rondônia
Fevereiro de 2023,"23,91","76,09","29,05","9,98",0,0,Rondônia
Janeiro de 2023,"29,91","70,09","25,55","9,98",0,0,Rondônia
Dezembro de 2022,"38,07","61,93","16,39",0,0,0,Rondônia
Novembro de 2022,"49,48","50,52","16,39",0,0,0,Rondônia
Outubro de 2022,"53,89","46,11","9,66",0,0,0,Rondônia
Setembro de 2022,"55,31","44,69","9,55",0,0,0,Rondônia
Agosto de 2022,"44,12","55,88","9,54",0,0,0,Rondônia
Junho de 2025,"86,48","13,52",0,0,0,0,Roraima
Maio de 2025,"86,41","13,59",0,0,0,0,Roraima
Abril de 2025,100,0,0,0,0,0,Roraima
Março de 2025,"97,76","2,24","0,05",0,0,0,Roraima
Fevereiro de 2025,"86,66","13,34","0,04",0,0,0,Roraima
Janeiro de 2025,"63,63","36,37","13,94",0,0,0,Roraima
Dezembro de 2024,"63,63","36,37","13,94",0,0,0,Roraima
Novembro de 2024,"72,39","27,61","13,62",0,0,0,Roraima
Outubro de 2024,"68,2","31,8","20,38",0,0,0,Roraima
Setembro de 2024,"23,03","76,97","28,09",0,0,0,Roraima
Agosto de 2024,"23,05","76,95","27,51",0,0,0,Roraima
Julho de 2024,"23,05","76,95","12,42",0,0,0,Roraima
Junho de 2024,0,100,"30,89",0,0,0,Roraima
Maio de 2024,0,100,"88,6","18,31",0,0,Roraima
Abril de 2024,0,100,100,"70,83",0,0,Roraima
Março de 2024,0,100,"99,19","70,83",0,0,Roraima
Fevereiro de 2024,0,100,"99,19","64,32",0,0,Roraima
Janeiro de 2024,0,100,"99,19","64,32",0,0,Roraima
Dezembro de 2023,0,100,"99,19","36,99",0,0,Roraima
Novembro de 2023,0,100,100,"24,79",0,0,Roraima
Junho de 2025,"19,26","80,74","51,9",0,0,0,Santa Catarina
Maio de 2025,"1,91","98,09","72,26","14,36",0,0,Santa Catarina
Abril de 2025,"5,44","94,56","63,76","11,43",0,0,Santa Catarina
Março de 2025,"5,44","94,56","63,76","11,1",0,0,Santa Catarina
Fevereiro de 2025,"34,43","65,57",0,0,0,0,Santa Catarina
Janeiro de 2025,"56,35","43,65",0,0,0,0,Santa Catarina
Dezembro de 2024,"73,67","26,33",0,0,0,0,Santa Catarina
Novembro de 2024,"54,48","45,52",0,0,0,0,Santa Catarina
Outubro de 2024,"61,88","38,12",0,0,0,0,Santa Catarina
Setembro de 2024,"50,04","49,96",0,0,0,0,Santa Catarina
Agosto de 2024,"76,53","23,47",0,0,0,0,Santa Catarina
Julho de 2024,100,0,0,0,0,0,Santa Catarina
Junho de 2024,100,0,0,0,0,0,Santa Catarina
Maio de 2024,100,0,0,0,0,0,Santa Catarina
Abril de 2024,100,0,0,0,0,0,Santa Catarina
Março de 2024,100,0,0,0,0,0,Santa Catarina
Fevereiro de 2024,100,0,0,0,0,0,Santa Catarina
Janeiro de 2024,100,0,0,0,0,0,Santa Catarina
Dezembro de 2023,100,0,0,0,0,0,Santa Catarina
Novembro de 2023,100,0,0,0,0,0,Santa Catarina
Outubro de 2023,100,0,0,0,0,0,Santa Catarina
Setembro de 2023,100,0,0,0,0,0,Santa Catarina
Agosto de 2023,"92,65","7,35",0,0,0,0,Santa Catarina
Julho de 2023,"84,99","15,01",0,0,0,0,Santa Catarina
Junho de 2023,"65,96","34,04",0,0,0,0,Santa Catarina
Maio de 2023,"68,34","31,66","0,12",0,0,0,Santa Catarina
Abril de 2023,"68,34","31,66","0,12",0,0,0,Santa Catarina
Março de 2023,"68,34","31,66","0,12",0,0,0,Santa Catarina
Fevereiro de 2023,"71,52","28,48","0,12",0,0,0,Santa Catarina
Janeiro de 2023,"71,52","28,48",0,0,0,0,Santa Catarina
Dezembro de 2022,"71,52","28,48",0,0,0,0,Santa Catarina
Novembro de 2022,"80,2","19,8",0,0,0,0,Santa Catarina
Outubro de 2022,100,0,0,0,0,0,Santa Catarina
Setembro de 2022,100,0,0,0,0,0,Santa Catarina
Agosto de 2022,100,0,0,0,0,0,Santa Catarina
Julho de 2022,100,0,0,0,0,0,Santa Catarina
Junho de 2022,"89,57","10,43",0,0,0,0,Santa Catarina
Maio de 2022,"31,65","68,35",0,0,0,0,Santa Catarina
Abril de 2022,"8,19","91,81","63,16","18,75",0,0,Santa Catarina
Março de 2022,"8,24","91,76","63,31","48,48","19,24",0,Santa Catarina
Fevereiro de 2022,"8,24","91,76","63,31","48,53","19,24",0,Santa Catarina
Janeiro de 2022,"8,24","91,76","58,04","44,27","12,98",0,Santa Catarina
Dezembro de 2021,"15,46","84,54","58,47",28,"12,98",0,Santa Catarina
Novembro de 2021,"21,56","78,44","58,47","24,84","8,29",0,Santa Catarina
Outubro de 2021,"21,56","78,44","58,47","21,36","8,35",0,Santa Catarina
Setembro de 2021,"0,41","99,59","58,67","36,76","12,01",0,Santa Catarina
Agosto de 2021,"0,42","99,58","58,91","46,38","12,01",0,Santa Catarina
Julho de 2021,"11,75","88,25","58,94","46,39","9,59",0,Santa Catarina
Junho de 2021,"27,76","72,24","55,48","36,83","7,81",0,Santa Catarina
Maio de 2021,20,80,"69,07","36,88","11,77",0,Santa Catarina
Abril de 2021,20,80,"69,07","36,9","3,02",0,Santa Catarina
Março de 2021,20,80,"66,9","20,37",0,0,Santa Catarina
Fevereiro de 2021,"14,31","85,69","71,94","29,38",0,0,Santa Catarina
Janeiro de 2021,0,100,"79,83","32,17",0,0,Santa Catarina
Dezembro de 2020,0,100,"99,96","69,65","13,39",0,Santa Catarina
Novembro de 2020,0,100,100,"83,7","11,1",0,Santa Catarina
Outubro de 2020,0,100,100,"80,48",0,0,Santa Catarina
Setembro de 2020,0,100,"98,44","46,48",0,0,Santa Catarina
Agosto de 2020,0,100,"98,44","46,38",0,0,Santa Catarina
Junho de 2025,"11,33","88,67","36,88",0,0,0,São Paulo
Maio de 2025,"9,2","90,8","67,4",0,0,0,São Paulo
Abril de 2025,"9,2","90,8","67,41",0,0,0,São Paulo
Março de 2025,"0,01","99,99","95,89",0,0,0,São Paulo
Fevereiro de 2025,"0,09","99,91","56,66",0,0,0,São Paulo
Janeiro de 2025,"8,35","91,65","56,66",0,0,0,São Paulo
Dezembro de 2024,"0,1","99,9","63,82",0,0,0,São Paulo
Novembro de 2024,"0,05","99,95","69,6","10,83",0,0,São Paulo
Outubro de 2024,0,100,"65,24","46,83",0,0,São Paulo
Setembro de 2024,0,100,"65,24","23,02",0,0,São Paulo
Agosto de 2024,"5,54","94,46","57,15","20,6",0,0,São Paulo
Julho de 2024,"8,02","91,98","50,24","16,64",0,0,São Paulo
Junho de 2024,"8,02","91,98","50,01",0,0,0,São Paulo
Maio de 2024,"14,92","85,08",30,0,0,0,São Paulo
Abril de 2024,"22,15","77,85","27,87",0,0,0,São Paulo
Março de 2024,"22,71","77,29","19,84",0,0,0,São Paulo
Fevereiro de 2024,"26,48","73,52","5,38",0,0,0,São Paulo
Janeiro de 2024,"42,73","57,27",0,0,0,0,São Paulo
Dezembro de 2023,"80,48","19,52",0,0,0,0,São Paulo
Novembro de 2023,100,0,0,0,0,0,São Paulo
Outubro de 2023,100,0,0,0,0,0,São Paulo
Setembro de 2023,"79,82","20,18",0,0,0,0,São Paulo
Agosto de 2023,"91,21","8,79",0,0,0,0,São Paulo
Julho de 2023,"90,72","9,28",0,0,0,0,São Paulo
Junho de 2023,"89,88","10,12",0,0,0,0,São Paulo
Maio de 2023,"76,68","23,32","4,8",0,0,0,São Paulo
Abril de 2023,"76,64","23,36","4,8",0,0,0,São Paulo
Março de 2023,"55,28","44,72","23,73","1,78",0,0,São Paulo
Fevereiro de 2023,"37,43","62,57","30,05","10,8",0,0,São Paulo
Janeiro de 2023,"16,14","83,86","56,7","25,76","3,45",0,São Paulo
Dezembro de 2022,"13,36","86,64","64,09","29,52","7,55",0,São Paulo
Novembro de 2022,"8,78","91,22","76,43","39,13","10,2",0,São Paulo
Outubro de 2022,"8,78","91,22","80,96","39,13","10,2","1,15",São Paulo
Setembro de 2022,"0,32","99,68","80,96","63,23","29,08","1,23",São Paulo
Agosto de 2022,"0,06","99,94","99,12","80,96","37,26","6,79",São Paulo
Julho de 2022,"0,06","99,94","99,12","80,96","37,26","6,79",São Paulo
Junho de 2022,"0,21","99,79","99,12","80,96","37,26","6,79",São Paulo
Maio de 2022,"0,03","99,97","99,12","80,96","37,26","6,79",São Paulo
Abril de 2022,"0,06","99,94","99,12","80,96","37,25","6,75",São Paulo
Março de 2022,"0,06","99,94","99,12","81,26","37,25","8,68",São Paulo
Fevereiro de 2022,"0,06","99,94","99,12","92,46","38,19","10,34",São Paulo
Janeiro de 2022,"0,06","99,94","99,12","92,48","38,23","15,72",São Paulo
Dezembro de 2021,"0,06","99,94","99,12","89,15","42,69","21,49",São Paulo
Novembro de 2021,"0,06","99,94","99,12","89,15","42,69","21,49",São Paulo
Outubro de 2021,"0,06","99,94","98,94","82,2","42,71","21,49",São Paulo
Setembro de 2021,"0,06","99,94","99,68","87,18","42,71","21,49",São Paulo
Agosto de 2021,"0,05","99,95","99,68","85,95","42,71","14,83",São Paulo
Julho de 2021,0,100,"99,95","86,44","38,03","11,14",São Paulo
Junho de 2021,"0,05","99,95","93,28","65,76","33,77","11,14",São Paulo
Maio de 2021,"0,05","99,95","93,28","63,2","30,38","11,14",São Paulo
Abril de 2021,"0,05","99,95","91,56","63,82","24,32","4,43",São Paulo
Março de 2021,"2,35","97,65","90,12","56,67","19,2","4,43",São Paulo
Fevereiro de 2021,"2,49","97,51","91,89","59,64","11,56",0,São Paulo
Janeiro de 2021,"0,2","99,8","92,6","54,94","11,53",0,São Paulo
Dezembro de 2020,"0,32","99,68","92,6","44,1","11,54",0,São Paulo
Novembro de 2020,0,100,"99,99","68,91","11,54",0,São Paulo
Junho de 2025,"64,79","35,21","10,32",0,0,0,Sergipe
Maio de 2025,"30,56","69,44","35,21","10,03",0,0,Sergipe
Abril de 2025,"16,95","83,05","35,19","10,03",0,0,Sergipe
Março de 2025,"32,99","67,01","29,21","10,24",0,0,Sergipe
Fevereiro de 2025,"32,99","67,01","17,22",0,0,0,Sergipe
Janeiro de 2025,0,100,"69,83",0,0,0,Sergipe
Dezembro de 2024,0,100,100,"53,3",0,0,Sergipe
Novembro de 2024,0,100,"78,71","48,82",0,0,Sergipe
Outubro de 2024,0,100,"57,55","19,71",0,0,Sergipe
Setembro de 2024,0,100,"44,84",0,0,0,Sergipe
Agosto de 2024,"29,75","70,25",0,0,0,0,Sergipe
Julho de 2024,"79,89","20,11",0,0,0,0,Sergipe
Junho de 2024,100,0,0,0,0,0,Sergipe
Maio de 2024,100,0,0,0,0,0,Sergipe
Abril de 2024,"79,74","20,26",0,0,0,0,Sergipe
Março de 2024,"36,64","63,36","19,34",0,0,0,Sergipe
Fevereiro de 2024,0,100,"19,47",0,0,0,Sergipe
Janeiro de 2024,0,100,"58,69",0,0,0,Sergipe
Dezembro de 2023,0,100,"59,03","16,28",0,0,Sergipe
Novembro de 2023,0,100,"74,2","16,28",0,0,Sergipe
Outubro de 2023,"13,21","86,79","73,85",0,0,0,Sergipe
Setembro de 2023,"29,81","70,19","18,12",0,0,0,Sergipe
Agosto de 2023,"46,64","53,36",0,0,0,0,Sergipe
Julho de 2023,"96,36","3,64",0,0,0,0,Sergipe
Junho de 2023,"96,47","3,53",0,0,0,0,Sergipe
Maio de 2023,"74,31","25,69",0,0,0,0,Sergipe
Março de 2023,"82,71","17,29",0,0,0,0,Sergipe
Fevereiro de 2023,"82,71","17,29",0,0,0,0,Sergipe
Janeiro de 2023,100,0,0,0,0,0,Sergipe
Dezembro de 2022,100,0,0,0,0,0,Sergipe
Novembro de 2022,"69,81","30,19",0,0,0,0,Sergipe
Outubro de 2022,"66,95","33,05",0,0,0,0,Sergipe
Setembro de 2022,"79,17","20,83",0,0,0,0,Sergipe
Agosto de 2022,"79,17","20,83",0,0,0,0,Sergipe
Julho de 2022,"79,04","20,96",0,0,0,0,Sergipe
Junho de 2022,"60,62","39,38",0,0,0,0,Sergipe
Maio de 2022,"31,55","68,45",0,0,0,0,Sergipe
Abril de 2022,"24,15","75,85","48,86",0,0,0,Sergipe
Março de 2022,"24,15","75,85","48,86",0,0,0,Sergipe
Fevereiro de 2022,"0,37","99,63","54,19",0,0,0,Sergipe
Janeiro de 2022,"0,37","99,63","54,19",0,0,0,Sergipe
Dezembro de 2021,"0,4","99,6","54,2",0,0,0,Sergipe
Novembro de 2021,0,100,"54,45","35,54",0,0,Sergipe
Outubro de 2021,0,100,"54,46","35,58",0,0,Sergipe
Setembro de 2021,0,100,"46,73","31,82",0,0,Sergipe
Agosto de 2021,"0,72","99,28","46,73","31,82",0,0,Sergipe
Julho de 2021,"0,73","99,27","59,87","31,82",0,0,Sergipe
Junho de 2021,"0,73","99,27","71,09","34,45",0,0,Sergipe
Maio de 2021,"0,04","99,96","72,87","34,45",0,0,Sergipe
Abril de 2021,0,100,"72,87","34,45",0,0,Sergipe
Março de 2021,0,100,"87,7","34,45",0,0,Sergipe
Fevereiro de 2021,0,100,"86,83","33,6",0,0,Sergipe
Janeiro de 2021,0,100,"63,84","22,43",0,0,Sergipe
Dezembro de 2020,0,100,"80,55","11,29",0,0,Sergipe
Novembro de 2020,0,100,"66,85",0,0,0,Sergipe
Outubro de 2020,0,100,"66,85",0,0,0,Sergipe
Setembro de 2020,"14,6","85,4","19,13",0,0,0,Sergipe
Agosto de 2020,"31,67","68,33",0,0,0,0,Sergipe
Julho de 2020,"42,35","57,65",0,0,0,0,Sergipe
Junho de 2020,"42,36","57,64",0,0,0,0,Sergipe
Maio de 2020,"32,96","67,04","8,32",0,0,0,Sergipe
Abril de 2020,"32,95","67,05","26,93",0,0,0,Sergipe
Março de 2020,"0,17","99,83","40,88",0,0,0,Sergipe
Fevereiro de 2020,0,100,"59,15","11,62",0,0,Sergipe
Janeiro de 2020,0,100,"59,25","24,09",0,0,Sergipe
Dezembro 2019,0,100,"52,31","24,09",0,0,Sergipe
Novembro de 2019,0,100,"52,31","19,1",0,0,Sergipe
Outubro de 2019,"0,05","99,95","44,05",0,0,0,Sergipe
Setembro de 2019,"54,51","45,49","21,34",0,0,0,Sergipe
Agosto de 2019,"54,75","45,25","21,31",0,0,0,Sergipe
Julho de 2019,"32,11","67,89","29,14",0,0,0,Sergipe
Junho de 2019,"32,11","67,89","43,77","28,04",0,0,Sergipe
Maio de 2019,"21,07","78,93","66,92","38,65","0,4",0,Sergipe
Abril de 2019,"21,07","78,93","66,92","25,67","0,11",0,Sergipe
Março de 2019,"2,14","97,86","82,81","52,38","0,18",0,Sergipe
Fevereiro de 2019,0,100,"89,49","80,06","31,84",0,Sergipe
Janeiro de 2019,0,100,"88,43","74,55","40,43",0,Sergipe
Dezembro de 2018,0,100,"85,63","64,34","13,54",0,Sergipe
Novembro de 2018,0,100,"85,78","64,25","46,74",0,Sergipe
Outubro de 2018,0,100,"85,78","64,25","46,74",0,Sergipe
Setembro de 2018 ,0,100,"74,04","49,56","25,84",0,Sergipe
Agosto de 2018,"22,08","77,92","55,13","27,2","2,12",0,Sergipe
Julho de 2018,"22,08","77,92","55,13","37,53","0,04",0,Sergipe
Junho de 2018,"24,87","75,13","53,27","37,28",0,0,Sergipe
Maio de 2018,"24,87","75,13","48,92","8,81",0,0,Sergipe
Abril de 2018,"24,87","75,13","48,92","8,81",0,0,Sergipe
Março de 2018,0,100,"48,92",0,0,0,Sergipe
Fevereiro de 2018,"50,42","49,58",0,0,0,0,Sergipe
Janeiro de 2018,"50,42","49,58","15,98","0,85",0,0,Sergipe
Dezembro de 2017,"47,67","52,33","1,54",0,0,0,Sergipe
Novembro de 2017,"62,51","37,49","0,28",0,0,0,Sergipe
Outubro de 2017,"72,84","27,16","0,28",0,0,0,Sergipe
Setembro de 2017,"99,16","0,84",0,0,0,0,Sergipe
Agosto de 2017,"91,19","8,81","1,72",0,0,0,Sergipe
Julho de 2017,"78,91","21,09","1,85",0,0,0,Sergipe
Junho de 2017,"73,79","26,21","2,11",0,0,0,Sergipe
Maio de 2017,0,100,"12,32","0,16",0,0,Sergipe
Abril de 2017,0,100,100,100,"67,05","37,75",Sergipe
Março de 2017,0,100,100,100,100,"82,54",Sergipe
Fevereiro de 2017,0,100,100,100,100,"82,54",Sergipe
Janeiro de 2017,0,100,100,100,100,"82,54",Sergipe
Dezembro de 2016,0,100,100,100,100,"82,56",Sergipe
Novembro de 2016,0,100,100,100,100,"58,81",Sergipe
Outubro de 2016,0,100,100,100,"77,64","37,56",Sergipe
Setembro de 2016,0,100,100,"99,98","66,37","16,24",Sergipe
Agosto de 2016,0,100,100,"99,92","65,82",0,Sergipe
Julho de 2016,0,100,"99,59","94,74","14,38",0,Sergipe
Junho de 2016,0,100,100,"73,58","0,75",0,Sergipe
Maio de 2016,0,100,100,"72,84","0,75",0,Sergipe
Abril de 2016,"0,04","99,96","94,09","45,7",0,0,Sergipe
Março de 2016,0,100,100,0,0,0,Sergipe
Fevereiro de 2016,"0,04","99,96","17,02",0,0,0,Sergipe
Janeiro de 2016,"2,57","97,43","25,92",0,0,0,Sergipe
Dezembro de 2015,0,100,"95,07","45,95","12,25",0,Sergipe
Novembro de 2015,0,100,100,"9,65","0,04",0,Sergipe
Outubro de 2015,0,100,"35,14","9,65","0,04",0,Sergipe
Setembro de 2015,"16,89","83,11","18,83","5,61","0,1",0,Sergipe
Agosto de 2015,"33,19","66,81","9,75","0,28",0,0,Sergipe
Julho de 2015,"76,5","23,5","9,72","1,17",0,0,Sergipe
Junho de 2015,"80,31","19,69","9,72","1,39",0,0,Sergipe
Maio de 2015,"51,25","48,75","11,68","0,58",0,0,Sergipe
Abril de 2015,"14,09","85,91","11,01","0,51",0,0,Sergipe
Março de 2015,"9,31","90,69","0,55",0,0,0,Sergipe
Fevereiro de 2015,0,100,"1,11",0,0,0,Sergipe
Janeiro de 2015,"0,01","99,99","1,22",0,0,0,Sergipe
Dezembro de 2014,"19,61","80,39",0,0,0,0,Sergipe
Novembro de 2014,"97,79","2,21",0,0,0,0,Sergipe
Outubro de 2014,"1,34","98,66","5,58",0,0,0,Sergipe
Setembro de 2014,0,100,"6,94",0,0,0,Sergipe
Agosto de 2014,0,100,"27,34","0,91",0,0,Sergipe
Julho de 2014,0,100,"99,72","86,12","9,83",0,Sergipe
Junho de 2025,"43,72","56,28","31,47",0,0,0,Tocantins
Maio de 2025,"39,29","60,71","15,71",0,0,0,Tocantins
Abril de 2025,"39,57","60,43","21,42",0,0,0,Tocantins
Março de 2025,"30,41","69,59","37,11",0,0,0,Tocantins
Fevereiro de 2025,"20,33","79,67","40,45",0,0,0,Tocantins
Janeiro de 2025,0,100,"72,77",0,0,0,Tocantins
Dezembro de 2024,0,100,"99,83",0,0,0,Tocantins
Novembro de 2024,0,100,100,"24,6",0,0,Tocantins
Outubro de 2024,0,100,100,"52,17",0,0,Tocantins
Setembro de 2024,0,100,100,"65,94",0,0,Tocantins
Agosto de 2024,0,100,"83,61","32,33",0,0,Tocantins
Julho de 2024,0,100,"71,31","20,76",0,0,Tocantins
Junho de 2024,"1,74","98,26","70,13","20,76",0,0,Tocantins
Maio de 2024,"1,74","98,26","70,13","20,76",0,0,Tocantins
Abril de 2024,"1,75","98,25","70,12","20,76",0,0,Tocantins
Março de 2024,0,100,"85,77","24,91",0,0,Tocantins
Fevereiro de 2024,0,100,"88,86","16,29",0,0,Tocantins
Janeiro de 2024,0,100,"90,42","18,5",0,0,Tocantins
Dezembro de 2023,0,100,"90,17","13,95",0,0,Tocantins
Novembro de 2023,0,100,"45,07",0,0,0,Tocantins
Outubro de 2023,"0,71","99,29","3,59",0,0,0,Tocantins
Setembro de 2023,"25,22","74,78",23,0,0,0,Tocantins
Agosto de 2023,"30,87","69,13","22,99",0,0,0,Tocantins
Julho de 2023,"30,08","69,92","22,98",0,0,0,Tocantins
Junho de 2023,"39,68","60,32","27,09",0,0,0,Tocantins
Maio de 2023,"53,21","46,79","6,72",0,0,0,Tocantins
Abril de 2023,"52,3","47,7","6,75",0,0,0,Tocantins
Março de 2023,"63,8","36,2","6,74",0,0,0,Tocantins
Fevereiro de 2023,"72,99","27,01","8,68",0,0,0,Tocantins
Janeiro de 2023,"81,08","18,92","8,66",0,0,0,Tocantins
Dezembro de 2022,"69,5","30,5","13,55","0,98",0,0,Tocantins
Novembro de 2022,"30,34","69,66","20,11","1,7",0,0,Tocantins
