"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",ano,mes,uf
16.0,"100,2","885,9","22,5","6,6","2,2",2010,1,DF
7.0,,,,"6,1",,2010,2,DF
19.0,"225,6","885,5","22,4","5,5","2,3",2010,3,DF
7.0,"217,4","886,7","21,5","5,8","2,2",2010,4,DF
4.0,25,"886,7","21,4","6,3",2,2010,5,DF
0.0,0,"889,3","19,5","6,6",,2010,6,DF
,0,890,"19,5","7,3",,2010,7,DF
,0,"889,3","20,7","6,4","2,9",2010,8,DF
0.0,0,"887,3","23,5","6,3","3,1",2010,9,DF
19.0,"168,6","885,4","22,9","6,7","2,2",2010,10,DF
22.0,"226,6","884,3","21,1","6,5","2,2",2010,11,DF
24.0,315,"883,1","21,5","6,9","2,2",2010,12,DF
18.0,120,"884,2","21,6",8,"2,7",2011,1,DF
20.0,159,"885,3","21,7","6,4",2,2011,2,DF
24.0,"231,2","884,8","21,4",6,"2,3",2011,3,DF
7.0,"59,8","886,7","21,5","5,8","2,5",2011,4,DF
2.0,"12,2","887,5","20,1","6,1","2,4",2011,5,DF
2.0,"3,8","888,5","19,3","6,5","2,3",2011,6,DF
0.0,0,"888,8","19,7","7,5","2,7",2011,7,DF
0.0,0,"888,5","22,2","7,3","2,7",2011,8,DF
2.0,"6,4","888,4","23,2","7,1",3,2011,9,DF
24.0,"251,6","885,3","20,6","6,6","2,4",2011,10,DF
19.0,"320,8",885,"20,7","6,7","2,6",2011,11,DF
24.0,"293,8","884,8","20,8","7,7","2,4",2011,12,DF
25.0,"248,8","885,6","20,3","7,3","2,3",2012,1,DF
14.0,"104,8","885,9","21,3","6,1","2,3",2012,2,DF
17.0,"182,6","886,4","21,7","5,5","2,1",2012,3,DF
10.0,110,"886,4","22,1","5,6","2,1",2012,4,DF
9.0,"40,2","888,3","19,4","5,9","2,5",2012,5,DF
2.0,"2,4","889,1","20,2","5,5","2,3",2012,6,DF
1.0,",2","889,2","19,7","7,4","2,5",2012,7,DF
,0,"890,4","19,7",7,"3,5",2012,8,DF
3.0,"30,8","888,5","23,5","5,9","2,7",2012,9,DF
9.0,"98,8","885,8","23,7","6,3","2,6",2012,10,DF
22.0,"356,2","884,4","21,3","6,6","2,3",2012,11,DF
20.0,"132,8","885,1","22,5","6,1","2,1",2012,12,DF
24.0,"440,4","885,6","21,1","10,4","2,3",2013,1,DF
9.0,"168,6","885,8","22,7","5,5","2,2",2013,2,DF
16.0,169,"886,2","22,2","5,6","2,2",2013,3,DF
15.0,"89,2","887,2","20,8","6,3","2,1",2013,4,DF
3.0,"20,8",888,"20,6","5,3","2,3",2013,5,DF
2.0,6,"888,9",20,"6,1","2,3",2013,6,DF
0.0,0,"889,6","19,6",6,"2,5",2013,7,DF
0.0,0,"888,7",21,"5,9","2,8",2013,8,DF
5.0,"58,6","887,7","22,4","6,7",3,2013,9,DF
15.0,"84,4","886,6","21,9","5,8","2,5",2013,10,DF
19.0,"236,6","884,8","21,7",6,"2,3",2013,11,DF
28.0,"321,4","884,2","21,2","7,3","2,4",2013,12,DF
10.0,"135,8","886,8","22,1","6,7","2,4",2014,1,DF
12.0,"124,6","885,9","21,8","5,7","2,4",2014,2,DF
23.0,"303,6","886,5","21,2","8,4","2,1",2014,3,DF
16.0,218,887,"21,4","5,8",2,2014,4,DF
1.0,"2,4","887,8","20,3","5,3",2,2014,5,DF
2.0,"7,6","889,1","19,4","5,2","1,8",2014,6,DF
2.0,7,"890,8",19,"4,9",2,2014,7,DF
0.0,0,"889,4","21,2","6,4","2,2",2014,8,DF
1.0,"14,4","887,6","23,8","6,4","2,7",2014,9,DF
11.0,160,"886,9","23,4","7,1","2,6",2014,10,DF
24.0,"172,8","885,4","21,8","5,9","2,1",2014,11,DF
25.0,"328,6",886,"21,1","6,3","2,4",2014,12,DF
9.0,"81,2",887,23,"7,2","2,1",2015,1,DF
14.0,"115,4","886,6","21,8","7,2","2,5",2015,2,DF
24.0,"280,6","886,6","20,8","5,5","1,8",2015,3,DF
24.0,192,887,"21,5","4,8","1,8",2015,4,DF
9.0,"43,8","888,6","19,8","4,9","2,3",2015,5,DF
0.0,0,"890,3","19,2","6,7","2,5",2015,6,DF
2.0,",8","889,8",20,"5,6","2,4",2015,7,DF
0.0,0,"889,1","21,3","6,4","2,8",2015,8,DF
7.0,19,887,"24,4","6,5","2,3",2015,9,DF
7.0,43,"886,6","25,5","6,5","2,4",2015,10,DF
18.0,"143,6","885,3","23,5","8,5","2,2",2015,11,DF
21.0,"153,2","886,9",23,"5,8","2,1",2015,12,DF
27.0,345,"885,4","21,3","5,6","2,5",2016,1,DF
10.0,"75,2","887,4","23,1","6,7","2,1",2016,2,DF
16.0,"130,2",888,"22,6","5,1","2,2",2016,3,DF
2.0,"9,8","887,7","22,9","6,1","2,3",2016,4,DF
3.0,"3,2","889,4","21,7",5,"2,1",2016,5,DF
0.0,0,"890,5","20,1","6,2","2,4",2016,6,DF
0.0,0,890,"20,6","6,2","2,4",2016,7,DF
4.0,"17,4","889,1","21,7","6,5","2,4",2016,8,DF
4.0,"52,8","888,1","23,8","6,2","2,6",2016,9,DF
12.0,"87,6","886,2","23,2","7,6","2,4",2016,10,DF
20.0,"248,4","885,6","21,6","5,9","2,4",2016,11,DF
16.0,"171,2","886,1",22,"7,7","2,5",2016,12,DF
15.0,"143,8","886,5","22,3","7,3","1,9",2017,1,DF
19.0,"242,6","886,4","21,3","6,3","2,2",2017,2,DF
16.0,178,"886,6","22,1","7,3","1,8",2017,3,DF
7.0,"25,4","887,4","22,4","5,2","2,2",2017,4,DF
10.0,"64,2","888,4","20,9","5,8","2,1",2017,5,DF
0.0,0,"889,8","19,7","6,1","2,5",2017,6,DF
0.0,0,"892,2","17,6","7,7","3,3",2017,7,DF
0.0,0,"888,8","21,8","6,7","2,4",2017,8,DF
1.0,10,"889,5","21,9","6,8","3,2",2017,9,DF
7.0,36,"886,3","24,6","6,2","2,7",2017,10,DF
20.0,"328,8","885,1","21,5","9,1","2,3",2017,11,DF
22.0,263,"885,3","21,4","5,9","2,1",2017,12,DF
15.0,"149,4","886,3","21,9","5,9","2,2",2018,1,DF
19.0,265,"885,6","21,5","7,1","2,3",2018,2,DF
19.0,"226,6","886,2",22,"5,5",2,2018,3,DF
15.0,"216,8","888,1","20,5","6,1","2,4",2018,4,DF
2.0,"9,6","889,2","19,7","5,4","2,3",2018,5,DF
0.0,0,"890,3","19,4","5,6","2,1",2018,6,DF
0.0,0,"890,1","19,3","5,7","2,3",2018,7,DF
5.0,23,"889,5","21,6","6,3","2,3",2018,8,DF
5.0,"39,6","886,8","23,3","4,7","2,2",2018,9,DF
13.0,"263,6","886,1","23,1","6,3",2,2018,10,DF
24.0,"308,6","885,8","20,9",5,"2,1",2018,11,DF
14.0,"166,4","886,8","21,7","5,5","2,2",2018,12,DF
7.0,"77,6","887,9","22,9","6,6","2,2",2019,1,DF
17.0,149,"886,6","22,3","7,1",2,2019,2,DF
22.0,"267,6","887,3","21,7","5,7",2,2019,3,DF
19.0,"319,4","887,4","21,6","5,3","1,6",2019,4,DF
4.0,"68,4","888,1","21,2","4,6","1,9",2019,5,DF
1.0,8,"890,6","19,4",6,"2,4",2019,6,DF
0.0,0,"890,2","18,9","6,2","2,5",2019,7,DF
0.0,0,"890,8","21,4","6,6","2,7",2019,8,DF
3.0,"10,2","888,1","24,5","6,4","2,7",2019,9,DF
12.0,"22,8","886,3","24,4","5,5","2,3",2019,10,DF
18.0,208,"885,2","22,8","7,3",2,2019,11,DF
17.0,263,"885,9","22,4","4,9","2,1",2019,12,DF
20.0,"319,4","885,8","22,2","6,2","2,4",2020,1,DF
21.0,189,"886,9","21,8","6,8","1,9",2020,2,DF
17.0,288,"886,7","21,6",5,"2,1",2020,3,DF
14.0,"179,8","888,1","21,3",5,2,2020,4,DF
4.0,"29,2","889,3","19,2","4,6","1,9",2020,5,DF
0.0,0,"889,9","19,2","7,1","2,3",2020,6,DF
0.0,0,"889,7","19,3","6,7","2,5",2020,7,DF
0.0,0,"889,3","20,4","5,7","2,8",2020,8,DF
2.0,"29,8","888,3","23,6","5,5","2,5",2020,9,DF
12.0,"165,6","886,1","23,7","6,1","2,3",2020,10,DF
19.0,"229,6",886,"21,6","5,3","2,2",2020,11,DF
16.0,"154,6","885,8","22,4","6,5",2,2020,12,DF
13.0,"261,6",886,"22,3",7,2,2021,1,DF
24.0,"536,2","885,2","20,9","6,6",2,2021,2,DF
9.0,164,"886,6","21,7","6,1",2,2021,3,DF
12.0,"121,8","887,1","20,7","6,1",2,2021,4,DF
1.0,4,"888,8","19,9",5,"1,8",2021,5,DF
1.0,"29,6","889,4","19,3","6,2",2,2021,6,DF
0.0,0,"890,5","18,4","5,3","2,1",2021,7,DF
1.0,"2,8","889,6","20,9","6,2","2,6",2021,8,DF
3.0,"12,6","887,6","24,9","5,8","2,2",2021,9,DF
12.0,"148,2","886,2","23,2","5,6","2,2",2021,10,DF
22.0,"349,8","885,1","21,3","6,4","2,1",2021,11,DF
25.0,"387,4","884,2","21,2","6,5","2,1",2021,12,DF
16.0,138,"885,8","21,5",6,"2,5",2022,1,DF
21.0,"236,6","886,1","21,3","5,2","2,1",2022,2,DF
11.0,"121,6","886,4","22,2","8,1",2,2022,3,DF
3.0,"23,4",887,"22,3","5,1","2,1",2022,4,DF
1.0,"14,6","888,6","19,6","5,6","2,1",2022,5,DF
0.0,0,"888,8","19,5","4,8",2,2022,6,DF
0.0,0,"889,8","19,4","6,4","2,4",2022,7,DF
0.0,0,"889,1","21,1","6,6","2,5",2022,8,DF
4.0,"40,4","887,6","22,9","5,4","2,4",2022,9,DF
6.0,"21,4","886,5","23,7","5,6","2,4",2022,10,DF
21.0,"442,4","885,3","20,7","5,5","2,1",2022,11,DF
22.0,"322,6","884,9","20,8","5,3","2,2",2022,12,DF
23.0,"191,4","886,4",21,"7,2","2,1",2023,1,DF
10.0,55,"886,8","22,7","5,3","1,9",2023,2,DF
16.0,"135,2","887,2","21,6","5,5","1,8",2023,3,DF
14.0,"160,6","886,9",21,"7,7",2,2023,4,DF
2.0,"28,4","888,7",20,"4,6","1,8",2023,5,DF
3.0,"2,2","890,3","19,3","4,8",2,2023,6,DF
0.0,0,"890,4","19,7","6,3","2,1",2023,7,DF
4.0,21,"888,8","21,8","6,1","2,2",2023,8,DF
4.0,"46,6","887,8","24,4","5,9","2,2",2023,9,DF
13.0,"102,4","886,3","24,5","5,5",2,2023,10,DF
13.0,128,"885,9","24,3","6,4","2,1",2023,11,DF
16.0,"125,8",886,"23,3",5,2,2023,12,DF
21.0,"318,4","886,2","22,1","5,4","1,9",2024,1,DF
15.0,"106,8","887,5","22,2","5,5","2,1",2024,2,DF
18.0,"117,4","887,1","22,8","4,7","1,7",2024,3,DF
10.0,"130,4","887,4","22,6","4,9",2,2024,4,DF
0.0,0,"888,8","21,3","5,4","2,1",2024,5,DF
0.0,0,"890,1","19,6",5,"2,1",2024,6,DF
0.0,0,891,"19,8","5,2","2,2",2024,7,DF
0.0,0,"890,2","21,3","5,5","2,5",2024,8,DF
0.0,0,"888,1",25,"5,9","2,6",2024,9,DF
18.0,"268,8","886,6","23,3","7,5","2,1",2024,10,DF
21.0,"242,2","885,6","21,6",6,2,2024,11,DF
20.0,"214,6","885,9","22,1","5,4","1,8",2024,12,DF
17.0,"192,8","885,7","21,8","6,1","2,1",2025,1,DF
13.0,"103,6","886,7","22,8","5,8","2,2",2025,2,DF
13.0,"120,8","887,3","22,8","5,2","2,1",2025,3,DF
16.0,"78,2","886,8","22,1","5,8","1,8",2025,4,DF
2.0,"1,6","889,6","20,1","5,7","2,4",2025,5,DF
0.0,0,"890,1","19,6","4,9","2,2",2025,6,DF
0.0,0,"891,1","19,2","5,3","2,2",2025,7,DF
,,,,,,2025,8,DF
15.0,"139,4","929,8","24,5","6,3",1,2010,1,GO
15.0,"109,8","929,3",25,"4,8","1,3",2010,2,GO
19.0,"139,8","929,9","24,4","5,3","1,1",2010,3,GO
7.0,"141,2","932,5","23,4","5,3","1,3",2010,4,GO
2.0,",4","932,9",22,"4,6","1,2",2010,5,GO
2.0,"12,8","935,7","20,7","5,7","1,4",2010,6,GO
0.0,0,"935,4","22,1","7,5","1,9",2010,7,GO
,0,"934,8","22,6","5,8","1,7",2010,8,GO
,,"932,6","26,5","5,9",2,2010,9,GO
14.0,"107,8","930,5","25,5","7,7","1,5",2010,10,GO
21.0,"241,4","929,5","24,1","6,3","1,3",2010,11,GO
23.0,299,"928,3","24,1","7,7","1,2",2010,12,GO
17.0,,"929,4","24,1","5,6","1,4",2011,1,GO
20.0,137,"930,7","23,9",5,"1,1",2011,2,GO
28.0,"183,6","930,1","23,4","4,3","1,1",2011,3,GO
14.0,"31,2","932,1","23,7","5,1","1,4",2011,4,GO
2.0,",4","933,3","21,7","5,9","1,5",2011,5,GO
5.0,"19,2","934,4","20,6","7,8","1,4",2011,6,GO
1.0,",2","934,5","21,1","6,9","1,4",2011,7,GO
0.0,0,"933,8","23,7","6,4","1,7",2011,8,GO
1.0,"1,2","933,4","25,7",6,"1,9",2011,9,GO
22.0,"268,4","930,6","23,6","6,2","1,5",2011,10,GO
17.0,"147,8","930,2","23,8","7,5","1,3",2011,11,GO
24.0,322,"930,1","23,3",6,"1,2",2011,12,GO
21.0,,"930,9","23,1",6,"1,1",2012,1,GO
18.0,"370,4","931,3","23,4","6,7","1,2",2012,2,GO
18.0,253,"931,8","23,7","9,7","1,1",2012,3,GO
18.0,"84,8","931,8","23,8","6,2",1,2012,4,GO
8.0,"50,6",934,"21,3","6,9","1,4",2012,5,GO
6.0,"69,2","934,8","21,8","4,8","1,2",2012,6,GO
2.0,"6,6",935,"20,8","5,6","1,4",2012,7,GO
,0,"936,2","22,3","7,5","2,3",2012,8,GO
4.0,"51,4","933,8","25,4","6,7","1,6",2012,9,GO
7.0,"67,2","930,7","26,4","6,4","1,6",2012,10,GO
22.0,"332,4","929,3","24,1","5,7","1,4",2012,11,GO
18.0,"187,6","930,1","24,8","6,7","1,3",2012,12,GO
24.0,"383,4","930,6","23,7","4,1","1,2",2013,1,GO
19.0,"147,6",931,"24,1","4,8","1,1",2013,2,GO
18.0,235,"931,2","24,6","5,4","1,2",2013,3,GO
10.0,"47,2","932,5","23,1",6,"1,2",2013,4,GO
6.0,"37,4","933,3","22,2","4,7","1,1",2013,5,GO
7.0,"9,6","934,2",22,"5,6",",9",2013,6,GO
0.0,0,"935,3","20,9",6,"1,3",2013,7,GO
1.0,"1,6",934,"22,6","6,3","1,4",2013,8,GO
2.0,56,"932,7","25,1","7,7","1,8",2013,9,GO
16.0,131,"931,4","24,8",8,"1,2",2013,10,GO
20.0,"253,8","929,9",24,7,1,2013,11,GO
25.0,"458,4","929,1","23,8","4,5","1,1",2013,12,GO
18.0,"166,6","931,9","24,3","5,3","1,1",2014,1,GO
13.0,"193,2",931,24,"7,4","1,2",2014,2,GO
24.0,"305,2","931,6","23,4","4,5",",9",2014,3,GO
13.0,243,"932,2","23,8","4,1",1,2014,4,GO
3.0,"14,6","933,2","21,9","4,9",1,2014,5,GO
1.0,",2","934,6","21,2","6,8","1,2",2014,6,GO
4.0,"14,8","936,4","20,9",5,"1,4",2014,7,GO
0.0,0,"934,6","23,2","6,1","1,5",2014,8,GO
2.0,"41,6","932,4","26,1","6,6","1,5",2014,9,GO
,,"931,6","26,5","7,4","1,5",2014,10,GO
16.0,188,"930,4","24,5","6,2",1,2014,11,GO
22.0,"244,8","931,1","23,7","5,8","1,1",2014,12,GO
9.0,42,932,"25,7","5,1","1,3",2015,1,GO
17.0,172,"931,6",24,"6,4","1,2",2015,2,GO
25.0,"192,2","931,8","23,4","4,3",",9",2015,3,GO
18.0,"133,2","932,1","24,1","5,3",",9",2015,4,GO
6.0,"93,4","933,9","22,4","4,6","1,2",2015,5,GO
0.0,0,"935,8","21,6","6,3","1,4",2015,6,GO
1.0,"2,2","935,1","21,9","5,3","1,2",2015,7,GO
1.0,7,"934,3","23,3","6,3","1,6",2015,8,GO
6.0,"23,6","931,7","26,5","5,9","1,3",2015,9,GO
4.0,"25,8","931,1",28,"7,8","1,4",2015,10,GO
19.0,"272,6","930,1","25,8","7,4","1,3",2015,11,GO
16.0,"111,8","931,9","25,3","7,6","1,2",2015,12,GO
26.0,"432,2","930,1",24,"5,4","1,1",2016,1,GO
17.0,"152,6","932,1","25,1","5,4",1,2016,2,GO
18.0,170,"932,7","24,8","5,1","1,1",2016,3,GO
1.0,",2","932,3",25,"4,9","1,3",2016,4,GO
5.0,"57,8","934,3","23,4","6,3","1,1",2016,5,GO
0.0,0,"935,8","21,5","6,6","1,3",2016,6,GO
0.0,0,"935,1",22,"5,2","1,3",2016,7,GO
3.0,3,"933,9","23,7","5,3","1,3",2016,8,GO
6.0,8,"932,7","26,3","5,6","1,5",2016,9,GO
11.0,"125,6","930,9","25,5","5,8","1,3",2016,10,GO
23.0,"120,8","930,3","24,1","5,4","1,2",2016,11,GO
22.0,"184,4","930,8","24,4","5,4","1,3",2016,12,GO
15.0,"141,2","931,3","24,6",5,"1,2",2017,1,GO
18.0,"166,4","931,1","24,1",5,"1,1",2017,2,GO
19.0,"225,2","931,4","24,4","4,1",1,2017,3,GO
11.0,"124,4","932,2","24,5","3,8",1,2017,4,GO
4.0,"55,4","933,2","23,3","4,1","1,1",2017,5,GO
2.0,"5,6","935,1","21,5","6,6","1,5",2017,6,GO
0.0,0,"937,9","19,6","6,9","1,9",2017,7,GO
0.0,0,"933,6","23,7",5,"1,1",2017,8,GO
1.0,"8,4",934,"25,2","6,2","1,9",2017,9,GO
5.0,42,"930,6","27,1","4,9","1,5",2017,10,GO
22.0,"240,8","929,8","24,4",4,"1,1",2017,11,GO
25.0,"258,6","930,1","23,7","4,5",1,2017,12,GO
20.0,"157,6","930,9","24,2","5,8","1,1",2018,1,GO
18.0,"242,8","930,4","24,1","4,3",1,2018,2,GO
19.0,209,"930,9","24,5","7,4",",9",2018,3,GO
13.0,"134,2","933,1","23,2","4,6","1,2",2018,4,GO
2.0,"9,4","934,4","21,6","5,1","1,2",2018,5,GO
0.0,0,"935,4","21,7","4,3",1,2018,6,GO
0.0,0,"935,3","21,2","5,6","1,2",2018,7,GO
2.0,"18,8","934,5","23,9",6,"1,3",2018,8,GO
6.0,38,"931,5","25,3","4,5","1,2",2018,9,GO
20.0,"148,6","930,8","25,4","7,1","1,1",2018,10,GO
17.0,,"930,4","23,8","4,3",1,2018,11,GO
17.0,185,"931,4","24,7","5,2","1,1",2018,12,GO
13.0,64,"932,7","25,2","5,2","1,2",2019,1,GO
21.0,"222,4","931,3","24,6","5,2",1,2019,2,GO
22.0,"135,6","932,2","24,4","4,7",1,2019,3,GO
15.0,265,"932,2","24,1","4,7",",8",2019,4,GO
10.0,"44,4",933,"23,2","3,4",",9",2019,5,GO
0.0,0,"935,9","21,4","4,7","1,2",2019,6,GO
1.0,",4","935,4","20,9",5,"1,2",2019,7,GO
0.0,0,"935,7","23,9","6,1","1,3",2019,8,GO
2.0,"18,8","932,2","27,4","5,1","1,2",2019,9,GO
9.0,"76,2","930,8","26,8",5,"1,2",2019,10,GO
19.0,"167,8","929,8","25,5","6,4",1,2019,11,GO
19.0,"185,8","930,6","24,8","4,8",1,2019,12,GO
23.0,"343,4","930,4","24,7","4,9",1,2020,1,GO
24.0,"442,2","931,6","24,2","5,4",",8",2020,2,GO
14.0,120,"931,4","24,5","4,2",",9",2020,3,GO
12.0,,933,"23,8","4,1",",9",2020,4,GO
3.0,"9,4","934,6",21,"4,5",",9",2020,5,GO
0.0,0,935,"21,5","5,7",1,2020,6,GO
0.0,0,"934,8","21,8","4,6","1,1",2020,7,GO
0.0,0,"934,3","23,1",5,"1,5",2020,8,GO
1.0,1,"932,6","26,8","5,2","1,4",2020,9,GO
9.0,95,"930,4","26,5","4,5","1,1",2020,10,GO
13.0,"181,8","930,7",25,"6,5","1,1",2020,11,GO
14.0,"196,2","930,5","25,1","4,5",",9",2020,12,GO
16.0,"237,2","930,7","24,7","5,2",",9",2021,1,GO
22.0,"483,4",930,"23,7","3,9",",9",2021,2,GO
19.0,213,"931,5","23,5","3,8",",7",2021,3,GO
6.0,131,932,"23,2","4,8",",9",2021,4,GO
0.0,0,934,"22,2",5,",9",2021,5,GO
1.0,",2","934,7","21,1","4,3",",9",2021,6,GO
0.0,0,"936,1","20,1","4,4","1,1",2021,7,GO
1.0,"9,4","934,4","23,7","4,5","1,2",2021,8,GO
3.0,3,"931,9","27,3","6,4","1,1",2021,9,GO
10.0,,"930,5","26,1","8,5",1,2021,10,GO
25.0,250,"929,8",24,"3,9",",8",2021,11,GO
25.0,"200,2","928,8","24,2","4,2",",8",2021,12,GO
,,"930,4",24,4,1,2022,1,GO
,,"930,8","24,1","5,5",",8",2022,2,GO
10.0,,"931,1","24,7","4,5",",8",2022,3,GO
5.0,"14,2","931,7","24,6","4,1",",9",2022,4,GO
1.0,"3,6",934,"21,4","4,2",1,2022,5,GO
1.0,"3,4",934,"21,5",4,1,2022,6,GO
0.0,0,"934,9","21,6","4,5",1,2022,7,GO
0.0,0,934,"23,5",5,"1,3",2022,8,GO
5.0,"29,4","932,1",26,"4,1","1,2",2022,9,GO
13.0,"101,4","931,1","25,5","6,8",1,2022,10,GO
16.0,"136,4","930,1","23,7","4,7","1,1",2022,11,GO
24.0,"443,2","929,6","23,5","5,6",",8",2022,12,GO
29.0,358,"931,2","23,3",6,",8",2023,1,GO
19.0,173,"931,6","24,7",4,",8",2023,2,GO
20.0,"151,2","932,1","23,9","4,3",",7",2023,3,GO
16.0,"151,4","931,8","23,6","3,9",",8",2023,4,GO
3.0,"1,2","933,9","21,9","3,9",",8",2023,5,GO
1.0,"12,6","935,6",21,"3,2",",8",2023,6,GO
0.0,0,"935,5","21,7","4,9",",8",2023,7,GO
5.0,"18,6","933,5",24,"5,1",",9",2023,8,GO
12.0,"37,4",932,27,"5,4",1,2023,9,GO
17.0,"77,6","930,4","27,6","6,2",",9",2023,10,GO
13.0,"169,2","930,3",27,5,",9",2023,11,GO
20.0,"219,6","930,5","25,9","4,9",",9",2023,12,GO
19.0,"123,6","930,9","25,1","4,8",",7",2024,1,GO
21.0,290,"932,2","24,7",4,",8",2024,2,GO
23.0,"247,6","931,8","25,1","5,1",",7",2024,3,GO
13.0,"154,2",932,"25,3","4,1",",7",2024,4,GO
1.0,",2","933,8","23,2","3,9",",8",2024,5,GO
0.0,0,"935,1","22,1","4,1",",9",2024,6,GO
0.0,0,"936,2","21,7","3,9",",9",2024,7,GO
0.0,0,"935,3","23,3","4,2","1,3",2024,8,GO
,,"932,4","27,1","4,6","1,1",2024,9,GO
21.0,257,"931,1","25,9","5,5",",9",2024,10,GO
25.0,"451,8","930,3","24,2","6,6",",8",2024,11,GO
25.0,"213,4","930,5","24,6",4,",8",2024,12,GO
22.0,"280,8","930,3","24,6","5,5",",8",2025,1,GO
20.0,"289,2","931,5","24,3","4,4",",9",2025,2,GO
15.0,"66,8",932,"25,3",4,",9",2025,3,GO
14.0,"149,6","931,6","24,6","4,9",",8",2025,4,GO
1.0,,,23,"4,2",,2025,5,GO
,,,,"3,3",,2025,6,GO
,,,,"3,9",,2025,7,GO
,,,,,,2025,8,GO
,,,,,,2010,1,GO
,,,,,,2010,2,GO
,,,,,,2010,3,GO
0.0,0,"930,1","22,1","7,7","1,6",2010,4,GO
0.0,0,"930,4","20,4",6,"1,4",2010,5,GO
0.0,0,"933,3",19,"6,4","1,4",2010,6,GO
0.0,0,"933,1","20,5","7,7","2,2",2010,7,GO
,0,"932,5","21,1","7,4","1,9",2010,8,GO
1.0,",2","929,7","24,7","7,6","2,3",2010,9,GO
8.0,34,928,"24,5","7,2",2,2010,10,GO
22.0,"292,4","926,7","23,3","8,1","1,8",2010,11,GO
22.0,239,"925,5",24,"8,2","1,8",2010,12,GO
14.0,,"926,9","23,7","6,8",2,2011,1,GO
18.0,"100,6",928,"23,8","7,1","1,6",2011,2,GO
18.0,,"927,2",23,"5,7","1,7",2011,3,GO
19.0,"96,4","929,6","22,4","6,3","1,6",2011,4,GO
15.0,3,931,"19,9","6,6","1,3",2011,5,GO
12.0,"35,8","931,9","18,7","10,2","1,5",2011,6,GO
3.0,",6","932,1","19,6","8,7","1,6",2011,7,GO
0.0,0,"931,4","22,1","8,7",2,2011,8,GO
0.0,0,"931,1","24,2","8,1","2,2",2011,9,GO
14.0,,928,"23,2","10,8","2,3",2011,10,GO
11.0,"98,2","927,6","23,2",9,"1,9",2011,11,GO
6.0,,"927,5",,"11,5",2,2011,12,GO
11.0,,"928,3","22,9","6,4","1,9",2012,1,GO
3.0,23,"928,7","23,2","7,5","1,8",2012,2,GO
,,"929,2","23,5","5,6","1,6",2012,3,GO
,,"929,3","23,1","5,8","1,4",2012,4,GO
5.0,"36,6","931,7","19,8","8,9","1,4",2012,5,GO
9.0,"54,4","932,4","20,3","6,2","1,4",2012,6,GO
1.0,",2","932,6","19,4","6,6","1,5",2012,7,GO
,0,"934,1","20,7","8,7","2,5",2012,8,GO
6.0,"32,6","931,3",24,"11,4","1,9",2012,9,GO
9.0,48,"928,2","25,6","8,5",2,2012,10,GO
17.0,"165,2","926,6","24,2","10,2",2,2012,11,GO
14.0,298,"927,7","24,7","7,4","1,6",2012,12,GO
24.0,296,"928,1","23,3","7,1","1,9",2013,1,GO
15.0,"145,8","928,7","23,5",7,"1,4",2013,2,GO
19.0,"245,6",929,"23,8","6,8","1,5",2013,3,GO
20.0,"166,4","930,4","21,6",6,"1,3",2013,4,GO
4.0,,,,,,2013,5,GO
,,,,,,2013,6,GO
0.0,0,"933,3","19,1","6,9","1,6",2013,7,GO
0.0,0,"932,1","20,7","7,7","1,9",2013,8,GO
2.0,"22,6","930,7","23,6","11,9","2,4",2013,9,GO
17.0,"79,4","929,2","23,9","7,1",2,2013,10,GO
19.0,301,"927,5","23,9","6,7","1,7",2013,11,GO
22.0,"231,4","926,5","23,7","8,6","1,8",2013,12,GO
15.0,"81,8","929,7",24,"6,7","1,6",2014,1,GO
13.0,"105,4","928,7","23,8","8,9","1,8",2014,2,GO
23.0,"249,4","929,3","23,2","7,4","1,5",2014,3,GO
19.0,"67,4",930,"23,1","5,6","1,3",2014,4,GO
8.0,"1,8","931,1","20,3","5,4","1,2",2014,5,GO
7.0,2,"932,5","19,7","6,3","1,3",2014,6,GO
8.0,"45,4","934,4","19,3",7,"1,5",2014,7,GO
0.0,0,"932,6","21,3","7,2","1,6",2014,8,GO
6.0,"32,2","930,3","24,4","8,3",2,2014,9,GO
6.0,71,"929,4","25,3","7,4","1,8",2014,10,GO
17.0,"214,6","927,9",24,"7,6","1,6",2014,11,GO
23.0,"304,6","928,7","23,2","6,9","1,7",2014,12,GO
11.0,"81,8","929,7","25,1","6,1","1,4",2015,1,GO
17.0,"246,4","929,2","23,6","7,3","1,7",2015,2,GO
24.0,"225,8","929,4","23,1","6,3","1,5",2015,3,GO
17.0,"118,2","929,8","23,2","5,6","1,2",2015,4,GO
13.0,21,"931,8",21,"8,8","1,5",2015,5,GO
12.0,"15,8","933,9","19,9","6,7","1,5",2015,6,GO
3.0,"11,8",933,"20,6","6,5","1,5",2015,7,GO
1.0,"15,6","932,3","21,9","8,5","1,8",2015,8,GO
7.0,"39,8","929,4","25,1","7,6","1,6",2015,9,GO
10.0,"50,6","928,9","26,9",8,"1,8",2015,10,GO
