"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",ano,mes,uf
9.0,"41,2","975,6","26,9","6,3","1,5",2012,3,MS
8.0,"47,8","975,8","25,5","6,7","1,5",2012,4,MS
10.0,"81,2",979,"21,7","7,8","1,2",2012,5,MS
14.0,"160,4","979,3",21,5,"1,1",2012,6,MS
2.0,"6,6","979,9","20,4","5,1","1,1",2012,7,MS
,0,981,"24,1","6,1","1,7",2012,8,MS
5.0,"102,4","977,7","25,9","7,9","1,6",2012,9,MS
6.0,"28,2","974,1","28,1","7,7","1,7",2012,10,MS
10.0,155,"972,5","27,7",6,"1,7",2012,11,MS
15.0,"219,4","973,1",28,"6,4","1,8",2012,12,MS
14.0,"164,8","973,8","26,9",5,"1,5",2013,1,MS
18.0,"241,2","974,7","26,3","7,7","1,1",2013,2,MS
17.0,"165,4","975,1","26,6","5,2",1,2013,3,MS
9.0,"94,4","977,3","24,1","3,8",",7",2013,4,MS
4.0,"16,4","977,9","23,3",4,",7",2013,5,MS
11.0,"86,8","978,9","22,4","4,5",",6",2013,6,MS
4.0,"12,2","981,1","20,2","5,2",1,2013,7,MS
1.0,",6","979,5","21,5","5,8","1,3",2013,8,MS
10.0,"37,8","977,4","24,7","7,5","1,5",2013,9,MS
13.0,"94,8","975,8","25,8","6,3","1,3",2013,10,MS
11.0,"107,6","973,5","27,1","6,3","1,4",2013,11,MS
16.0,220,"971,9","27,7","6,1","1,2",2013,12,MS
14.0,"97,8","975,7","27,5","7,2","1,1",2014,1,MS
12.0,61,"974,5",28,6,"1,4",2014,2,MS
16.0,"263,6","975,4","26,2","6,4","1,1",2014,3,MS
7.0,"20,8","976,8","25,6","6,5",",9",2014,4,MS
5.0,"46,6","978,3","22,2","4,8",",8",2014,5,MS
3.0,"3,6","979,3","22,1","5,1",",9",2014,6,MS
10.0,88,"981,8","20,6","7,2",1,2014,7,MS
0.0,0,"979,5","23,9",6,1,2014,8,MS
8.0,"58,8","976,5","25,8","6,6","1,5",2014,9,MS
6.0,"81,2","975,9","27,6","7,3","1,3",2014,10,MS
14.0,"148,2",974,"26,2","6,9","1,2",2014,11,MS
15.0,97,974,27,"5,5","1,5",2014,12,MS
10.0,"134,4","975,7","28,9","5,4","1,3",2015,1,MS
15.0,190,"974,7","26,8","6,4","1,3",2015,2,MS
29.0,"130,4","975,3","25,7","5,5",",8",2015,3,MS
5.0,,"976,6","25,3",4,",7",2015,4,MS
6.0,"98,6","978,8","22,5","5,4",",8",2015,5,MS
6.0,"27,8",981,"21,7","4,6",",8",2015,6,MS
8.0,62,"979,8","21,5","4,2",",8",2015,7,MS
3.0,"13,6","978,8","23,9","4,6",1,2015,8,MS
8.0,"105,8","975,6","25,8","8,1",1,2015,9,MS
15.0,"153,8","975,4","26,9",6,",9",2015,10,MS
20.0,"313,8","973,5","26,8","8,3",",9",2015,11,MS
18.0,"185,4","975,3","26,8","7,7",",4",2015,12,MS
19.0,"278,8","972,9","27,1","5,6",",9",2016,1,MS
16.0,"139,6","975,5","27,6","5,8",1,2016,2,MS
9.0,"133,4","976,6","26,7","7,4",",7",2016,3,MS
4.0,"81,2","976,5","27,1","4,3",",2",2016,4,MS
17.0,"106,8",980,"21,3","4,7",",7",2016,5,MS
10.0,"101,4","981,7","19,4","3,5",",6",2016,6,MS
3.0,"4,8",,21,5,",8",2016,7,MS
4.0,,,"22,7","4,5",,2016,8,MS
,,,,,,2016,9,MS
,,,,,,2016,10,MS
11.0,88,"974,1","26,6","5,8","1,6",2016,11,MS
14.0,"77,2","974,1","27,3","8,1","1,8",2016,12,MS
21.0,"288,6",975,"26,2","5,8","1,4",2017,1,MS
14.0,"172,8","974,4",28,"6,9","1,4",2017,2,MS
12.0,"131,2","975,4",27,"5,2","1,3",2017,3,MS
10.0,"139,8",977,"24,7","8,3","1,3",2017,4,MS
10.0,"96,8","977,6","23,9","4,7",1,2017,5,MS
3.0,"14,2","980,5","20,9","5,3","1,2",2017,6,MS
,,,,,,2017,7,MS
,,,,,,2017,8,MS
,,,,,,2017,9,MS
12.0,"104,2",975,"26,4",7,"1,6",2017,10,MS
15.0,"241,8","973,2","25,8","7,2","1,5",2017,11,MS
20.0,"184,8","973,1","26,8","5,1","1,3",2017,12,MS
20.0,"326,8","974,3","26,4","6,1","1,1",2018,1,MS
12.0,"72,6","974,2","26,2","4,6","1,1",2018,2,MS
10.0,"49,2","974,1","28,3","5,7",",9",2018,3,MS
3.0,"4,2","977,8","26,1","4,6",",9",2018,4,MS
4.0,"3,8","979,4","23,4","6,3",",9",2018,5,MS
2.0,"2,4","980,4","22,5","4,5",",9",2018,6,MS
0.0,0,980,"22,6","4,6",",8",2018,7,MS
9.0,30,"980,3","21,3","4,2","1,2",2018,8,MS
12.0,"99,8",976,"24,4","6,1","1,3",2018,9,MS
10.0,"129,6","974,6","26,8","8,7","1,4",2018,10,MS
15.0,206,"973,9","26,2","7,8","1,6",2018,11,MS
14.0,85,"974,6","28,1","5,6","1,4",2018,12,MS
11.0,"151,6","976,1","28,8","6,6","1,4",2019,1,MS
13.0,"203,4","974,3","27,6","6,3","1,4",2019,2,MS
14.0,"110,8","976,2","26,8",5,"1,3",2019,3,MS
7.0,"91,6","976,1","26,3",6,",9",2019,4,MS
6.0,26,"977,6","23,9","4,8",",9",2019,5,MS
3.0,31,"980,7","22,4","6,5",",9",2019,6,MS
3.0,"39,6","980,5",,,,2019,7,MS
,,,,,,2019,8,MS
6.0,"33,2","976,4","27,3",,,2019,9,MS
8.0,"51,6","974,7","28,6",,,2019,10,MS
17.0,83,"973,1","28,4",,,2019,11,MS
7.0,,,,,,2019,12,MS
,,,,,,2020,1,MS
,,,,,,2020,2,MS
,,,,,,2020,3,MS
,,,,,,2020,4,MS
,,,,,,2020,5,MS
,,,,,,2020,6,MS
,,,,,,2020,7,MS
,,,,,,2020,8,MS
,,,,,,2020,9,MS
,,,,,,2020,10,MS
,,,,,,2020,11,MS
,,"973,7","27,3",,,2020,12,MS
,,"974,3","26,5",,,2021,1,MS
,,"973,5",27,,,2021,2,MS
,,"974,9","27,6",,,2021,3,MS
,,977,"25,2",,,2021,4,MS
,,"978,7","23,7",,,2021,5,MS
,,"980,1","21,5",,,2021,6,MS
,,982,"19,2",,,2021,7,MS
,,"979,3","24,1",,,2021,8,MS
,,"975,7",28,,,2021,9,MS
,,975,"25,7",,,2021,10,MS
,,"972,9","27,9",,,2021,11,MS
,,"972,1","27,5",,,2021,12,MS
,,"973,3","27,2",,,2022,1,MS
,,974,"27,7",,,2022,2,MS
,,"974,9","27,4",,,2022,3,MS
,,"976,3","25,6",,,2022,4,MS
,,"979,2","21,1",,,2022,5,MS
,,"979,2","21,1",,,2022,6,MS
,,"978,9","23,3",,,2022,7,MS
10.0,"76,2","979,3","22,2",,,2022,8,MS
9.0,"153,6","977,2","23,4",,,2022,9,MS
15.0,"195,8","975,3","25,6","6,6",,2022,10,MS
10.0,"70,2","974,9","25,2","5,1","1,6",2022,11,MS
16.0,"203,8","972,6","26,6",5,"1,4",2022,12,MS
23.0,"187,4","974,1",26,"5,9","1,5",2023,1,MS
23.0,426,"975,4","25,7","4,8","1,4",2023,2,MS
17.0,249,"975,9","26,6","7,6","1,3",2023,3,MS
15.0,"86,8","976,1",25,"4,6","1,2",2023,4,MS
4.0,"48,8",979,"22,7","3,4",1,2023,5,MS
8.0,"125,2","981,2","19,7","3,4",1,2023,6,MS
1.0,"3,4","980,5","22,3","4,7","1,2",2023,7,MS
6.0,34,"977,6","24,5","5,4","1,3",2023,8,MS
8.0,34,"975,6","28,1","6,6","1,6",2023,9,MS
16.0,"144,8","973,5","28,3","7,8","1,6",2023,10,MS
9.0,"101,8","973,3","28,7","7,1","1,7",2023,11,MS
9.0,"125,6","973,6","29,4","5,5","1,4",2023,12,MS
12.0,"165,6",974,"28,1","6,7","1,4",2024,1,MS
11.0,"158,2","975,4","28,3","7,4","1,4",2024,2,MS
18.0,"148,4","975,2","28,1","5,2","1,2",2024,3,MS
6.0,"154,6","975,9",27,4,"1,1",2024,4,MS
,,"978,3","24,4","3,6","1,3",2024,5,MS
1.0,",2",979,24,"5,5","1,2",2024,6,MS
0.0,0,"981,5","21,7","4,4","1,1",2024,7,MS
5.0,33,"980,1","22,7","5,9","1,4",2024,8,MS
3.0,"4,2","975,9","27,7","5,8","1,4",2024,9,MS
11.0,"58,8","974,6","27,9","5,3","1,4",2024,10,MS
,,"973,2","27,5","6,5","1,4",2024,11,MS
20.0,"279,4","973,1","27,2","5,9","1,3",2024,12,MS
6.0,"26,8",973,28,"5,9","1,4",2025,1,MS
,,"975,2","27,4","4,8","1,3",2025,2,MS
,,"976,1","28,4","4,4","1,2",2025,3,MS
9.0,,"976,2","25,3","3,4",1,2025,4,MS
3.0,"29,6","979,8","23,3",4,1,2025,5,MS
8.0,"87,4","980,1",21,4,"1,1",2025,6,MS
1.0,"15,4","982,6","20,1","3,2",1,2025,7,MS
,,,,,,2025,8,MS
,,,,,,2010,1,SP
13.0,,"941,8","24,4","5,1","1,6",2010,2,SP
15.0,"54,4",941,"23,6","4,1","1,7",2010,3,SP
7.0,83,"944,2","21,2","4,6","1,7",2010,4,SP
6.0,"30,6","944,2","18,2","4,8","1,7",2010,5,SP
2.0,"25,6","947,2","17,4","4,7","1,7",2010,6,SP
3.0,"73,4","946,8","19,2","4,5","1,8",2010,7,SP
,0,"946,6","19,3","7,1","1,9",2010,8,SP
5.0,"72,2","943,9","21,6","6,2","2,2",2010,9,SP
8.0,,,"21,9","7,4",,2010,10,SP
9.0,"55,6","939,1",23,"4,9","1,8",2010,11,SP
20.0,"229,4",938,"23,6","5,5","1,7",2010,12,SP
22.0,"440,2","938,9",24,"6,4","1,5",2011,1,SP
18.0,"148,6","940,8","24,1","4,2","1,3",2011,2,SP
17.0,"146,2","940,8","22,2","4,8","1,7",2011,3,SP
9.0,"83,2","943,1","21,8","5,4","1,4",2011,4,SP
3.0,27,"945,1","18,1","4,2","1,4",2011,5,SP
5.0,40,"945,2","16,5","6,5","1,5",2011,6,SP
6.0,"8,2","945,4","19,1",4,"1,6",2011,7,SP
6.0,"33,4","944,6","20,2","5,4","1,8",2011,8,SP
4.0,"5,6","945,2","21,1","6,1",2,2011,9,SP
14.0,"179,8","941,2","21,9","6,7","1,9",2011,10,SP
11.0,"114,6","940,9","21,8","4,1","1,5",2011,11,SP
15.0,"178,6","939,5","23,5","6,2","1,3",2011,12,SP
22.0,"236,4","940,8","22,1","5,2","1,4",2012,1,SP
11.0,"72,2","941,4","24,5","5,4","1,1",2012,2,SP
7.0,"142,8","942,4","23,3","5,5","1,2",2012,3,SP
9.0,"163,2","942,3","22,1","5,4","1,2",2012,4,SP
8.0,"79,2","945,6","18,5","4,4","1,3",2012,5,SP
18.0,"195,6","945,5",18,4,"1,3",2012,6,SP
4.0,"10,6",946,"18,1","5,4","1,5",2012,7,SP
,0,"948,3","20,2","5,1","1,7",2012,8,SP
5.0,"85,2","944,9",22,"5,6","1,9",2012,9,SP
10.0,"41,8","941,4","24,2","5,1","1,7",2012,10,SP
8.0,"129,6","939,8","23,2","4,9","1,6",2012,11,SP
14.0,"114,8","940,1","25,1","5,1","1,3",2012,12,SP
17.0,"252,8",941,"22,9","5,2","1,5",2013,1,SP
20.0,"149,8","941,6","23,5","4,4","1,2",2013,2,SP
16.0,"193,4","942,1","22,8","5,4","1,3",2013,3,SP
7.0,98,"943,8","20,9","3,8","1,2",2013,4,SP
8.0,"145,8","944,5","19,4",4,"1,2",2013,5,SP
19.0,"70,2","945,3","18,3","3,4","1,1",2013,6,SP
2.0,,,,,,2013,7,SP
,,,,,,2013,8,SP
5.0,,,,"3,9",,2013,9,SP
12.0,"139,4","942,8","21,9","4,8","1,7",2013,10,SP
11.0,"168,8","940,8","22,9","5,8","1,7",2013,11,SP
10.0,"49,2","938,9","24,5","3,9","1,4",2013,12,SP
16.0,95,"942,5","25,1","4,6","1,2",2014,1,SP
13.0,"125,2","941,7","25,1","4,2","1,2",2014,2,SP
14.0,"123,8","942,4","23,4","5,7","1,3",2014,3,SP
9.0,"72,4","943,6",22,"4,5","1,2",2014,4,SP
5.0,"59,4","944,6","19,3","5,9","1,2",2014,5,SP
3.0,"2,8","945,8","19,2",4,1,2014,6,SP
8.0,"24,8","948,1","17,9","6,1","1,2",2014,7,SP
3.0,"18,4","946,3","20,7","4,9","1,3",2014,8,SP
9.0,"109,4","943,7",22,"5,5","1,5",2014,9,SP
2.0,,,"24,2","5,2",,2014,10,SP
,,,,,,2014,11,SP
17.0,"194,8","941,2","23,7","5,5","1,4",2014,12,SP
15.0,142,"942,6","25,5","4,8",",9",2015,1,SP
17.0,109,"941,6","23,8","5,1",1,2015,2,SP
16.0,"203,2","942,2","22,8","3,7","1,1",2015,3,SP
4.0,"37,8","943,3","21,9","3,7","1,1",2015,4,SP
11.0,"98,8","945,3","19,2","3,5",",8",2015,5,SP
5.0,"9,2","947,6","18,9","4,2","1,4",2015,6,SP
12.0,"73,2","946,3","18,5","3,5","1,3",2015,7,SP
4.0,"17,6","945,9","20,7","4,8","1,4",2015,8,SP
10.0,182,"942,4","22,8","5,1","1,1",2015,9,SP
11.0,"89,2","942,6","23,8","5,2","1,4",2015,10,SP
17.0,"224,2","940,5","23,3","7,8",1,2015,11,SP
21.0,"205,8",942,24,"5,3","1,1",2015,12,SP
20.0,"250,6","940,1","23,9","3,7","1,1",2016,1,SP
29.0,"217,4","942,4","24,4","4,4",",7",2016,2,SP
,,"943,3","23,7","3,5",",8",2016,3,SP
3.0,"33,4","943,4","23,8","4,6",",9",2016,4,SP
13.0,"87,4",946,"18,5","5,2","1,5",2016,5,SP
8.0,"91,4","947,5","16,7",4,"1,4",2016,6,SP
1.0,"7,2","946,5","18,5","5,3","1,6",2016,7,SP
5.0,"53,6","945,2","19,7","5,5","1,8",2016,8,SP
5.0,"22,2","944,7","20,2","8,8","1,9",2016,9,SP
10.0,"91,4","942,1","22,3","5,2",2,2016,10,SP
12.0,78,941,"22,9","6,8","1,9",2016,11,SP
15.0,"125,4",941,24,5,"1,8",2016,12,SP
23.0,"394,4","941,7","23,5","4,4","1,4",2017,1,SP
11.0,"114,8","941,5","24,9",5,"1,5",2017,2,SP
10.0,102,"942,4","23,5","4,3","1,7",2017,3,SP
7.0,100,"943,7","21,6","5,2","1,7",2017,4,SP
13.0,168,"944,5",20,"4,3","1,5",2017,5,SP
9.0,20,"946,9",18,"4,3","1,4",2017,6,SP
1.0,",2","950,5","17,5","4,7","1,8",2017,7,SP
7.0,"60,6","945,4","19,3","4,8","1,9",2017,8,SP
1.0,"5,6","945,6","23,4","4,8","1,8",2017,9,SP
14.0,"112,2","941,9","22,9","6,4","1,8",2017,10,SP
12.0,"221,4","940,2","22,5","5,8","1,8",2017,11,SP
12.0,"90,6",940,"24,2","4,3","1,4",2017,12,SP
22.0,"225,2","941,2","23,5","4,8","1,5",2018,1,SP
12.0,"79,8","941,1","23,2","5,6","1,5",2018,2,SP
13.0,"204,8",941,"24,5","5,6","1,2",2018,3,SP
4.0,"13,2","944,8","22,2","3,8","1,1",2018,4,SP
5.0,"9,2","945,9","20,1","6,4","1,1",2018,5,SP
5.0,"12,4","946,6","19,8","4,6",1,2018,6,SP
1.0,,,,"4,2",,2018,7,SP
1.0,,,,"3,8",,2018,8,SP
9.0,,"942,7","21,1","4,7","1,6",2018,9,SP
14.0,"182,4","941,7","22,5","5,9","1,6",2018,10,SP
11.0,"120,8","941,3",23,"5,2","1,8",2018,11,SP
13.0,"164,8","941,5","24,8","4,4","1,2",2018,12,SP
15.0,"141,6","943,1","25,5","6,2",1,2019,1,SP
19.0,"100,4","941,2",24,"4,9","1,2",2019,2,SP
16.0,"32,6","943,1","23,5","5,7",1,2019,3,SP
9.0,73,"942,7","22,8","6,1",",9",2019,4,SP
8.0,"12,8","943,9",21,"4,7",",9",2019,5,SP
2.0,"12,4","947,4","19,8","4,3",1,2019,6,SP
5.0,"28,2","946,8","18,3","4,4","1,2",2019,7,SP
4.0,6,"947,8","20,1","4,5","1,6",2019,8,SP
9.0,"40,8","943,9","23,2","5,7","1,6",2019,9,SP
12.0,"52,8","941,9","24,8","6,1","1,6",2019,10,SP
16.0,"130,6","940,5",24,"5,8","1,7",2019,11,SP
18.0,"208,6","940,9","23,9","4,8","1,2",2019,12,SP
14.0,"181,4","940,1","24,2","4,9","1,1",2020,1,SP
20.0,"325,8","941,7",23,"3,9","1,1",2020,2,SP
4.0,"11,8","942,8","23,3",4,"1,2",2020,3,SP
4.0,"18,2","944,4","21,5","4,7",1,2020,4,SP
4.0,"28,4","945,7","18,5","3,4",",5",2020,5,SP
6.0,"68,2","946,1",20,6,"1,1",2020,6,SP
3.0,"8,8","945,9","19,7","4,3","1,2",2020,7,SP
5.0,60,"946,4","19,4","4,6","1,3",2020,8,SP
1.0,"6,2","943,8","24,7","6,2","1,5",2020,9,SP
11.0,"35,4","941,3","24,7","7,4","1,8",2020,10,SP
8.0,"57,4","941,6",24,"7,6","1,6",2020,11,SP
19.0,"366,8","940,8","23,8","6,8","1,1",2020,12,SP
18.0,"151,4","941,1","24,2","4,4",1,2021,1,SP
14.0,"135,2","940,1","23,8","4,7",1,2021,2,SP
10.0,125,"941,7",24,"4,6",1,2021,3,SP
4.0,28,"943,8","21,1","4,3","1,3",2021,4,SP
1.0,,945,"20,2",4,"1,1",2021,5,SP
6.0,,"946,2","17,9","4,6","1,2",2021,6,SP
1.0,"7,2","947,9","17,2","5,1","1,5",2021,7,SP
2.0,"12,4","946,3","20,9","4,6","1,6",2021,8,SP
6.0,"12,8",943,"24,3","5,8","1,5",2021,9,SP
16.0,"117,4","942,1","21,7","6,5","1,1",2021,10,SP
8.0,"145,2",940,"23,8","5,1",",8",2021,11,SP
12.0,"171,4","939,4","23,6","3,4",",5",2021,12,SP
18.0,,"940,2","23,6","4,8",,2022,1,SP
3.0,,,,"3,8",,2022,2,SP
,,,,"4,8",,2022,3,SP
1.0,,,,"3,6",,2022,4,SP
6.0,"32,6",945,"18,1","8,2","1,5",2022,5,SP
6.0,"69,4","945,4","18,1","4,5","1,4",2022,6,SP
1.0,1,"945,9","20,2","4,2","1,4",2022,7,SP
7.0,"27,4","945,9",19,"5,5","1,9",2022,8,SP
13.0,"70,2",944,"19,4","7,5",2,2022,9,SP
10.0,79,"942,1","22,7","5,5","1,7",2022,10,SP
11.0,"46,4","941,5","21,9","4,5","1,9",2022,11,SP
18.0,"315,4","939,6","23,2","5,1","1,6",2022,12,SP
19.0,"249,8","940,9","23,2","4,5","1,4",2023,1,SP
20.0,"241,4",942,"23,3",4,"1,3",2023,2,SP
15.0,173,"942,9","23,9","4,2","1,2",2023,3,SP
9.0,"55,6","942,8","21,3","3,8","1,3",2023,4,SP
4.0,"49,2","945,5","19,4","4,2","1,2",2023,5,SP
7.0,66,"947,3","17,9","4,1","1,3",2023,6,SP
2.0,",6","947,1","18,9","5,7","1,6",2023,7,SP
3.0,"17,6","944,5","21,1","6,1","1,7",2023,8,SP
5.0,"13,2","942,8","24,7","7,2","1,8",2023,9,SP
13.0,"94,2","940,9","23,9","5,6","1,8",2023,10,SP
12.0,86,"940,5","25,4","5,3","1,8",2023,11,SP
9.0,"74,4","940,7","26,1","4,9","1,7",2023,12,SP
12.0,111,"940,9","24,5","5,7","1,7",2024,1,SP
11.0,"132,2","942,5","25,1","5,1","1,4",2024,2,SP
16.0,"151,4","942,3","24,8","4,7","1,5",2024,3,SP
10.0,"83,2",943,24,"4,4","1,3",2024,4,SP
4.0,"18,2","944,6","22,2","5,5","1,4",2024,5,SP
1.0,",6",946,"21,4","3,8","1,5",2024,6,SP
5.0,"18,6","947,8","19,5","4,2","1,4",2024,7,SP
4.0,28,"946,5","20,9","5,5","1,7",2024,8,SP
3.0,"10,6","943,2","25,7","7,4","1,9",2024,9,SP
7.0,93,"941,9","24,2","6,9","2,1",2024,10,SP
13.0,"190,2","940,6",24,"5,2","1,8",2024,11,SP
18.0,"216,2",940,"23,9","5,2","1,7",2024,12,SP
11.0,"162,8",940,"24,7","5,1","1,4",2025,1,SP
13.0,"55,4","942,2","25,3","6,3","1,3",2025,2,SP
5.0,"61,8","943,2","25,1","7,5","1,4",2025,3,SP
9.0,"48,2","942,8","22,4","4,6","1,2",2025,4,SP
5.0,"12,2","946,5","20,1","4,4","1,2",2025,5,SP
13.0,92,"946,4",18,"4,9","1,3",2025,6,SP
2.0,"10,2","948,6","17,2","5,1","1,3",2025,7,SP
,,,,,,2025,8,SP
23.0,"183,4","835,9","18,1","3,8","1,5",2010,1,SP
21.0,"126,8","836,5",18,6,"1,6",2010,2,SP
24.0,"243,8","835,2","17,1","7,1","1,7",2010,3,SP
23.0,"128,8",837,"14,6","5,6","1,6",2010,4,SP
22.0,53,"836,1","12,6",,,2010,5,SP
21.0,24,,"10,9",,,2010,6,SP
21.0,"65,6",,"12,2",,,2010,7,SP
10.0,"2,2",,"12,1",,,2010,8,SP
11.0,"88,6",,"14,6",,,2010,9,SP
21.0,"184,4",,"14,5",,,2010,10,SP
20.0,"170,6",,"15,8",,,2010,11,SP
25.0,"259,2",,"17,6","4,5","1,5",2010,12,SP
27.0,"385,4",,"17,8","4,4","1,5",2011,1,SP
20.0,301,,"17,7","4,4","1,4",2011,2,SP
29.0,"311,2","834,8","16,5",7,"1,9",2011,3,SP
28.0,"179,2","836,7","15,3","4,8","1,4",2011,4,SP
21.0,38,837,"11,8","4,5",,2011,5,SP
23.0,"45,8","836,9","10,3",,,2011,6,SP
16.0,5,"837,9",12,,,2011,7,SP
13.0,"20,2","837,6","13,9",,,2011,8,SP
11.0,"27,4","838,4",14,,,2011,9,SP
16.0,"176,2","834,8","15,1",,,2011,10,SP
19.0,247,"834,3","14,4",,,2011,11,SP
21.0,"205,2","833,6","16,4",,,2011,12,SP
26.0,"291,2","834,7","15,8",,,2012,1,SP
21.0,"169,4",836,"17,6","4,4",,2012,2,SP
24.0,"99,2","836,3","16,4","4,7","1,4",2012,3,SP
24.0,"162,4","835,9","15,6",5,"1,3",2012,4,SP
23.0,"80,6","837,8","11,8",,,2012,5,SP
23.0,"142,8","837,9","12,6",,,2012,6,SP
17.0,"63,8","838,2","11,5",,,2012,7,SP
15.0,"11,6","840,8","12,1",,,2012,8,SP
10.0,"36,8","838,3","14,4",,,2012,9,SP
16.0,"155,2","836,1","16,8",,,2012,10,SP
19.0,"169,6","833,9",16,,,2012,11,SP
26.0,"296,2","834,9","18,6",,,2012,12,SP
31.0,391,"835,1","16,5",,,2013,1,SP
23.0,"285,2",836,"17,2",,,2013,2,SP
26.0,"184,8","836,2","16,7",,,2013,3,SP
18.0,80,"836,7","14,2",,,2013,4,SP
23.0,"91,4","837,1","12,7",,,2013,5,SP
25.0,"34,2","837,8","12,7",,,2013,6,SP
19.0,"85,2","838,7","11,4",,,2013,7,SP
11.0,"9,6","838,1","12,4",,,2013,8,SP
15.0,"56,4","837,5",14,,,2013,9,SP
18.0,"171,8","836,2","14,5",,,2013,10,SP
22.0,"182,4",835,16,,,2013,11,SP
24.0,232,"833,3","17,3",,,2013,12,SP
20.0,81,837,"18,5",,,2014,1,SP
10.0,"112,4","836,4","18,3",,,2014,2,SP
26.0,"110,8","836,5","16,9",,,2014,3,SP
24.0,83,"836,9","15,2",,,2014,4,SP
22.0,42,"837,1","12,6",,,2014,5,SP
21.0,"35,2","838,4","12,7",,,2014,6,SP
20.0,"49,8",840,11,,,2014,7,SP
18.0,25,839,"12,8",,,2014,8,SP
14.0,"71,4","837,4","15,2",,,2014,9,SP
11.0,"55,8","837,3","15,8",,,2014,10,SP
19.0,"146,4","834,9","16,4",,,2014,11,SP
23.0,"129,8","835,6","17,4",,,2014,12,SP
16.0,"108,8","837,3","18,9",,,2015,1,SP
20.0,"185,6","835,9","17,3","3,9",,2015,2,SP
24.0,224,836,"16,6","4,6","1,1",2015,3,SP
20.0,"62,8","836,6","15,5","3,4","1,2",2015,4,SP
24.0,93,"837,8","12,7","4,8","1,1",2015,5,SP
23.0,"77,8","839,8","12,2","4,3","1,1",2015,6,SP
16.0,"42,2","838,8","12,8","4,1","1,1",2015,7,SP
18.0,"26,4",839,13,"3,7","1,1",2015,8,SP
16.0,138,"836,5","15,8","4,2","1,3",2015,9,SP
16.0,"95,6","837,1","17,8",,,2015,10,SP
25.0,"227,8","834,8","17,7",,,2015,11,SP
29.0,235,"836,3","17,8",,,2015,12,SP
27.0,"287,2","834,7","17,5",,,2016,1,SP
24.0,"203,8","836,9","18,3",,,2016,2,SP
26.0,"269,8","837,5","17,2",,,2016,3,SP
21.0,27,"837,5","16,7",,,2016,4,SP
26.0,82,"838,1","12,8",,,2016,5,SP
24.0,159,"838,8","10,7",,,2016,6,SP
16.0,"3,4","838,7","12,3",,,2016,7,SP
11.0,"42,6","837,8","12,9","5,2",,2016,8,SP
13.0,"65,4","837,5","14,9","3,8","1,2",2016,9,SP
17.0,124,"835,7","15,8","3,8","1,3",2016,10,SP
22.0,"224,8","834,9","15,7",6,"1,4",2016,11,SP
7.0,,,,5,,2016,12,SP
,,,,"2,6",,2017,1,SP
,,,,"3,9",,2017,2,SP
9.0,,,15,4,,2017,3,SP
15.0,"102,4","837,1",15,"3,7","1,1",2017,4,SP
18.0,"134,8","837,2","13,1","4,6",1,2017,5,SP
18.0,"32,2","839,1","12,1","5,1","1,1",2017,6,SP
19.0,"9,4",842,"9,9","4,8",1,2017,7,SP
15.0,53,"838,1","12,5","4,8","1,1",2017,8,SP
4.0,"71,4","839,4",15,"4,3","1,2",2017,9,SP
16.0,"136,2",836,"16,7",5,"1,1",2017,10,SP
17.0,201,"834,2","15,7","5,1","1,2",2017,11,SP
25.0,"192,6","834,3","17,2","3,5","1,1",2017,12,SP
27.0,"357,2","835,4","17,3","3,8",1,2018,1,SP
23.0,"89,4",835,"16,8","3,3","1,1",2018,2,SP
25.0,"147,2","835,3","17,8","3,2",1,2018,3,SP
20.0,"65,4",838,"14,9","4,9","1,1",2018,4,SP
19.0,"31,2","838,3","12,6","4,5",1,2018,5,SP
15.0,"21,2","839,1","12,6","4,1","1,1",2018,6,SP
12.0,"17,4",839,"11,7",5,"1,4",2018,7,SP
13.0,"114,2","838,4","12,1","4,8","1,4",2018,8,SP
13.0,"88,8",836,"14,6",5,"1,5",2018,9,SP
24.0,"258,2","835,4","15,8",,,2018,10,SP
24.0,"213,8","835,5",16,,,2018,11,SP
20.0,"179,2","835,7","17,3",,,2018,12,SP
20.0,"147,2","837,8","18,9",,,2019,1,SP
23.0,270,"835,6","17,6",,,2019,2,SP
25.0,"255,2",837,"17,1",,,2019,3,SP
19.0,"134,6","836,4","16,4",,,2019,4,SP
18.0,"104,2",837,"14,5",,,2019,5,SP
15.0,"33,8","839,8","12,3",,,2019,6,SP
16.0,75,"838,7","10,6",,,2019,7,SP
13.0,"32,4","840,3","12,2",,,2019,8,SP
14.0,"90,6",838,"15,8",,,2019,9,SP
13.0,"49,6","836,3","16,9",,,2019,10,SP
17.0,"191,8","834,7","16,8",,,2019,11,SP
22.0,"236,2","835,1","17,2",,,2019,12,SP
24.0,"189,8","834,4","17,8",,,2020,1,SP
27.0,"406,2","835,7",17,,,2020,2,SP
20.0,"138,2","836,4","15,9",,,2020,3,SP
17.0,"7,8","837,2","14,5",,,2020,4,SP
16.0,"24,4","837,4","11,7",,,2020,5,SP
20.0,"57,2","838,8",13,,,2020,6,SP
