ano_agricola,safra,uf,produto,id_produto,id_levantamento,dsc_levantamento,area_plantada_mil_ha,producao_mil_t,produtividade_mil_ha_mil_t
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,10,10º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,11,11º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,12,12º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,1,1º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,2,2º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,3,3º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,4,4º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,5,5º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,6,6º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,7,7º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,8,8º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,ES,GERGELIM                                ,7084,9,9º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,10,10º LEV             ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,11,11º LEV             ,4.0,2.0,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,12,12º LEV             ,4.0,2.0,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,1,1º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,2,2º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,3,3º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,4,4º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,5,5º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,6,6º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,7,7º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,8,8º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,GO,GERGELIM                                ,7084,9,9º LEV              ,3.0,1.5,0.5
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,10,10º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,11,11º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,12,12º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,1,1º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,2,2º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,3,3º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,4,4º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,5,5º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,6,6º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,7,7º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,8,8º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MA,GERGELIM                                ,7084,9,9º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,10,10º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,11,11º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,12,12º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,1,1º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,2,2º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,3,3º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,4,4º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,5,5º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,6,6º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,7,7º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,8,8º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MG,GERGELIM                                ,7084,9,9º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,10,10º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,11,11º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,12,12º LEV             ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,1,1º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,2,2º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,3,3º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,4,4º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,5,5º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,6,6º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,7,7º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,8,8º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MS,GERGELIM                                ,7084,9,9º LEV              ,0.0,0.0,0.0
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,10,10º LEV             ,398.7,276.3,0.7
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,11,11º LEV             ,401.2,288.9,0.7
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,12,12º LEV             ,401.2,288.9,0.7
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,1,1º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,2,2º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,3,3º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,4,4º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,5,5º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,6,6º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,7,7º LEV              ,425.0,219.3,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,8,8º LEV              ,397.0,204.9,0.5
2024/25             ,UNICA          ,MT,GERGELIM                                ,7084,9,9º LEV              ,396.5,272.0,0.7
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,10,10º LEV             ,147.6,69.7,0.5
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,11,11º LEV             ,128.5,65.0,0.5
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,12,12º LEV             ,112.8,57.1,0.5
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,1,1º LEV              ,144.1,67.7,0.5
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,2,2º LEV              ,144.1,67.7,0.5
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,3,3º LEV              ,144.1,63.8,0.4
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,4,4º LEV              ,144.1,63.8,0.4
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,5,5º LEV              ,144.1,63.8,0.4
2024/25             ,UNICA          ,PA,GERGELIM                                ,7084,6,6º LEV              ,144.5,64.0,0.4
