,produto,ano,sh_area_plantada_mil_ha_list,sh_producao_mil_t_list,sh_produtividade_mil_ha_mil_t_list,sh_rotulos_ano_agricola,lev_area_plantada_mil_ha_list,lev_producao_mil_t_list,lev_produtividade_mil_ha_mil_t_list,n_levantamentos,levantamentos_descricoes_lista,lev_rotulos_ano_agricola,od_estoque_inicial_1000t_list,od_producao_1000t_list,od_importacao_1000t_list,od_consumo_1000t_list,od_exportacao_1000t_list,od_estoque_final_1000t_list,od_rotulos_ano_agricola,vlr_custo_variavel_ha_mensal,vlr_custo_variavel_unidade_mensal,vlr_custo_fixo_ha_mensal,vlr_custo_fixo_unidade_mensal,vlr_renda_fator_ha_mensal,vlr_renda_fator_unidade_mensal,valor_produto_kg_mensal,ipca_indice_mensal,dolar_preco_mensal
0,00-18-18,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.3, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
1,00-18-18,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.28, nan, nan, nan, 2.27, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
2,00-20-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.44, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
3,00-20-20,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.35, nan, nan, nan, 2.33, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
4,02-20-18,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.81, nan, nan, nan, nan, nan, 2.95, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
5,02-20-18 + micronutriente,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.76, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
6,02-20-18 + micronutriente,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.9299999999999997, nan, nan, nan, 3.165, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
7,02-20-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.55, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
8,02-20-20,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.55, nan, nan, nan, 2.72, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
9,02-23-18,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.25, 3.25, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
10,02-23-18,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.8, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
11,02-23-23,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.785, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
12,02-23-23,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.8049999999999997, nan, nan, nan, 2.9450000000000003, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
13,02-28-16,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.19, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
14,02-28-16,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.8, nan, nan, nan, 2.9, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
15,02-28-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.28, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
16,02-28-20,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.55, nan, nan, nan, nan, nan, 3.7, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
17,03-21-21,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.59, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
18,03-21-21,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.31, nan, nan, nan, 3.92, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
19,03-30-15,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.6, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
20,04-14-07,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, 2.8, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
21,04-14-08,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.3, nan, nan, nan, nan, 2.53, 3.12, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
22,04-20-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.5, 2.5, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
23,04-20-20,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.5, nan, nan, nan, 2.5, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
24,04-24-12,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, 2.98, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
25,04-30-05,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.56, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
26,04-30-05,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.52, nan, nan, nan, 2.5, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
27,04-30-10,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.24, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
28,04-30-10,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.5, nan, nan, nan, nan, nan, 3.65, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
29,05-20-10,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.68, nan, nan, nan, nan, nan, 2.74, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
30,05-20-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.7, 2.7, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
31,05-20-20,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.67, nan, nan, nan, 3.2, 3.28, 2.885, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
32,05-20-30,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.53, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
33,05-20-30,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.67, nan, nan, nan, 3.18, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
34,05-25-15,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3296.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
35,05-30-15,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.13, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
36,06-24-12,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, 5.04, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
37,06-40-08,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.21, 3.5, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
38,06-40-08,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.5, nan, nan, nan, 4.84, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
39,07-14-28,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.15, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
40,08-16-16,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.78, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
41,08-16-16,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.64, nan, nan, nan, 2.61, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
42,08-16-24,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.72, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
43,08-16-24,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.63, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
44,08-20-15,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.76, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
45,08-20-18+micro,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.16, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
46,08-20-18+micro,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.31, nan, nan, nan, 3.52, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
47,08-20-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.9, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
48,08-20-20,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.06, nan, nan, nan, 3.37, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
49,08-20-20 + zn,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.675, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
50,08-20-20 + zn,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.39, nan, nan, nan, 2.37, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
51,08-28-16,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.5, 3.42, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
52,08-28-16,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 4.05, nan, nan, nan, 3.44, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
53,08-40-00,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.42, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
54,08-40-00,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.42, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
55,09-00-24,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.58, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
56,09-25-15,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.09, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
57,09-25-15,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 3.23, nan, nan, nan, 3.24, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
58,10-00-30,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, 3.92, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
59,10-10-10,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.28, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
60,10-10-10,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.47, nan, nan, nan, nan, nan, 2.74, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
61,10-15-15,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.59, 2.84, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
62,10-15-15,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.94, nan, nan, nan, 3.07, nan, 2.94, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
63,10-20-10,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.63, 2.69, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
64,10-20-10,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 2.825, nan, nan, nan, 2.68, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
65,10-20-20,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 2.65, 2.84, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
