,produto,ano,sh_area_plantada_mil_ha_list,sh_producao_mil_t_list,sh_produtividade_mil_ha_mil_t_list,sh_rotulos_ano_agricola,lev_area_plantada_mil_ha_list,lev_producao_mil_t_list,lev_produtividade_mil_ha_mil_t_list,n_levantamentos,levantamentos_descricoes_lista,lev_rotulos_ano_agricola,od_estoque_inicial_1000t_list,od_producao_1000t_list,od_importacao_1000t_list,od_consumo_1000t_list,od_exportacao_1000t_list,od_estoque_final_1000t_list,od_rotulos_ano_agricola,vlr_custo_variavel_ha_mensal,vlr_custo_variavel_unidade_mensal,vlr_custo_fixo_ha_mensal,vlr_custo_fixo_unidade_mensal,vlr_renda_fator_ha_mensal,vlr_renda_fator_unidade_mensal,valor_produto_kg_mensal,ipca_indice_mensal,dolar_preco_mensal
528,canola,2025,,,,,,,,,,,,,,,,,,,,,,,,"[1.895, 1.895, 1.92, 1.895, 1.835, 1.855, 1.84, 1.9049999999999998, 1.9449999999999998, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
529,cantoneira de pedra,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, 280.0, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
530,cantus,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 450.0, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
531,cantus,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 546.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
532,capa de chuva,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 27.9, nan, nan, nan, 72.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
533,capacete,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 90.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
534,capataz,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 35.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
535,capina de sulcos,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, 1.8, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
536,capinadeira de tracao ani,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
537,captan,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, 44.11, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
538,cara,2024,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, 49115.97, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 23.39, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 12242.77, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 5.83, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 387.2, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 0.18, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 4.835, 4.6899999999999995, 4.3149999999999995]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
539,cara,2025,,,,,,,,,,,,,,,,,,,,,,,,"[4.915, 4.965, 5.08, 5.05, 3.0, 3.205, 2.94, 2.84, 2.73, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
540,caramba,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 111.44, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
541,carbendazim,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 47.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
542,carbendazim,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 51.0, nan, nan, nan, 51.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
543,carbonato de potassio,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 31.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
544,carbonato de potassio,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 31.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
545,carbureto de calcio,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 27.25, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
546,carne bovina,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 25.44, 28.69, 30.0]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
547,carne bovina,2025,,,,,,,,,,,,,,,,,,,,,,,,"[28.0, 26.75, 27.75, 27.53, 28.41, 28.57, 28.66, 28.58, 20.03, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
548,carne caprina,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 26.0, 26.0, 26.0]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
549,carne caprina,2025,,,,,,,,,,,,,,,,,,,,,,,,"[26.02, 25.375, 25.0, 24.18, 25.0, 25.25, 25.0, 25.0, 25.0, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
550,carne de frango,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 9.32, 9.78, 10.17]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
551,carne de frango,2025,,,,,,,,,,,,,,,,,,,,,,,,"[10.31, 10.57, 10.87, 10.9, 11.48, 11.01, 10.62, 10.27, 9.475, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
552,carne ovina,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 27.22, 29.67, 30.0]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
553,carne ovina,2025,,,,,,,,,,,,,,,,,,,,,,,,"[30.0, 30.0, 28.25, 26.89, 25.91, 25.5, 28.24, 29.12, 29.45, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
554,carne suina,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 15.1, 16.619999999999997, 17.630000000000003]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
555,carne suina,2025,,,,,,,,,,,,,,,,,,,,,,,,"[17.810000000000002, 17.25, 16.875, 15.89, 15.094999999999999, 14.309999999999999, 15.355, 15.655, 15.89, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
556,caroco de algodao,2024,"[np.float64(1944.1999999999998), np.float64(2086.1)]","[np.float64(5213.0), np.float64(5719.9)]","[np.float64(2.6813085073552108), np.float64(2.741910742533915)]",2023/24;2024/25,"[np.float64(22424.1), np.float64(24597.7)]","[np.float64(57778.0), np.float64(64831.3)]","[np.float64(2.5766028513964887), np.float64(2.6356651231619215)]",12.0,"['10º LEV             ', '11º LEV             ', '12º LEV             ', '1º LEV              ', '2º LEV              ', '3º LEV              ', '4º LEV              ', '5º LEV              ', '6º LEV              ', '7º LEV              ', '8º LEV              ', '9º LEV              ']",2023/24;2024/25,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.83, 0.9, 0.93]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
557,caroco de algodao,2025,[np.float64(2086.1)],[np.float64(5719.9)],[np.float64(2.741910742533915)],2024/25,[np.float64(24597.7)],[np.float64(64831.3)],[np.float64(2.6356651231619215)],12.0,"['10º LEV             ', '11º LEV             ', '12º LEV             ', '1º LEV              ', '2º LEV              ', '3º LEV              ', '4º LEV              ', '5º LEV              ', '6º LEV              ', '7º LEV              ', '8º LEV              ', '9º LEV              ']",2024/25,,,,,,,,,,,,,,"[0.95, 0.995, 1.14, 1.19, 1.26, 1.39, 1.32, 1.1749999999999998, 1.28, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
558,carrapaticida,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 20.99, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
559,carregamento,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 0.15, nan, nan, nan, nan, nan, 0.15, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
560,carregamento no caminhao,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.05, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
561,carregamento no caminhao,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 0.05, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
562,carreta,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 19500.0, 111086.5, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
563,carreta,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 20320.0, nan, nan, nan, 114218.0, 10662.5, 13030.665, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
564,carreta agricola,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 29400.0, 34389.115000000005, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
565,carreta agricola,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 32340.0, nan, nan, nan, 34000.0, nan, 37000.0, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
566,carreta basculante,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 21000.0, 15000.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
567,carreta basculante,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 21000.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
568,carreta estacionaria,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 78648.57, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
569,carreta estacionaria,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 82029.0, nan, nan, nan, 80000.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
570,carreta graneleira,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 45000.0, 83500.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
571,carreta graneleira,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 81374.0, nan, nan, nan, 85000.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
572,carreta tanque,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 25150.0, 75000.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
573,carreta tanque,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 48280.0, nan, nan, nan, 103286.5, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
574,carreta tracionada,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 26500.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
575,carreta transbordo,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 251400.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
576,carreta transbordo,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 255900.0, nan, nan, nan, 260672.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
577,carretilha,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 170.0, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
578,carrinho de mao,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 258.75, 258.75, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
579,carrinho de mao,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 247.5, nan, nan, nan, 280.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
580,carroca para transporte d,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, 3000.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
581,cartugen,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 429.0, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
582,cartugen,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, 439.0, nan, nan, nan, 490.0, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
583,casa administrador,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
584,casa administrador,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
585,casa de alvenaria do seri,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
586,casa de alvenaria p/ admi,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
587,casa de alvenaria p/ admi,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
588,casa de alvenaria p/ empr,2024,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[6801.72, 6858.17, 6869.14, 6895.24, 6926.96, 6941.51, 6967.89, 6966.5, 6997.15, 7036.33, 7063.77, 7100.5]","[4.9529, 4.9827, 4.9864, 5.1712, 5.241, 5.5583, 5.6615, 5.6556, 5.4475, 5.7773, 6.0529, 6.1917]"
589,casa de alvenaria p/ empr,2025,,,,,,,,,,,,,,,,,,,,,,,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[7111.86, 7205.03, 7245.38, 7276.54, 7295.46, 7312.97, 7331.98, nan, nan, nan, nan, nan]","[5.8295, 5.8482, 5.7416, 5.6602, 5.7081, 5.4565, 5.6015, nan, nan, nan, nan, nan]"
