,Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",latitude,longitude,estacao,geometry,estado
76884,2023-01-31,27.0,"489,4","907,8","21,1","7,5","1,7",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76885,2023-02-28,20.0,"288,2","908,8","22,1","6,4","1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76886,2023-03-31,14.0,"130,8","909,7",22,"6,4","1,8",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76887,2023-04-30,9.0,"22,4","909,1",20,7,"1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76888,2023-05-31,0.0,0,"911,6","17,7","5,3","1,5",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76889,2023-06-30,,,"913,4","16,3","4,5","1,3",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76890,2023-07-31,,,"913,4","17,1","6,4","1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76891,2023-08-31,,,"911,1","19,5","6,4","1,7",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76892,2023-09-30,,,"910,1","23,1","7,1",2,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76893,2023-10-31,,,"908,1","22,9","7,4","1,8",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76894,2023-11-30,,,"907,6","23,9","8,1","1,8",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76895,2023-12-31,,,"907,6","23,6",6,"1,7",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76896,2024-01-31,,,"907,5","22,6","6,9","1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76897,2024-02-29,,,"909,4","22,6","8,6","1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76898,2024-03-31,,,909,"22,9","5,8","1,5",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76899,2024-04-30,,,"909,9",22,"5,8","1,5",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76900,2024-05-31,3.0,14,"911,3","20,5","5,2","1,5",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76901,2024-06-30,0.0,0,"912,9","18,3","5,1","1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76902,2024-07-31,3.0,"2,4",914,"18,2","5,1","1,7",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76903,2024-08-31,4.0,5,913,"19,2","5,4",2,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76904,2024-09-30,2.0,"13,4","910,5","23,5","7,6","2,1",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76905,2024-10-31,15.0,195,"908,9","22,5","6,3","2,1",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76906,2024-11-30,14.0,199,"907,6","21,7","5,8",2,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76907,2024-12-31,20.0,"288,2",907,"22,3","6,8",2,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76908,2025-01-31,27.0,"148,4","906,9","22,5","7,1","1,9",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76909,2025-02-28,9.0,"80,2","909,2","23,7","5,6",2,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76910,2025-03-31,15.0,"101,6",910,"22,9","5,7",2,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76911,2025-04-30,15.0,"118,4","909,1","20,5","5,9","1,6",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76912,2025-05-31,2.0,"22,2",913,"18,2",5,"1,8",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76913,2025-06-30,8.0,"31,4","912,9","16,7","6,5","1,9",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76914,2025-07-31,2.0,"21,8","914,3","16,3","4,8","1,8",-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76915,2025-08-31,,,,,,,-21.56638888,-45.40416666,VARGINHA,POINT (-45.40416666 -21.56638888),MG
76916,2010-01-31,24.0,250,"949,1","23,7","7,9","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76917,2010-02-28,15.0,"119,4","949,2","24,8","11,1",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76918,2010-03-31,12.0,"162,4","948,3","23,8","9,8","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76919,2010-04-30,9.0,"83,8","951,6","21,6",8,"2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76920,2010-05-31,11.0,"27,2","951,6","18,7","6,3","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76921,2010-06-30,10.0,"19,2","954,9",17,"7,2","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76922,2010-07-31,8.0,"63,6","954,9","18,9","6,8","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76923,2010-08-31,0.0,0,"954,4","18,6","7,5",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76924,2010-09-30,8.0,"109,6","951,3","21,5","7,1","2,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76925,2010-10-31,12.0,"92,2","949,2",21,"9,1","2,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76926,2010-11-30,11.0,"34,4","946,7","22,9","8,3","2,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76927,2010-12-31,12.0,,"945,4",24,"7,9","2,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76928,2011-01-31,14.0,,"946,4",24,"6,5","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76929,2011-02-28,4.0,,"948,6",,"7,6","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76930,2011-03-31,,,,,"6,9",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76931,2011-04-30,1.0,,"950,9",,"5,9","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76932,2011-05-31,3.0,,"952,9",,6,"1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76933,2011-06-30,10.0,,"953,1","15,4","12,5","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76934,2011-07-31,5.0,"3,4","953,2","18,6",6,"1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76935,2011-08-31,4.0,,,,"7,1",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76936,2011-09-30,2.0,,"952,8","20,4","8,6","2,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76937,2011-10-31,15.0,211,"948,9","22,1","12,8","2,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76938,2011-11-30,8.0,"153,8","948,7","21,8","8,1","2,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76939,2011-12-31,14.0,"162,2",947,"23,3","7,1","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76940,2012-01-31,24.0,"251,4","948,6","22,1","8,1",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76941,2012-02-29,11.0,151,"948,9","24,9","6,6","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76942,2012-03-31,9.0,"66,2","949,9","23,6","8,1","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76943,2012-04-30,10.0,"167,8","949,9","22,4","7,4","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76944,2012-05-31,15.0,"72,2","953,5","18,6","6,8","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76945,2012-06-30,20.0,"174,8","953,3","18,2","8,3","1,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76946,2012-07-31,12.0,27,"953,8","17,6","6,2","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76947,2012-08-31,1.0,",2","956,4","19,5","5,9","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76948,2012-09-30,5.0,44,"952,7","21,7","9,1",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76949,2012-10-31,10.0,"76,6","949,1","24,3","8,4","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76950,2012-11-30,10.0,"109,6","947,6","23,1","11,2","2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76951,2012-12-31,18.0,"195,6","947,6","25,3","7,3","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76952,2013-01-31,19.0,"257,2","948,8","22,7","7,4","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76953,2013-02-28,23.0,"128,4","949,2","23,7","7,5","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76954,2013-03-31,13.0,"150,8","949,8","23,3","7,9","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76955,2013-04-30,10.0,"184,4","951,5","20,9","7,1","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76956,2013-05-31,10.0,"89,2","952,2","19,3","6,1","1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76957,2013-06-30,23.0,133,"953,1","18,2","5,8",",9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76958,2013-07-31,21.0,"55,8",955,"16,8",11,"1,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76959,2013-08-31,2.0,"2,6","953,5","18,3","8,5","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76960,2013-09-30,7.0,"30,4","952,1","20,8","7,5","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76961,2013-10-31,13.0,"167,4","950,6","21,8","8,9","2,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76962,2013-11-30,11.0,"124,4","948,6","23,2","8,3","2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76963,2013-12-31,10.0,"127,2","946,4","24,7",13,"2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76964,2014-01-31,13.0,"86,6","949,9","25,7","8,2","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76965,2014-02-28,13.0,"53,6","949,1","26,2","7,8","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76966,2014-03-31,10.0,127,950,"23,9","7,2","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76967,2014-04-30,10.0,"28,6","951,3","22,1","6,7","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76968,2014-05-31,6.0,"39,4","952,3","19,2","7,5","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76969,2014-06-30,5.0,"2,4","953,5","18,9","6,8","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76970,2014-07-31,8.0,,"955,6","18,2","7,3","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76971,2014-08-31,1.0,,,,"9,4",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76972,2014-09-30,,,,,"7,9",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76973,2014-10-31,5.0,"21,8",951,24,"10,6","2,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76974,2014-11-30,12.0,"167,4","948,6","23,3","7,7","2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76975,2014-12-31,17.0,"279,8","948,9",24,"8,9",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76976,2015-01-31,14.0,116,950,26,"9,9","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76977,2015-02-28,19.0,247,"949,2","23,7","7,6","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76978,2015-03-31,21.0,"139,4","949,8","22,8","6,8","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76979,2015-04-30,4.0,13,"950,9","22,1","6,8",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76980,2015-05-31,15.0,"84,4","953,1","19,3","6,2","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76981,2015-06-30,5.0,"6,6","955,5","18,7","6,6",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76982,2015-07-31,12.0,40,"954,2","18,3","6,2","1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76983,2015-08-31,5.0,"33,4","953,8","20,1","7,7","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76984,2015-09-30,7.0,,,"19,7","8,9",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76985,2015-10-31,9.0,"100,6","950,3","23,9","7,6","2,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76986,2015-11-30,20.0,"267,8",948,"23,7","7,7","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76987,2015-12-31,20.0,"238,4","949,5","24,2","8,4","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76988,2016-01-31,16.0,"278,4","947,8","24,2","8,4","2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76989,2016-02-29,19.0,"194,2","949,9","24,9","7,7","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76990,2016-03-31,16.0,"130,6","950,9","23,9","6,2","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76991,2016-04-30,4.0,6,951,24,"7,7","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76992,2016-05-31,9.0,,"953,8",19,"7,2","1,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76993,2016-06-30,,,,,"5,5",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76994,2016-07-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76995,2016-08-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76996,2016-09-30,3.0,,952,"20,6","9,7","2,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76997,2016-10-31,11.0,"102,4","949,8","22,2","8,5","2,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76998,2016-11-30,15.0,"193,8","948,8","22,5","7,8","2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
76999,2016-12-31,19.0,"180,6","948,6","23,9","8,3",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77000,2017-01-31,22.0,"316,6","949,2","23,9","8,5","1,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77001,2017-02-28,10.0,98,949,"25,1","9,2","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77002,2017-03-31,14.0,131,"950,1","23,3","10,8","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77003,2017-04-30,8.0,124,"951,5","21,8","6,7",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77004,2017-05-31,13.0,"152,4","952,3","19,8","6,2","1,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77005,2017-06-30,3.0,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77006,2017-07-31,1.0,",2","958,7",17,"6,5",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77007,2017-08-31,3.0,"23,8","953,5","19,3","7,2","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77008,2017-09-30,2.0,,,,"7,8",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77009,2017-10-31,14.0,"77,4","949,7","23,2","7,3","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77010,2017-11-30,15.0,"226,6","947,9","22,6","9,4","2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77011,2017-12-31,22.0,"59,2","947,6","24,2","8,9","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77012,2018-01-31,26.0,"177,4","948,9","23,6","6,9","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77013,2018-02-28,9.0,"69,6","948,7","23,5","8,5",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77014,2018-03-31,12.0,"164,6","948,4","24,7","8,1",",9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77015,2018-04-30,5.0,"56,4","952,5","22,4","6,9",1,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77016,2018-05-31,8.0,13,"953,6","19,7","7,1","1,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77017,2018-06-30,7.0,"9,4","954,3","19,5","5,6","1,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77018,2018-07-31,1.0,"2,4","954,2","18,9","6,2","1,5",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77019,2018-08-31,10.0,"100,8","954,4","18,2","6,7","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77020,2018-09-30,12.0,"46,8","950,5","21,1","7,8","1,4",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77021,2018-10-31,17.0,"159,6","949,4","22,5","11,9",2,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77022,2018-11-30,15.0,178,"949,1",23,"8,2","2,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77023,2018-12-31,13.0,"81,2",949,25,"7,7","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77024,2019-01-31,14.0,"110,6","950,6",26,14,"1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77025,2019-02-28,14.0,"138,2","948,8",24,"8,8","1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77026,2019-03-31,16.0,"62,4","950,7","23,8","6,9","1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77027,2019-04-30,13.0,"150,4","950,2",23,"5,8","1,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77028,2019-05-31,8.0,"51,6","951,5","20,8",7,1,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77029,2019-06-30,2.0,11,"955,3",19,"7,1","1,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77030,2019-07-31,7.0,"42,8","954,7","17,2",7,"1,2",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77031,2019-08-31,2.0,,,"19,1","8,5",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77032,2019-09-30,,,,,"7,8",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77033,2019-10-31,2.0,,,,"7,9",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77034,2019-11-30,14.0,"173,8","948,3","23,5",11,"2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77035,2019-12-31,14.0,"203,2","948,5",24,"6,9","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77036,2020-01-31,15.0,"164,2","947,6","24,1","8,6","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77037,2020-02-29,18.0,"375,2","949,4","23,2","7,5","1,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77038,2020-03-31,8.0,"65,6","950,5","23,1","7,7","1,6",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77039,2020-04-30,2.0,3,952,"21,2","6,2","1,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77040,2020-05-31,3.0,"11,8","953,3","17,9","6,6","1,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77041,2020-06-30,8.0,48,"953,9","19,4","6,9",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77042,2020-07-31,2.0,,,,"7,3",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77043,2020-08-31,,,,,7,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77044,2020-09-30,,,,,"7,6",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77045,2020-10-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77046,2020-11-30,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77047,2020-12-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77048,2021-01-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77049,2021-02-28,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77050,2021-03-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77051,2021-04-30,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77052,2021-05-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77053,2021-06-30,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77054,2021-07-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77055,2021-08-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77056,2021-09-30,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77057,2021-10-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77058,2021-11-30,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77059,2021-12-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77060,2022-01-31,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77061,2022-02-28,,,,,,,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77062,2022-03-31,8.0,,,"24,2","7,7",,-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77063,2022-04-30,7.0,"26,8","950,7","22,6","8,3","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77064,2022-05-31,9.0,46,"952,6","18,2","9,6","2,1",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77065,2022-06-30,9.0,"13,8","953,1",18,"7,8","1,8",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77066,2022-07-31,1.0,1,"953,8","19,7","6,1","1,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77067,2022-08-31,4.0,"26,8","953,8","19,2","10,6","2,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77068,2022-09-30,13.0,"75,6",952,"19,4","7,8","2,7",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77069,2022-10-31,17.0,"110,8","949,8","22,5",9,"2,3",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
77070,2022-11-30,8.0,"71,8","949,3","21,8","8,1","2,9",-22.70305555,-47.62333332,PIRACICABA,POINT (-47.62333332 -22.70305555),SP
