,Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",latitude,longitude,estacao,geometry,estado
0,2010-01-31,17.0,"216,2","998,9","28,1",6,"1,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
1,2010-02-28,10.0,"162,2","999,2","28,6","6,3","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
2,2010-03-31,4.0,"76,4","1000,2","28,2","6,6",1,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
3,2010-04-30,5.0,29,"1003,9","24,9","5,8","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
4,2010-05-31,15.0,"160,2","1006,1","19,5","5,4","1,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
5,2010-06-30,4.0,"4,2","1006,1","21,5","6,1","1,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
6,2010-07-31,6.0,,"1005,2","21,1",7,"1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
7,2010-08-31,1.0,",4","1004,9","22,2","8,4","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
8,2010-09-30,6.0,"31,8","1001,1","25,3",7,"1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
9,2010-10-31,8.0,"61,8","1001,4","26,1","6,8","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
10,2010-11-30,9.0,"161,4","999,7","25,4","6,5","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
11,2010-12-31,1.0,,,,"7,7",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
12,2011-01-31,,,,,"6,1",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
13,2011-02-28,7.0,,,,"4,9",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
14,2011-03-31,12.0,"152,6",1000,"26,6","5,2","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
15,2011-04-30,8.0,"126,4","1002,4","25,3","9,8","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
16,2011-05-31,5.0,"19,6","1006,1","21,4","5,7","1,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
17,2011-06-30,5.0,"8,8","1005,2","20,4","8,3",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
18,2011-07-31,8.0,"28,2","1004,9",21,"6,5","2,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
19,2011-08-31,4.0,"27,2","1004,5","22,8","7,7","2,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
20,2011-09-30,5.0,"89,8","1004,2","24,8","9,6","2,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
21,2011-10-31,9.0,100,"999,8","26,8","9,2","2,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
22,2011-11-30,6.0,"59,2","999,3","27,6","7,6","2,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
23,2011-12-31,3.0,67,"999,1","28,7","6,2","2,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
24,2012-01-31,11.0,"160,8","998,7","28,7",9,"1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
25,2012-02-29,12.0,"213,4",1000,28,"5,8","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
26,2012-03-31,8.0,"106,2","1002,4","26,2","7,1","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
27,2012-04-30,17.0,"199,6","1002,4","24,8",6,"1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
28,2012-05-31,14.0,"120,4","1004,7","22,3","8,7","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
29,2012-06-30,12.0,,"1005,6","20,9","6,6","1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
30,2012-07-31,2.0,,1006,"18,8","6,3","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
31,2012-08-31,3.0,2,"1005,8","24,9","6,9","2,2",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
32,2012-09-30,6.0,29,"1002,9","26,8","7,5","2,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
33,2012-10-31,4.0,57,"998,7",29,"8,1","2,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
34,2012-11-30,10.0,"151,8",999,"27,7","7,4","2,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
35,2012-12-31,9.0,"98,6","997,8","29,3",10,"2,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
36,2013-01-31,8.0,"58,2","999,6",29,"9,7",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
37,2013-02-28,14.0,"170,4","999,6","28,6","6,1","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
38,2013-03-31,7.0,139,"1001,3",27,"8,3","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
39,2013-04-30,8.0,,,"25,3","7,7",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
40,2013-05-31,9.0,,"1003,8","23,5",6,"1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
41,2013-06-30,6.0,,,,"6,2",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
42,2013-07-31,,,"1006,9","20,7","6,3","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
43,2013-08-31,,0,"1005,8","20,8","8,4","2,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
44,2013-09-30,2.0,"9,2","1003,6","24,7","7,9","2,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
45,2013-10-31,6.0,,"1001,5","25,8","8,4","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
46,2013-11-30,5.0,,"999,4","27,7",6,2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
47,2013-12-31,3.0,,,,"6,8",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
48,2014-01-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
49,2014-02-28,9.0,,,"26,7",5,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
50,2014-03-31,14.0,"218,4","1001,1","26,1","6,6","1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
51,2014-04-30,10.0,"43,8",1003,"25,6","6,7","1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
52,2014-05-31,16.0,"299,4","1004,9","21,2","7,5",",7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
53,2014-06-30,16.0,172,"1005,5","20,9","5,7",",9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
54,2014-07-31,10.0,"97,2","1007,5","20,3","6,3","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
55,2014-08-31,1.0,"32,2","1005,6","23,1","6,4",1,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
56,2014-09-30,6.0,"56,8","1000,8","27,2","5,4",",4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
57,2014-10-31,4.0,"27,4","1000,5","29,7",7,",5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
58,2014-11-30,12.0,"210,4","999,7","27,2","6,3",",6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
59,2014-12-31,4.0,"47,4","999,3","28,1","5,3",",3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
60,2015-01-31,13.0,"147,6","1001,4","29,1","5,9",",2",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
61,2015-02-28,10.0,"102,4","1000,2","28,4","2,6",0,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
62,2015-03-31,14.0,"35,8","1001,7","26,9","4,9",",1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
63,2015-04-30,7.0,"249,6",1003,"26,1","3,6",0,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
64,2015-05-31,14.0,"158,2","1004,9","22,9","3,8",",1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
65,2015-06-30,3.0,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
66,2015-07-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
67,2015-08-31,3.0,28,"1002,3","25,3","6,5",",7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
68,2015-09-30,8.0,"94,4","1000,5","26,1","6,2",",9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
69,2015-10-31,10.0,"90,2","1000,6","26,6","7,8",",9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
70,2015-11-30,12.0,"228,6","998,2","27,8","6,6",",6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
71,2015-12-31,9.0,,,"28,4","8,7",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
72,2016-01-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
73,2016-02-29,10.0,,"999,7","28,7","4,6","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
74,2016-03-31,11.0,"25,4","1003,3",26,"5,5","1,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
75,2016-04-30,,,"1002,3","26,2","6,6","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
76,2016-05-31,,,"1007,1","19,6","4,8","1,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
77,2016-06-30,,,"1009,4","16,7","4,3","1,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
78,2016-07-31,3.0,"3,4","1005,6","20,3","6,3","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
79,2016-08-31,,,"1004,1","22,4","7,6","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
80,2016-09-30,1.0,",8","1005,5","22,7","7,3","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
81,2016-10-31,,,"1000,4","27,3","6,7","2,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
82,2016-11-30,,,"1000,3","26,5","10,3","2,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
83,2016-12-31,,,"998,9","27,8","5,6","2,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
84,2017-01-31,,,"999,4","29,6","6,4",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
85,2017-02-28,,,"999,8","28,3","9,2","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
86,2017-03-31,,,"1000,9","27,5","6,8","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
87,2017-04-30,,,1003,"24,3","5,9","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
88,2017-05-31,,,"1003,3","22,8","5,2","1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
89,2017-06-30,,,"1005,5","20,7","6,7","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
90,2017-07-31,2.0,1,"1007,6","21,9","6,4","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
91,2017-08-31,,,"1002,8","24,3","8,6","2,2",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
92,2017-09-30,,,1003,"26,3","6,6","2,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
93,2017-10-31,,,"999,3","27,5","7,9","2,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
94,2017-11-30,9.0,"89,2","998,6","26,4","7,6","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
95,2017-12-31,,,"998,1","27,6","6,6","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
96,2018-01-31,,,"999,2","27,8","4,3","1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
97,2018-02-28,,,"999,8","26,8","5,2","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
98,2018-03-31,,,"1000,3","26,6","6,1","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
99,2018-04-30,2.0,,"1003,4","26,2","4,7","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
100,2018-05-31,6.0,"150,4","1004,9","22,9","7,9","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
101,2018-06-30,11.0,"101,4","1007,7","18,4","6,5","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
102,2018-07-31,4.0,"2,4","1006,8","19,8","5,7","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
103,2018-08-31,10.0,"23,2","1007,2","19,6","8,3","1,7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
104,2018-09-30,11.0,"103,6","1001,5","24,2","7,5","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
105,2018-10-31,12.0,"199,2","999,8","26,6","6,9","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
106,2018-11-30,14.0,"264,2","999,1","27,1","8,5","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
107,2018-12-31,13.0,"105,6","1000,3","28,1","5,4","1,9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
108,2019-01-31,9.0,"26,6","1000,5","30,1","7,2",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
109,2019-02-28,9.0,,"999,8",29,"8,7","1,8",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
110,2019-03-31,16.0,,1002,"26,6","6,9","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
111,2019-04-30,22.0,"98,6","1002,1","25,4","6,5",1,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
112,2019-05-31,27.0,"125,8","1003,6","22,7","4,4","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
113,2019-06-30,12.0,"21,6","1005,3","21,9","5,3","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
114,2019-07-31,9.0,"35,2","1006,1","19,5","6,5","1,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
115,2019-08-31,,,,,"7,7",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
116,2019-09-30,,,,,"7,3",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
117,2019-10-31,,,,,"5,8",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
118,2019-11-30,,,,,"4,9",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
119,2019-12-31,,,"999,3","27,3",7,1,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
120,2020-01-31,,,,"28,6","4,8",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
121,2020-02-29,,,,"28,4","6,4",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
122,2020-03-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
123,2020-04-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
124,2020-05-31,,,,,"3,9",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
125,2020-06-30,,,,,"6,5",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
126,2020-07-31,,,,,5,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
127,2020-08-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
128,2020-09-30,,,,,"5,1",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
129,2020-10-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
130,2020-11-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
131,2020-12-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
132,2021-01-31,,,,,"4,7",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
133,2021-02-28,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
134,2021-03-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
135,2021-04-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
136,2021-05-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
137,2021-06-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
138,2021-07-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
139,2021-08-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
140,2021-09-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
141,2021-10-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
142,2021-11-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
143,2021-12-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
144,2022-01-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
145,2022-02-28,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
146,2022-03-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
147,2022-04-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
148,2022-05-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
149,2022-06-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
150,2022-07-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
151,2022-08-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
152,2022-09-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
153,2022-10-31,6.0,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
154,2022-11-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
155,2022-12-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
156,2023-01-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
157,2023-02-28,11.0,,,"26,2","5,1",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
158,2023-03-31,16.0,"189,4","1001,1","26,9",7,",9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
159,2023-04-30,10.0,"102,4","1002,4","24,6","10,3","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
160,2023-05-31,10.0,"57,4","1004,9","22,4","4,5","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
161,2023-06-30,3.0,,"1006,4","22,9","4,3","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
162,2023-07-31,3.0,"6,8","1005,7","22,8","5,8","1,2",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
163,2023-08-31,4.0,"24,4","1002,2","25,7","7,3","1,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
164,2023-09-30,6.0,"22,8","1000,1","28,7","6,2",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
165,2023-10-31,10.0,"77,2","997,7",30,"7,4",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
166,2023-11-30,11.0,"95,4","996,7","30,8","7,1",2,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
167,2023-12-31,9.0,"100,4","998,6","30,6","9,5","1,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
168,2024-01-31,7.0,,,"30,9","6,7",,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
169,2024-02-29,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
170,2024-03-31,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
171,2024-04-30,,,,,,,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
172,2024-05-31,6.0,9,"1005,1","21,4","4,8","1,4",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
173,2024-06-30,1.0,2,"1003,2","25,2","6,3","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
174,2024-07-31,7.0,35,"1008,7","19,8","4,5","1,1",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
175,2024-08-31,3.0,"17,6","1005,4","23,5","6,4","1,6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
176,2024-09-30,4.0,"2,4",1001,"27,3","7,4","1,5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
177,2024-10-31,4.0,"2,2","999,7","28,8","6,8","1,2",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
178,2024-11-30,,,"998,6","28,4","6,6","1,2",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
179,2024-12-31,,,999,"27,5","6,8","1,3",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
180,2025-01-31,,,"998,5","30,5","6,7",",9",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
181,2025-02-28,,,1000,"29,4","4,6",1,-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
182,2025-03-31,,,"1002,4","27,3","6,1",",6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
183,2025-04-30,,,1003,"23,8","5,5",",7",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
184,2025-05-31,,,"1005,1","23,5","7,3",",6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
185,2025-06-30,,,"1006,5","19,6",6,",6",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
186,2025-07-31,,,"1008,9","20,2","5,4",",5",-21.70583333,-57.88666666,PORTO MURTINHO,POINT (-57.88666666 -21.70583333),MS
